label,line,opcode,args
start,22,set_floor_handler,"... 0x0 /* 0 */, label0096"
start,25,set_floor_handler,"... 0x1 /* 1 */, label0097"
start,28,set_floor_handler,"... 0x2 /* 2 */, label0098"
start,29,set_qt_success,label00FA
label0096,39,jmpi_eq,"r253, 0x00000001, label00FB"
label0097,86,switch_on,... 0x1 /* 1 */
label0097,88,switch_on,... 0x4 /* 4 */
label014A,201,jmpi_eq,"r255, 0x00000001, label014B"
label0154,227,jmpi_eq,"r255, 0x00000001, label0155"
label0159,248,jmpi_eq,"r255, 0x00000000, label0001"
label015E,319,jmpi_eq,"r255, 0x00000001, label0001"
label0168,356,jmpi_eq,"r255, 0x00000001, label0001"
label041A,373,jmpi_eq,"r255, 0x00000001, label0176"
label016C,469,item_create,"r101-r103, r104"
label017C,493,jmpi_eq,"r255, 0x00000001, label0186"
label016D,524,switch_jmp,"r58, [label016E, label016F]"
label0170,562,set,r255
label0190,602,switch_on,... 0x50 /* 80 */
label00C9,714,set,r253
label00FA,742,pl_add_meseta,"... 0x0 /* 0 */, 0x5DC /* 1500 */"
