label,line,instructions
start,18,15
label0001,35,1
label0096,38,42
label0097,82,37
label0098,121,23
label0140,146,51
label014A,199,12
label014B,214,9
label0154,225,10
label0155,238,7
label0159,247,24
label019A,273,13
label019C,288,15
label019E,305,11
label015E,318,30
label015F,350,2
label0168,354,14
label041A,370,15
label0173,388,6
label0174,396,7
label0175,405,8
label0177,415,17
label0176,434,12
label016A,448,11
label016C,461,18
label016B,481,8
label017C,491,26
label016D,520,4
label016E,526,5
label016F,533,5
label0170,540,32
label0186,574,15
label0190,591,17
label01A4,611,8
label01A5,622,12
label00DC,636,11
label00DD,649,8
label00DE,659,13
label0384,674,10
label038E,686,10
label00C8,698,11
label00C9,711,8
label00CA,721,1
label00CF,724,1
label00D0,727,4
label00FA,733,10
label00FB,745,7
label0107,754,14
