floor,index,type,room,wave,wave2,children,x,y,z,p1,p2,p3,p4,p5,p6,p7
0,0,0x001D,0,0,0,0,178.9989013671875,0.0,341.9964294433594,0.0,0.0,0.0,1011.0010986328125,850.0,0,0
0,1,0x0008,0,0,0,0,218.1599884033203,0.0,350.1499938964844,0.0,0.0,0.0,144.0,1144.0,0,0
0,2,0x0009,0,0,0,0,231.00999450683594,0.0,348.8599853515625,0.0,0.0,145.0,145.0,1145.0,0,0
0,3,0x0009,0,0,0,0,167.99769592285156,0.0,84.0,24.0,0.0,0.0,139.0,1139.0,1,0
0,4,0x001A,0,0,0,0,237.9988250732422,0.0,-14.0001220703125,0.0,0.0,0.0,137.0,1137.0,0,0
0,5,0x0019,0,0,0,0,238.00379943847656,0.0,63.00413513183594,0.0,0.0,0.0,138.0,1138.0,0,0
0,6,0x0005,0,0,0,0,-2.001879930496216,0.0,35.003700256347656,26.0,0.0,0.0,140.0,1140.0,1,0
0,7,0x001E,0,0,0,0,-147.0000457763672,0.0,-7.996537208557129,30.000009536743164,0.0,0.0,141.0,1141.0,1,0
0,8,0x0003,0,0,0,0,-212.0,0.0,-140.0,37.0,0.0,0.0,143.0,1143.0,1,0
0,9,0x001D,0,0,0,0,-262.51129150390625,0.0,-24.541954040527344,0.0,0.0,0.0,1010.0010986328125,840.0,0,0
0,10,0x001C,0,0,0,0,-121.29016876220703,2.5999999046325684,254.78248596191406,0.0,0.0,0.0,1009.0010986328125,830.0,0,0
0,11,0x000C,0,0,0,0,-165.3424072265625,2.5999996662139893,286.7215576171875,0.0,0.0,0.0,1006.0010986328125,800.0,0,0
0,12,0x0005,0,0,0,0,-208.8711395263672,2.5999996662139893,276.80303955078125,0.0,0.0,0.0,1008.0010986328125,820.0,0,0
0,13,0x000B,0,0,0,0,-240.87998962402344,2.5999999046325684,244.6899871826172,0.0,0.0,0.0,1007.0,810.0,0,0
0,14,0x000D,0,0,0,0,-181.00399780273438,0.0,196.00433349609375,22.0,0.0,0.0,142.0,1142.0,1,0
0,15,0x001F,0,0,0,0,212.80999755859375,3.0,-292.8899841308594,0.0,0.0,0.0,1017.0,860.0,0,0
0,16,0x001F,0,0,0,0,265.9991760253906,0.0,-213.99668884277344,18.000009536743164,0.0,0.0,135.0,1135.0,1,0
0,17,0x001E,0,0,0,0,25.0,0.0,-1955.0,0.0,0.0,0.0,134.0,1134.0,0,0
0,18,0x001E,0,0,0,0,-25.0,0.0,-1955.0,0.0,0.0,0.0,133.0,1133.0,0,0
0,19,0x001B,0,0,0,0,0.04999999701976776,0.0,-2033.1099853515625,0.0,0.0,0.0,130.0,1130.0,0,0
0,20,0x0020,0,0,0,0,46.99877166748047,0.0,-2000.00244140625,0.0,0.0,0.0,131.0,1131.0,0,0
0,21,0x0100,0,0,0,0,-47.0,-3.882504628904826e-08,-2000.0,0.0,0.0,0.0,132.0,1132.0,0,0
3,0,0x0041,20,3,3,0,-244.3040771484375,-6.211268901824951,-90.57858276367188,0.0,1.0,0.0,0.0,0.0,0,0
3,1,0x0041,20,3,3,0,-212.032470703125,-5.752546310424805,-63.842498779296875,0.0,1.0,0.0,0.0,0.0,0,0
3,2,0x0110,20,3,3,0,-319.05474853515625,-1.5708913803100586,-15.844467163085938,0.0,1.0,0.0,0.0,0.0,0,0
3,3,0x0110,20,3,3,0,-126.8353271484375,5.030033111572266,34.997283935546875,0.0,1.0,0.0,0.0,0.0,0,0
3,4,0x0111,20,3,3,0,-221.98431396484375,1.8109774589538574,61.521728515625,0.0,1.0,0.0,0.0,0.0,0,0
3,5,0x0111,20,3,3,0,-156.3858642578125,5.053142070770264,85.30133056640625,0.0,1.0,0.0,0.0,0.0,0,0
3,6,0x0111,20,3,3,0,-238.40570068359375,-3.5835375785827637,11.395156860351562,0.0,1.0,0.0,0.0,0.0,0,0
3,7,0x0114,20,3,3,0,-62.2630615234375,14.901582717895508,121.58306884765625,0.0,1.0,0.0,0.0,0.0,0,0
3,8,0x0114,20,4,4,0,354.0098876953125,24.82000732421875,173.811767578125,0.0,1.0,0.0,0.0,0.0,0,0
3,9,0x0114,20,4,4,0,418.283935546875,0.1489105224609375,-80.0025634765625,0.0,1.0,0.0,0.0,0.0,0,0
3,10,0x0116,20,4,4,0,374.7908935546875,6.378256797790527,46.34429931640625,0.0,1.0,0.0,0.0,0.0,0,0
3,11,0x0110,20,4,4,0,258.877197265625,10.10351276397705,5.912261962890625,0.0,1.0,0.0,0.0,0.0,0,0
3,12,0x0110,20,4,4,0,271.278564453125,20.573352813720703,215.66513061523438,0.0,1.0,0.0,0.0,0.0,0,0
3,13,0x0115,20,4,4,0,204.4969482421875,24.20865821838379,129.93746948242188,0.0,1.0,0.0,0.0,0.0,2,0
3,14,0x0115,20,4,4,0,248.6201171875,23.654401779174805,103.01943969726562,0.0,1.0,0.0,0.0,0.0,2,0
3,15,0x0114,20,1,1,0,-222.8206787109375,-7.998188018798828,-309.744384765625,0.0,1.0,0.0,0.0,0.0,0,0
3,16,0x0115,20,1,1,0,-277.80133056640625,-7.882760047912598,-372.9541320800781,0.0,1.0,0.0,0.0,0.0,0,0
3,17,0x0115,20,1,1,0,-222.4317626953125,-7.882760047912598,-362.3836669921875,0.0,1.0,0.0,0.0,0.0,0,0
3,18,0x0115,20,1,1,0,-146.5914306640625,-7.882760047912598,-356.805908203125,0.0,1.0,0.0,0.0,0.0,0,0
3,19,0x0115,20,2,2,0,-219.53594970703125,-7.980136871337891,-238.82247924804688,0.0,1.0,0.0,0.0,0.0,0,0
3,20,0x0115,20,2,2,0,-247.364013671875,-7.644072532653809,-195.076171875,0.0,1.0,0.0,0.0,0.0,1,0
3,21,0x0115,20,2,2,0,-194.7755126953125,-6.241756439208984,-164.6808319091797,0.0,1.0,0.0,0.0,0.0,1,0
3,22,0x0111,20,2,2,0,-237.245361328125,-6.5746259689331055,-145.316650390625,0.0,1.0,0.0,0.0,0.0,0,0
3,23,0x0111,20,2,2,0,-195.36004638671875,-5.742944717407227,-76.39959716796875,0.0,1.0,0.0,0.0,0.0,0,0
3,24,0x0041,20,2,2,0,-284.92205810546875,-6.5056023597717285,-92.90013122558594,0.0,1.0,0.0,0.0,0.0,0,0
3,25,0x0116,30,4,4,0,73.295166015625,0.0,-242.802978515625,0.0,1.0,0.0,0.0,0.0,0,0
3,26,0x0111,30,4,4,0,213.379150390625,1.4812500476837158,-114.06265258789062,0.0,1.0,0.0,0.0,0.0,0,0
3,27,0x0111,30,4,4,0,149.431640625,0.0,-183.41502380371094,0.0,1.0,0.0,0.0,0.0,0,0
3,28,0x0115,30,4,4,0,75.459228515625,1.915888786315918,-143.21429443359375,0.0,1.0,0.0,0.0,0.0,0,0
3,29,0x0111,30,5,5,0,346.713623046875,0.9495887756347656,-415.9085693359375,0.0,0.0,0.0,0.0,0.0,0,0
3,30,0x0111,30,5,5,0,237.4228515625,0.0,-384.1315002441406,0.0,0.0,0.0,0.0,0.0,0,0
3,31,0x0111,30,5,5,0,159.43212890625,0.0,-375.08837890625,0.0,0.0,0.0,0.0,0.0,0,0
3,32,0x0114,30,5,5,0,295.3896484375,0.0,-424.8150939941406,0.0,0.0,0.0,0.0,0.0,0,0
3,33,0x0110,30,6,6,0,354.98876953125,0.31582963466644287,-238.34881591796875,0.0,0.0,0.0,0.0,0.0,0,0
3,34,0x0110,30,6,6,0,304.677734375,0.0,-267.09466552734375,0.0,0.0,0.0,0.0,0.0,0,0
