label,line,instructions
label005A,16,5
label0087,23,5
label00DE,30,1
label007C,33,5
label0011,40,1
label00BB,43,1
label0062,46,4
label0043,52,1
label0094,55,9
label00F7,66,1
label00EF,69,5
label00DF,76,1
label00B2,79,1
label0047,82,5
label00A1,89,20
label0095,111,9
label00FA,122,2
label0034,126,3
label0074,131,3
label0053,136,6
label0035,144,6
label003A,152,6
label0040,160,6
label0090,168,2
label00D5,172,4
label00C2,178,5
label00CF,185,5
label00DB,192,5
label00FB,199,4
label00C6,205,6
label0022,213,2
label0026,217,8
label006B,227,1
label002C,230,9
label0027,241,1
label00E6,244,4
label0114,250,9
label006C,261,5
label002D,268,1
label010C,271,6
label00E7,279,12
label009B,293,13
label000C,308,3
label00A6,313,4
label001F,319,10
label00BD,331,4
label00CA,337,4
label00D6,343,4
label00F0,349,3
start,354,34
label0001,390,1
label002E,393,0
label0063,394,1
label00F2,397,9
label0088,408,8
label00D1,418,1
label0479,421,3
label015A,427,5
label0159,434,5
label046A,441,15
label0002,459,13
label047F,474,10
label00C3,487,9
label046B,498,15
label046C,516,9
label046D,528,9
label00EB,540,9
label046E,551,9
label046F,563,11
label0054,577,9
label0471,588,9
label0472,600,11
label0473,614,21
label005B,638,5
label0474,645,11
label0016,659,9
label0475,670,15
label006D,688,9
label0476,699,19
label00BF,721,7
label0477,730,11
label00F8,744,11
label0478,757,53
label0137,813,15
label00EC,830,12
label011B,844,11
label0139,857,17
label0138,876,93
label002F,971,73
label006E,1046,36
label0012,1084,10
label00D2,1096,3
label008C,1101,2
label008D,1105,8
label0036,1115,10
label003B,1127,10
label0041,1139,10
label0044,1151,10
label0007,1163,9
label008E,1174,11
label0064,1187,9
label006F,1198,9
label0075,1209,9
label0081,1220,9
label03DF,1231,6
label0096,1239,24
label03E0,1265,6
label00A0,1273,23
label03E1,1298,6
label00AA,1306,76
label007D,1384,4
label007E,1390,4
label007F,1396,4
label0080,1402,4
label001B,1408,10
label00AF,1420,2
label00B0,1424,2
label00B1,1428,2
label03E2,1432,6
label00B4,1440,25
label00BE,1467,9
label000D,1478,2
label0100,1482,1
label00CB,1485,2
label0055,1489,28
label03E8,1519,1
label00A7,1522,29
label0030,1553,29
label010F,1584,6
label0065,1592,5
label0008,1599,10
label0018,1611,24
label005C,1637,16
label0066,1655,16
label0070,1673,16
label0076,1691,33
label00E0,1726,9
label0110,1737,1
label00F9,1740,7
label0106,1749,2
label004C,1753,4
label0048,1759,3
label0028,1764,15
label0031,1781,11
label0037,1794,11
label009C,1807,12
label0003,1821,20
label0082,1843,3
label00A2,1848,10
label00ED,1860,10
label0077,1872,12
label001C,1886,10
label00FC,1898,18
label010D,1918,8
label009F,1928,5
label0078,1935,20
label0111,1957,3
label00A9,1962,10
label0101,1974,10
label00C7,1986,18
label00D4,2006,7
label00AB,2015,5
label0091,2022,20
label0023,2044,3
label0056,2049,10
label0020,2061,10
label0102,2073,18
label0112,2093,7
label00C0,2102,5
label00A3,2109,20
label003C,2131,3
label00B3,2136,10
label00C4,2148,10
label0079,2160,18
label0097,2180,7
label00CC,2189,5
label00B5,2196,20
label00F6,2218,2
label0004,2222,10
