label,line,instructions
start,18,35
label0001,56,1
label000A,59,1
label0014,62,7
label001E,71,1
label0064,74,4
label001C,80,50
label0065,132,9
label0066,143,9
label0096,154,1
label00C8,157,5
label000C,164,1
label0004,167,5
label002F,174,2
label0035,178,8
label002B,188,11
label0019,201,5
label0007,208,21
label0027,231,12
label0032,245,11
label0028,258,6
label0012,266,1
label0020,269,15
label0578,286,4
label0579,292,11
label057A,305,7
label057B,314,19
label057C,335,7
label05DC,344,4
label002C,350,4
label05DD,356,40
label05DE,398,8
label05DF,408,15
label05E0,425,5
label05E1,432,21
label05E2,455,11
label0640,468,1
label0641,472,13
label0642,487,9
label07D0,498,14
label0021,515,24
label0024,541,3
label0009,546,4
label0006,552,10
label0033,564,4
label0005,570,13
label0003,585,7
label0708,594,9
label0645,605,7
label0038,614,1
label000D,617,6
label000B,625,11
label0017,638,3
label000E,643,3
label0013,648,4
label0022,654,5
label001B,661,3
label0025,666,3
label001F,671,8
label0030,681,8
label0008,691,7
label0023,700,7
label001A,709,3
label001D,714,10
label0018,726,6
label002D,734,13
label002A,749,6
label0026,757,7
label0029,766,7
label0036,775,4
label000F,781,3
label0010,786,3
label0011,791,3
label0015,796,3
label0002,801,3
label002E,806,4
label0031,812,4
label0034,818,4
label0037,824,4
label0016,830,2
