floor,index,type,room,wave,wave2,children,x,y,z,p1,p2,p3,p4,p5,p6,p7
0,0,0x001D,10,0,0,0,-49.0010986328125,0.0,51.0,0.0,0.0,0.0,1011.0,850.0,0,0
0,1,0x0004,20,0,0,0,167.99769592285156,0.0,83.99686431884766,24.000009536743164,0.0,0.0,1016.0010986328125,100.00004577636719,1,0
0,2,0x000A,20,0,0,0,156.0028839111328,0.0,-49.99967575073242,30.000009536743164,0.0,0.0,1015.0010986328125,90.00004577636719,1,0
0,3,0x001A,20,0,0,0,237.9988250732422,0.0,-14.0001220703125,0.0,0.0,0.0,1019.0010986328125,120.00008392333984,0,0
0,4,0x0019,20,0,0,0,238.00379943847656,0.0,63.00413513183594,0.0,0.0,0.0,1020.0010986328125,130.00009155273438,0,0
0,5,0x0005,20,0,0,0,-2.001882553100586,0.0,35.0036506652832,26.000009536743164,0.0,0.0,1014.0010986328125,80.00006866455078,1,0
0,6,0x001E,20,0,0,0,-147.0000457763672,0.0,-7.996537208557129,30.000009536743164,0.0,0.0,1013.0010986328125,70.00006103515625,1,0
0,7,0x000D,20,0,0,0,-211.99710083007812,0.0,-140.0008544921875,37.0000114440918,0.0,0.0,1012.0010986328125,60.000057220458984,1,0
0,8,0x001D,20,0,0,0,-262.5099792480469,0.0,-24.53999900817871,0.0,0.0,0.0,1010.0,840.0,0,0
0,9,0x001C,30,0,0,0,-43.70983123779297,2.5999999046325684,-52.78248596191406,0.0,0.0,0.0,1009.0010986328125,830.0,0,0
0,10,0x000C,30,0,0,0,0.3423309326171875,2.5999999046325684,-84.71995544433594,0.0,0.0,0.0,1006.0,800.0,0,0
0,11,0x0005,30,0,0,0,43.87113952636719,2.5999996662139893,-74.80299377441406,0.0,0.0,0.0,1008.0010986328125,820.0,0,0
0,12,0x000B,30,0,0,0,75.88380432128906,2.5999996662139893,-42.69328308105469,0.0,0.0,0.0,1007.0010986328125,810.0,0,0
0,13,0x0007,30,0,0,0,16.003997802734375,0.0,5.9957122802734375,22.000009536743164,0.0,0.0,1021.0010986328125,140.00006103515625,1,0
0,14,0x001F,40,0,0,0,0.3097381591796875,3.0,-105.3865966796875,0.0,0.0,0.0,1017.0010986328125,860.0,0,0
0,15,0x001F,40,0,0,0,53.499176025390625,0.0,-26.496688842773438,18.000009536743164,0.0,0.0,1018.0010986328125,110.00005340576172,1,0
0,16,0x001E,41,0,0,0,-48.0,0.0,0.0,0.0,0.0,0.0,113.0,113.0,0,0
0,17,0x001E,41,0,0,0,-34.300350189208984,0.0,28.660400390625,0.0,0.0,0.0,114.0,114.0,0,0
0,18,0x001B,41,0,0,0,0.0,-4.470348358154297e-07,-30.9974365234375,0.0,0.0,0.0,112.0,112.0,0,0
0,19,0x0020,41,0,0,0,47.0,1.993030309677124e-07,0.0,0.0,140.0,0.0,111.0,111.0,0,0
0,20,0x0020,41,0,0,0,228.0,0.0,2366.0,0.0,0.0,140.0,110.0,110.0,0,0
3,0,0x0060,10,1,1,0,-13.581298828125,7.62939453125e-06,-40.682586669921875,0.5,0.0,-2.0,0.0,0.0,0,0
3,1,0x0063,10,1,1,0,110.587158203125,7.62939453125e-06,-7.093048095703125,0.0,0.0,0.0,0.0,0.0,0,0
3,2,0x0063,10,1,1,0,51.022705078125,7.62939453125e-06,0.669830322265625,0.0,0.0,0.0,0.0,0.0,0,0
3,3,0x0063,10,1,1,0,26.93603515625,7.62939453125e-06,89.0378646850586,0.0,0.0,0.0,0.0,0.0,0,0
3,4,0x0063,10,1,1,0,-110.1759033203125,7.152557373046875e-06,34.03995895385742,0.0,0.0,0.0,0.0,0.0,0,0
3,5,0x0063,11,1,1,0,-121.75,7.62939453125e-06,-34.441253662109375,0.3999999761581421,2.0,0.0,0.0,0.0,0,0
3,6,0x0063,11,1,1,0,128.25564575195312,7.62939453125e-06,-34.833892822265625,0.3999999761581421,2.0,0.0,0.0,0.0,0,0
3,7,0x0063,11,1,1,0,-86.09478759765625,7.62939453125e-06,78.18231201171875,0.3999999761581421,0.0,0.0,0.0,0.0,0,0
3,8,0x0063,11,1,1,0,80.95048522949219,7.62939453125e-06,55.146728515625,0.3999999761581421,0.0,0.0,0.0,0.0,0,0
3,9,0x0061,11,1,1,0,115.55606079101562,7.62939453125e-06,29.28399658203125,0.0,0.0,0.0,0.0,0.0,0,0
3,10,0x0062,12,1,1,0,-58.627471923828125,7.62939453125e-06,96.33685302734375,0.0,40.0,0.0,0.0,0.0,0,0
3,11,0x0062,12,1,1,0,109.92745971679688,7.62939453125e-06,-52.99560546875,0.0,40.0,0.0,0.0,0.0,0,0
3,12,0x0063,12,1,1,0,18.0196533203125,7.62939453125e-06,41.07672119140625,0.0,0.0,0.0,0.0,0.0,0,0
3,13,0x0063,12,1,1,0,69.23770141601562,8.58306884765625e-06,60.83453369140625,0.0,0.0,0.0,0.0,0.0,1,0
