floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
2,21,2,1,1,1,trigger_event(211); stop,4,"{""0x0044"": 4}"
2,211,2,2,15,1,trigger_event(212); stop,4,"{""0x0044"": 4}"
2,212,2,3,10,1,stop,4,"{""0x0044"": 4}"
2,131,13,1,1,1,trigger_event(1311); stop,4,"{""0x0043"": 4}"
2,1311,13,2,20,1,trigger_event(1312); stop,4,"{""0x0041"": 4}"
2,1312,13,3,40,1,trigger_event(1313); stop,4,"{""0x0043"": 4}"
2,1313,13,4,10,1,set_switch(22); stop,5,"{""0x0043"": 2, ""0x0041"": 3}"
2,111,11,1,45,1,trigger_event(1111); stop,6,"{""0x0044"": 6}"
2,1111,11,2,30,1,trigger_event(1112); stop,4,"{""0x0043"": 4}"
2,1112,11,3,1,1,set_switch(11); stop,7,"{""0x0041"": 2, ""0x0044"": 3, ""0x0043"": 2}"
2,151,15,1,1,1,trigger_event(1511); stop,5,"{""0x0044"": 5}"
2,1511,15,2,1,1,trigger_event(1512); stop,5,"{""0x0044"": 5}"
2,1512,15,3,1,1,set_switch(23); stop,6,"{""0x0044"": 6}"
2,121,12,1,30,1,trigger_event(1211); stop,6,"{""0x0044"": 3, ""0x0041"": 3}"
2,1211,12,2,15,1,trigger_event(1212); stop,6,"{""0x0043"": 3, ""0x0044"": 3}"
2,1212,12,3,30,1,trigger_event(1213); stop,8,"{""0x0041"": 3, ""0x0044"": 3, ""0x0043"": 2}"
2,1213,12,4,1,1,trigger_event(1214); stop,8,"{""0x0043"": 8}"
2,1214,12,5,10,1,trigger_event(1215); stop,8,"{""0x0044"": 8}"
2,1215,12,6,45,1,trigger_event(1216); stop,8,"{""0x0043"": 4, ""0x0041"": 4}"
2,1216,12,7,15,1,set_switch(10); stop,8,"{""0x0044"": 8}"
2,152,15,1,1,1,set_switch(7); stop,5,"{""0x0044"": 5}"
2,132,13,5,1,1,stop,1,"{""0x0040"": 1}"
2,133,13,6,1,1,stop,1,"{""0x0040"": 1}"
2,134,13,7,1,1,stop,1,"{""0x0040"": 1}"
2,135,13,8,1,1,stop,1,"{""0x0040"": 1}"
