label,line,instructions
start,16,57
label0001,78,1
label0004,82,22
label0009,106,5
label0096,113,6
label012C,121,3
label012D,126,2
label0131,130,4
label0132,136,1
label0133,139,6
label00B5,147,6
label00B6,155,9
label00B7,166,9
label00B8,177,9
label00B9,188,9
label00B4,199,9
label0066,210,11
label0067,223,11
label0068,236,12
label0069,250,1
label006A,253,4
label006B,259,4
label006C,265,4
label00C8,271,6
label0105,280,3
label0106,285,3
label0107,290,3
label0108,295,3
label0109,300,3
label00FB,305,4
label012E,311,5
label012F,318,11
label0130,331,6
label0136,339,5
label009E,346,17
label009F,365,14
label00A0,381,14
label00A1,397,15
label00A2,414,12
label00D2,428,8
label00D3,439,6
label00DC,447,6
label00E6,456,22
label0063,481,8
label0137,491,6
