label,line,opcode,args
label005C,27,read_switch_flag_on_floor,r1-r3
label005C,31,set_switch_flag_sync,"... r1, r2"
label005A,37,read_switch_flag_on_floor,r1-r3
label005A,41,clear_switch_flag_sync,"... r1, r2"
label000D,265,set,r254
label0062,269,set,r255
label0021,284,read_switch_flag_on_floor,r60-r62
label00AA,389,jmpi_ne,"r254, 0x00000000, label00AB"
label00AA,392,read_switch_flag_on_floor,r60-r62
label002B,403,gettime,r12
label0071,416,jmpi_ne,"r254, 0x00000000, label00AB"
label0071,419,read_switch_flag_on_floor,r60-r62
label0071,422,gettime,r12
start,591,set_qt_exit,label004D
start,592,set_qt_cancel,label0027
start,593,set_qt_success,label00B1
start,594,set_qt_failure,label0097
start,602,set_floor_handler,"... 0x0 /* 0 */, label009D"
start,605,set_floor_handler,"... 0x5 /* 5 */, label00B6"
start,608,set_floor_handler,"... 0x6 /* 6 */, label0099"
label009B,700,read_switch_flag_on_floor,r60-r62
label009B,703,read_switch_flag_on_floor,r60-r62
label009B,706,read_switch_flag_on_floor,r60-r62
label0083,734,read_switch_flag_on_floor,r60-r62
label0083,737,read_switch_flag_on_floor,r60-r62
label00C9,809,read_switch_flag_on_floor,r60-r62
label0019,832,read_switch_flag_on_floor,r60-r62
label00BC,840,read_switch_flag_on_floor,r60-r62
label00BC,843,read_switch_flag_on_floor,r60-r62
label0014,868,read_switch_flag_on_floor,r60-r62
label00C4,884,read_switch_flag_on_floor,r60-r62
label005B,892,read_switch_flag_on_floor,r60-r62
label005B,895,read_switch_flag_on_floor,r60-r62
label005B,899,read_switch_flag_on_floor,r60-r62
label004E,931,read_switch_flag_on_floor,r66-r68
label004E,934,read_switch_flag_on_floor,r66-r68
label004E,937,read_switch_flag_on_floor,r66-r68
label004E,940,read_switch_flag_on_floor,r66-r68
label005F,954,read_switch_flag_on_floor,r60-r62
label001A,963,jmpi_ne,"r254, 0x00000000, label00AD"
label001A,966,read_switch_flag_on_floor,r60-r62
label004F,993,switch_jmp,"r250, [label002C, label0030, label0039, label003E]"
label046A,1019,arg_pushr,r254
label046A,1022,switch_jmp,"r0, [label009C, label009E, label00BE, label001D]"
label046B,1081,arg_pushr,r254
label046B,1084,switch_jmp,"r0, [label006A, label006F, label00CA, label00CB]"
label044C,1294,switch_jmp,"r0, [label0050, label0060]"
label044D,1329,switch_jmp,"r0, [label0008, label0049]"
label044E,1358,switch_jmp,"r0, [label000E, label0051]"
label044F,1391,switch_jmp,"r0, [label0010, label0056]"
label0455,1427,switch_jmp,"r0, [label0085, label00B3, label0098, label00A6]"
label0068,1435,switch_jmp,"r0, [label0011, label0011, label00B2, label00B2]"
label0456,1543,switch_jmp,"r0, [label008F, label0093, label0028, label002A]"
label0454,1608,switch_jmp,"r0, [label003A, label003F]"
label0453,1639,switch_jmp,"r0, [label0016, label001B]"
label00CD,1686,switch_jmp,"r192, [label00CE, label00C5]"
label001F,1862,read_switch_flag_on_floor,r60-r62
label0065,2182,read_switch_flag_on_floor,r60-r62
label0065,2186,read_switch_flag_on_floor,r60-r62
label0088,2338,switch_call,"r250, [label0073, label007A, label007B, label007F]"
