label,line,instructions
start,16,49
label0001,67,1
label0004,71,22
label0009,95,5
label0096,102,6
label012C,110,3
label012D,115,2
label0131,119,4
label0132,125,1
label0133,128,7
label00B5,137,6
label00B6,145,9
label00B7,156,9
label00B8,167,9
label00B9,178,9
label00B4,189,9
label0066,200,11
label0067,213,11
label0068,226,12
label0069,240,1
label006A,243,4
label006B,249,4
label006C,255,4
label00C8,261,4
label0105,268,3
label0106,273,3
label0107,278,3
label00FB,283,4
label012F,289,8
label0130,299,6
label0136,307,5
label0097,314,16
label0098,332,14
label00A1,348,12
label00D2,362,8
label00D3,373,6
label00DC,381,6
label00E6,390,22
label0063,415,8
label0137,425,3
