label,line,opcode,args
start,44,set_floor_handler,"... 0x0 /* 0 */, label0096"
start,47,set_floor_handler,"... 0x1 /* 1 */, label0097"
start,50,set_floor_handler,"... 0x2 /* 2 */, label0098"
start,53,set_floor_handler,"... 0x3 /* 3 */, label0099"
start,56,set_floor_handler,"... 0x4 /* 4 */, label009A"
start,59,set_floor_handler,"... 0x5 /* 5 */, label009B"
start,62,set_floor_handler,"... 0xB /* 11 */, label00A1"
start,70,set_qt_success,label00FA
label00FA,102,pl_add_meseta,"... 0x0 /* 0 */, 0x9C4 /* 2500 */"
label0099,131,switch_on,... 0x5 /* 5 */
label0099,133,switch_on,... 0xA /* 10 */
label0136,161,jmpi_eq,"r255, 0x00000001, label013B"
label0136,210,set_quest_board_handler,"... 0x0 /* 0 */, label0123, ""Material Memo"""
label0138,233,switch_jmp,"r100, [label014B, label014E, label0151, label01AE]"
label014B,259,item_create2,"r110-r121, r121"
label014B,264,set,r255
label014E,296,item_create2,"r110-r121, r121"
label014E,301,set,r255
label0151,333,item_create2,"r110-r121, r121"
label0151,338,set,r255
label0139,357,switch_jmp,"r100, [label0155, label0158, label015B, label01AE]"
label0155,382,item_create2,"r110-r121, r121"
label0155,387,set,r255
label0158,419,item_create2,"r110-r121, r121"
label0158,424,set,r255
label015B,456,item_create2,"r110-r121, r121"
label015B,461,set,r255
label015E,487,switch_jmp,"r100, [label015F, label0162, label0165, label01AE]"
label015F,512,item_create2,"r110-r121, r121"
label015F,517,set,r255
label0162,549,item_create2,"r110-r121, r121"
label0162,554,set,r255
label0165,586,item_create2,"r110-r121, r121"
label0165,591,set,r255
label0172,610,switch_jmp,"r100, [label0173, label0176, label0179, label01AE]"
label0173,635,item_create2,"r110-r121, r121"
label0173,640,set,r255
label0176,672,item_create2,"r110-r121, r121"
label0176,677,set,r255
label0179,709,item_create2,"r110-r121, r121"
label0179,714,set,r255
label017C,733,switch_jmp,"r100, [label017D, label0180, label0183, label01AE]"
label017D,758,item_create2,"r110-r121, r121"
label017D,763,set,r255
label0180,795,item_create2,"r110-r121, r121"
label0180,800,set,r255
label0183,832,item_create2,"r110-r121, r121"
label0183,837,set,r255
label0140,888,jmpi_eq,"r255, 0x00000001, label0142"
label0168,935,set_quest_board_handler,"... 0x1 /* 1 */, label0124, ""Miwontite"""
label0169,954,set_quest_board_handler,"... 0x1 /* 1 */, label0124, ""Miwontite"""
label016A,975,jmpi_eq,"r255, 0x00000001, label0001"
label016A,991,set_quest_board_handler,"... 0x3 /* 3 */, label0126, ""Red Mineral"""
label016B,996,jmpi_eq,"r255, 0x00000001, label0001"
label016B,1012,set_quest_board_handler,"... 0x3 /* 3 */, label0127, ""Green Mineral"""
label016C,1017,jmpi_eq,"r255, 0x00000001, label0001"
label016C,1033,set_quest_board_handler,"... 0x3 /* 3 */, label0128, ""Blue Mineral"""
label0191,1060,clear_quest_board_handler,... 0x3 /* 3 */
label0191,1064,set_quest_board_handler,"... 0x3 /* 3 */, label0126, ""Red Mineral\n"""
label0192,1082,clear_quest_board_handler,... 0x3 /* 3 */
label0192,1086,set_quest_board_handler,"... 0x3 /* 3 */, label0126, ""Red Mineral\n"""
label0193,1104,clear_quest_board_handler,... 0x3 /* 3 */
label0193,1108,set_quest_board_handler,"... 0x3 /* 3 */, label0127, ""Green Mineral\n"""
label0194,1126,clear_quest_board_handler,... 0x3 /* 3 */
label0194,1130,set_quest_board_handler,"... 0x3 /* 3 */, label0127, ""Green Mineral\n"""
label0195,1148,clear_quest_board_handler,... 0x3 /* 3 */
label0195,1152,set_quest_board_handler,"... 0x3 /* 3 */, label0128, ""blue Mineral\n"""
label0196,1170,clear_quest_board_handler,... 0x3 /* 3 */
label0196,1174,set_quest_board_handler,"... 0x3 /* 3 */, label0128, ""Blue Mineral\n"""
label012C,1269,clear_quest_board_handler,... 0x0 /* 0 */
label012C,1271,clear_quest_board_handler,... 0x1 /* 1 */
label012C,1273,clear_quest_board_handler,... 0x2 /* 2 */
label012C,1275,clear_quest_board_handler,... 0x3 /* 3 */
label00CC,1306,set_quest_board_handler,"... 0x2 /* 2 */, label0125, ""Dragon fang"""
label0186,1330,switch_jmp,"r100, [label0187, label018A, label018D, label01AE]"
label0187,1355,item_create2,"r110-r121, r121"
label0187,1361,set,r255
label018A,1393,item_create2,"r110-r121, r121"
label018A,1399,set,r255
label018D,1431,item_create2,"r110-r121, r121"
label018D,1437,set,r255
