label,line,opcode,args
start,20,set_floor_handler,"... 0x0 /* 0 */, label0096"
start,23,set_floor_handler,"... 0x6 /* 6 */, label009C"
start,26,set_floor_handler,"... 0x7 /* 7 */, label009D"
start,29,set_floor_handler,"... 0xD /* 13 */, label00A3"
start,30,set_qt_success,label00FA
start,31,set_qt_failure,label000A
label0096,47,switch_jmp,"r0, [label00C8, label00C9]"
label00FA,100,switch_jmp,"r83, [label00FB, label00FC, label00FD, label00FE]"
label00FB,109,pl_add_meseta2,... 0x5DC /* 1500 */
label00FC,119,pl_add_meseta2,... 0xBB8 /* 3000 */
label00FD,129,pl_add_meseta2,... 0x1194 /* 4500 */
label00FE,139,pl_add_meseta2,... 0x1770 /* 6000 */
label01F4,180,sync_register2,"... r15, 0x1 /* 1 */"
label01A2,195,switch_on,... 0xDE /* 222 */
label01A4,213,set_quest_board_handler,"... 0x0 /* 0 */, label0122, ""ソウルブレイド"""
label01A4,216,switch_on,... 0xDE /* 222 */
label01A4,217,set,r254
label01AE,253,sync_register2,"... r21, 0x1 /* 1 */"
label01B8,274,sync_register2,"... r22, 0x1 /* 1 */"
label01CC,307,sync_register2,"... r23, 0x1 /* 1 */"
label01C2,333,sync_register2,"... r24, 0x1 /* 1 */"
label01A6,368,clear_quest_board_handler,... 0x0 /* 0 */
label0136,377,jmpi_eq,"r255, 0x00000001, label0139"
label0136,378,jmpi_eq,"r254, 0x00000001, label0138"
label0138,424,clear_quest_board_handler,... 0x0 /* 0 */
label0138,429,sync_register2,"... r16, 0x1 /* 1 */"
label0138,432,sync_register2,"... r255, 0x1 /* 1 */"
label0140,449,jmpi_eq,"r254, 0x00000001, label0141"
label014A,467,jmpi_eq,"r254, 0x00000001, label014B"
label0010,542,sync_register2,"... r211, 0x1 /* 1 */"
