label,line,instructions
start,16,22
label0001,40,1
label000A,43,1
label0096,46,1
label00C8,49,38
label00C9,89,8
label00FA,99,1
label00FB,102,8
label00FC,112,8
label00FD,122,8
label00FE,132,8
label009C,142,10
label009D,154,9
label00A3,165,9
label01F4,176,4
label01A1,183,2
label01A2,187,10
label01A3,199,2
label01A4,203,17
label03E8,222,9
label03E9,233,8
label00E6,243,3
label01AE,248,10
label01AF,261,7
label01B8,270,11
label01B9,284,7
label0008,293,8
label01CC,303,5
label01CD,310,7
label000E,319,8
label01C2,329,5
label01C3,336,7
label0122,345,4
label01A5,351,1
label01A6,354,19
label0136,375,24
label0137,402,7
label0138,411,27
label0139,440,5
label0140,447,8
label0141,458,5
label014A,465,8
label014B,476,5
label00DC,483,13
label00DD,498,13
label00CF,513,1
label00D0,516,4
label04AD,522,1
label04AE,525,4
label000B,531,2
label0010,535,9
label0007,546,10
label000C,558,7
label0016,567,7
label009E,576,18
label000D,596,9
label000F,607,9
label0015,618,9
label0006,629,3
label0002,634,4
label0003,640,4
label0004,646,4
label0005,652,4
label0009,658,3
label0011,663,4
label0012,669,4
label0013,675,4
label0014,681,5
