floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
4,101,10,1,3,1,trigger_event(102); stop,7,"{""0x0062"": 1, ""0x0063"": 6}"
4,102,10,2,3,1,trigger_event(103); stop,7,"{""0x0063"": 6, ""0x0062"": 1}"
4,103,10,3,3,1,set_switch(10); stop,6,"{""0x0061"": 2, ""0x0062"": 4}"
4,201,20,1,3,1,trigger_event(202); stop,7,"{""0x0060"": 4, ""0x0061"": 3}"
4,202,20,2,3,1,trigger_event(203); stop,7,"{""0x0061"": 4, ""0x0060"": 3}"
4,203,20,3,3,1,trigger_event(204); stop,7,"{""0x0060"": 2, ""0x0063"": 5}"
4,204,20,4,300,1,trigger_event(205); stop,5,"{""0x0060"": 3, ""0x0064"": 2}"
4,205,20,5,3,1,trigger_event(206); stop,7,"{""0x0063"": 5, ""0x0062"": 2}"
4,206,20,6,3,1,set_switch(20); stop,7,"{""0x0060"": 3, ""0x0064"": 1, ""0x0062"": 3}"
4,221,22,1,3,1,trigger_event(222); stop,8,"{""0x0063"": 8}"
4,222,22,2,3,1,trigger_event(223); stop,8,"{""0x0063"": 8}"
4,223,22,3,3,1,set_switch(22); stop,4,"{""0x0060"": 2, ""0x0064"": 2}"
4,121,12,1,3,1,trigger_event(122); stop,7,"{""0x0061"": 7}"
4,122,12,2,3,1,trigger_event(123); stop,7,"{""0x0061"": 5, ""0x0064"": 2}"
4,123,12,3,3,1,trigger_event(124); stop,5,"{""0x0060"": 3, ""0x0063"": 2}"
4,124,12,4,3,1,set_switch(12); stop,6,"{""0x0062"": 3, ""0x0063"": 3}"
4,211,21,1,3,1,trigger_event(212); stop,5,"{""0x0063"": 5}"
4,212,21,2,3,1,trigger_event(213); stop,5,"{""0x0063"": 5}"
4,213,21,3,3,1,trigger_event(214); stop,7,"{""0x0063"": 5, ""0x0060"": 2}"
4,214,21,4,150,1,trigger_event(215); stop,7,"{""0x0061"": 4, ""0x0060"": 3}"
4,215,21,5,3,1,set_switch(21); stop,6,"{""0x0061"": 5, ""0x0064"": 1}"
4,111,11,1,3,1,trigger_event(112); stop,6,"{""0x0061"": 6}"
4,112,11,2,3,1,trigger_event(113); stop,6,"{""0x0061"": 5, ""0x0064"": 1}"
4,113,11,3,3,1,trigger_event(114); stop,3,"{""0x0061"": 1, ""0x0064"": 2}"
4,114,11,4,300,1,trigger_event(115); stop,4,"{""0x0064"": 4}"
4,115,11,5,3,1,trigger_event(116); stop,8,"{""0x0061"": 8}"
4,116,11,6,3,1,set_switch(11); stop,8,"{""0x0061"": 8}"
4,131,13,1,3,1,trigger_event(132); stop,8,"{""0x0063"": 8}"
4,132,13,2,3,1,trigger_event(133); stop,8,"{""0x0063"": 8}"
4,133,13,3,300,1,trigger_event(134); stop,8,"{""0x0063"": 8}"
4,134,13,4,3,1,trigger_event(135); stop,5,"{""0x0063"": 5}"
4,135,13,5,3,1,trigger_event(136); stop,5,"{""0x0063"": 5}"
4,136,13,6,3,1,set_switch(13); stop,6,"{""0x0061"": 5, ""0x0064"": 1}"
7,201,20,1,3,1,trigger_event(202); stop,5,"{""0x0083"": 5}"
7,202,20,2,3,1,trigger_event(203); stop,5,"{""0x0083"": 5}"
7,203,20,3,150,1,trigger_event(204); stop,1,"{""0x0084"": 1}"
7,204,20,4,3,1,set_switch(20); stop,1,"{""0x0082"": 1}"
7,701,70,1,3,1,trigger_event(702); stop,6,"{""0x0080"": 6}"
7,702,70,2,3,1,trigger_event(703); stop,6,"{""0x0080"": 6}"
7,703,70,3,3,1,trigger_event(704); stop,6,"{""0x0083"": 6}"
7,704,70,4,3,1,trigger_event(705); stop,3,"{""0x0082"": 3}"
7,705,70,5,300,1,trigger_event(706); stop,3,"{""0x0083"": 3}"
7,706,70,6,3,1,trigger_event(707); stop,3,"{""0x0080"": 3}"
7,707,70,7,3,1,set_switch(70); set_switch(71); stop,3,"{""0x0082"": 3}"
7,501,50,1,3,1,trigger_event(502); stop,8,"{""0x0080"": 7, ""0x0085"": 1}"
7,502,50,2,3,1,trigger_event(503); stop,8,"{""0x0080"": 7, ""0x0085"": 1}"
7,503,50,3,3,1,trigger_event(504); stop,7,"{""0x0082"": 1, ""0x0083"": 6}"
7,504,50,4,3,1,set_switch(50); stop,7,"{""0x0082"": 2, ""0x0080"": 5}"
7,401,40,1,3,1,trigger_event(402); stop,6,"{""0x0083"": 6}"
7,402,40,2,3,1,trigger_event(403); stop,6,"{""0x0080"": 6}"
