label,line,opcode,args
start,21,set_floor_handler,"... 0x11 /* 17 */, label0001"
label0001,51,ba_set_meseta_drop_mode,... 0x2 /* 2 */
label0001,60,ba_set_time_limit,... 0xA /* 10 */
label0001,103,ba_meseta_score,r100-r102
label0001,132,set_quest_board_handler,"... 0x0 /* 0 */, label0002, ""「ルール詳細」"""
label0001,137,set_quest_board_handler,"... 0x1 /* 1 */, label0003, ""「得点詳細」"""
label0190,165,gettime,r200
label0191,173,gettime,r202
label0192,184,sync_register2,"... r203, 0x1 /* 1 */"
label0193,192,sync_register2,"... r204, 0x1 /* 1 */"
