floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
1,111,11,1,1,1,set_switch(5); stop,3,"{""0x0065"": 1, ""0x0080"": 2}"
1,201,20,1,1,1,trigger_event(2011); stop,4,"{""0x0080"": 4}"
1,2011,20,2,60,1,set_switch(33); stop,4,"{""0x0080"": 4}"
1,211,21,1,1,1,set_switch(1); set_switch(2); set_switch(3); set_switch(4); set_switch(38); set_switch(39); stop,3,"{""0x0043"": 3}"
1,301,30,1,1,1,set_switch(10); set_switch(11); stop,1,"{""0x0065"": 1}"
1,311,31,1,1,1,set_switch(20); stop,2,"{""0x0043"": 2}"
1,321,32,1,1,1,set_switch(31); set_switch(32); stop,2,"{""0x00A0"": 2}"
1,401,40,1,60,1,trigger_event(4011); stop,3,"{""0x0043"": 3}"
1,4011,40,2,100,1,trigger_event(4012); stop,4,"{""0x0043"": 4}"
1,4012,40,3,200,1,set_switch(6); set_switch(7); set_switch(8); set_switch(9); stop,1,"{""0x00A0"": 1}"
1,411,41,1,10,1,set_switch(14); set_switch(17); stop,3,"{""0x0080"": 3}"
1,421,42,1,10,1,set_switch(26); set_switch(27); set_switch(28); set_switch(29); set_switch(30); stop,5,"{""0x0043"": 5}"
1,501,50,1,10,1,set_switch(12); set_switch(13); set_switch(15); set_switch(16); stop,4,"{""0x0080"": 4}"
1,511,51,1,1,1,trigger_event(5111); stop,2,"{""0x0080"": 2}"
1,5111,51,2,60,1,set_switch(18); set_switch(19); set_switch(21); stop,2,"{""0x0043"": 2}"
1,521,52,1,1,1,set_switch(34); set_switch(35); set_switch(36); set_switch(37); stop,5,"{""0x0080"": 5}"
1,1401,140,1,1,1,stop,1,"{""0x00A0"": 1}"
2,101,10,1,10,1,set_switch(13); set_switch(14); set_switch(15); set_switch(16); set_switch(17); set_switch(18); set_switch(24); set_switch(25); stop,1,"{""0x0065"": 1}"
2,102,10,2,100,1,stop,5,"{""0x0085"": 1, ""0x0080"": 4}"
2,201,20,1,60,1,set_switch(5); set_switch(6); stop,1,"{""0x0080"": 1}"
2,202,20,2,60,1,stop,3,"{""0x0085"": 1, ""0x0080"": 2}"
2,401,40,1,30,1,set_switch(7); set_switch(8); set_switch(9); set_switch(10); stop,1,"{""0x0043"": 1}"
2,402,40,2,30,1,stop,6,"{""0x0085"": 1, ""0x0080"": 5}"
2,411,41,1,200,1,set_switch(21); set_switch(22); set_switch(23); stop,1,"{""0x00A0"": 1}"
2,412,41,2,1,1,stop,7,"{""0x0085"": 1, ""0x0080"": 6}"
2,501,50,1,1,1,set_switch(11); set_switch(12); set_switch(13); set_switch(14); stop,1,"{""0x0043"": 1}"
2,502,50,2,60,1,stop,6,"{""0x0085"": 1, ""0x0080"": 5}"
2,511,51,1,200,1,set_switch(19); set_switch(20); stop,1,"{""0x0081"": 1}"
2,512,51,2,10,1,stop,7,"{""0x0085"": 1, ""0x0080"": 6}"
3,201,20,1,30,1,set_switch(1); set_switch(2); set_switch(5); set_switch(6); set_switch(43); stop,3,"{""0x0065"": 1, ""0x0043"": 2}"
3,211,21,1,10,1,set_switch(20); set_switch(24); set_switch(26); stop,1,"{""0x00A0"": 1}"
3,311,31,1,30,1,set_switch(38); stop,3,"{""0x0043"": 3}"
3,321,32,1,10,1,set_switch(19); set_switch(23); set_switch(25); stop,1,"{""0x00A0"": 1}"
3,401,40,1,100,1,set_switch(7); set_switch(8); set_switch(9); set_switch(10); stop,1,"{""0x0081"": 1}"
3,411,41,1,10,1,trigger_event(4111); stop,5,"{""0x0080"": 5}"
3,4111,41,2,10,1,set_switch(3); set_switch(4); set_switch(35); set_switch(36); stop,6,"{""0x0080"": 6}"
