floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
1,921,92,1,30,1,trigger_event(922); stop,3,"{""0x0041"": 3}"
1,922,92,2,30,1,set_switch(1); stop,4,"{""0x00A6"": 4}"
1,101,10,1,30,1,trigger_event(102); stop,5,"{""0x00A6"": 5}"
1,102,10,2,30,1,trigger_event(103); stop,5,"{""0x0061"": 3, ""0x00A6"": 2}"
1,103,10,3,30,1,trigger_event(104); stop,5,"{""0x0041"": 5}"
1,104,10,4,30,1,set_switch(4); stop,5,"{""0x00A6"": 5}"
1,701,70,1,30,1,trigger_event(702); stop,6,"{""0x0060"": 2, ""0x0061"": 1, ""0x00A6"": 3}"
1,702,70,2,30,1,stop,5,"{""0x0041"": 3, ""0x00A5"": 2}"
1,703,70,3,30,1,set_switch(5); trigger_event(501); stop,5,"{""0x0040"": 2, ""0x00A6"": 3}"
1,501,50,1,30,1,trigger_event(502); stop,5,"{""0x0042"": 1, ""0x00A6"": 3, ""0x0061"": 1}"
1,502,50,2,30,1,trigger_event(503); stop,3,"{""0x0040"": 3}"
1,503,50,3,30,1,set_switch(6); stop,4,"{""0x0060"": 4}"
1,601,60,1,1,1,trigger_event(602); stop,6,"{""0x00A6"": 6}"
1,602,60,2,30,1,trigger_event(603); stop,6,"{""0x00A6"": 6}"
1,603,60,3,30,1,"construct_objects(room=60,group_or_wave=1); stop",6,"{""0x0040"": 2, ""0x00A6"": 4}"
1,201,20,1,30,1,"set_switch(85); construct_objects(room=20,group_or_wave=1); stop",4,"{""0x00A6"": 4}"
1,504,50,4,30,1,set_switch(7); stop,4,"{""0x00A5"": 4}"
1,931,93,1,30,1,trigger_event(932); stop,4,"{""0x00A6"": 4}"
1,932,93,2,30,1,set_switch(103); stop,3,"{""0x00A6"": 3}"
1,301,30,1,90,1,trigger_event(302); stop,4,"{""0x0061"": 4}"
1,302,30,2,30,1,trigger_event(303); stop,4,"{""0x0061"": 4}"
1,303,30,3,30,1,set_switch(8); stop,5,"{""0x0041"": 5}"
1,801,80,1,60,1,trigger_event(802); stop,2,"{""0x0040"": 2}"
1,802,80,2,30,1,trigger_event(803); stop,4,"{""0x00A6"": 4}"
1,803,80,3,30,1,"set_switch(9); construct_objects(room=80,group_or_wave=1); trigger_event(611); stop",5,"{""0x00A5"": 1, ""0x00A6"": 4}"
1,611,61,1,1,1,trigger_event(612); stop,4,"{""0x0042"": 4}"
1,612,61,2,30,1,trigger_event(613); stop,6,"{""0x0061"": 2, ""0x00A6"": 4}"
1,613,61,3,30,1,set_switch(10); stop,6,"{""0x0060"": 4, ""0x0041"": 2}"
1,111,11,1,30,1,trigger_event(112); stop,4,"{""0x0040"": 4}"
1,112,11,2,30,1,set_switch(11); stop,6,"{""0x0061"": 2, ""0x00A5"": 1, ""0x00A6"": 3}"
1,704,70,4,90,1,trigger_event(705); stop,3,"{""0x00A5"": 3}"
1,705,70,5,60,1,trigger_event(706); stop,4,"{""0x0041"": 4}"
1,706,70,6,30,1,set_switch(12); stop,5,"{""0x00A6"": 5}"
1,401,40,1,1,1,trigger_event(402); stop,7,"{""0x00A6"": 6, ""0x0061"": 1}"
