source,opcode,target,line
start,set_floor_handler,label0096,44
start,set_floor_handler,label0097,47
start,set_floor_handler,label0098,50
start,set_floor_handler,label00A1,53
start,set_qt_success,label00FA,54
start,thread,label0384,57
label0096,switch_jmp,label00C8,66
label0096,switch_jmp,label00C9,66
label00C8,call,label037F,72
label00C8,call,label0136,101
label00C9,thread_stg,label01A1,107
label00C9,thread_stg,label01A5,108
label00FA,switch_jmp,label00FB,114
label00FA,switch_jmp,label00FC,114
label00FA,switch_jmp,label00FD,114
label00FA,switch_jmp,label00FE,114
label0097,thread_stg,label01A1,159
label0097,thread_stg,label01A5,160
label0097,jmpi_eq,label0001,164
label0098,thread_stg,label01A1,176
label0098,thread_stg,label01A5,177
label0098,thread_stg,label01A7,178
label00A1,thread_stg,label01A0,187
label00A1,thread_stg,label01A3,188
label00A1,thread_stg,label01A5,189
label01A0,jmpi_eq,label00E6,193
label01A0,jmpi_eq,label01A0,198
label01A1,jmpi_eq,label0001,205
label01A1,jmpi_eq,label0001,206
label01A2,jmpi_eq,label01A2,210
label01A2,call,label00CF,211
label01A2,call,label03E8,213
label01A3,jmpi_eq,label0001,219
label01A3,jmpi_eq,label0001,220
label01A4,jmpi_eq,label01A4,224
label01A4,call,label00CF,225
label01A4,call,label00DC,226
label01A4,set_quest_board_handler,label0122,231
label01A4,call,label03E8,235
label01A4,call,label00E6,236
label01A4,call,label00DD,237
label01A5,jmpi_eq,label0001,262
label01A6,jmpi_eq,label01A6,266
label01A6,jmpi_eq,label0001,267
label01A7,jmpi_eq,label01A8,286
label01A7,jmpi_eq,label01A7,291
label0136,jmpi_eq,label0139,304
label0136,jmpi_eq,label0138,305
label0136,jmpi_eq,label0137,306
label0136,call,label00DC,307
label0136,call,label00CF,308
label0136,jmpi_eq,label0064,320
label0064,call,label00DD,340
label0138,call,label00DC,353
label0138,call,label00DD,378
label0140,jmpi_eq,label0141,389
label014A,jmpi_eq,label014B,408
label0154,jmpi_eq,label0155,423
label00D0,jmpi_le,label00D0,465
label037F,jmpi_eq,label0001,478
label037F,set_quest_board_handler,label0383,485
label0382,jmpi_eq,label0380,492
label0380,set_quest_board_handler,label0383,501
label0383,jmpi_eq,label0381,511
label0381,set_quest_board_handler,label0382,520
label0384,jmpi_eq,label0384,542
label0384,jmpi_ne,label0385,543
label0385,jmpi_eq,label0388,548
label0385,jmp,label0389,550
label0389,jmpi_eq,label0386,558
label0389,jmp,label0387,560
label0387,jmp,label0384,566
