label,line,opcode,args
start,24,set_qt_exit,label000A
start,27,set_floor_handler,"... 0x0 /* 0 */, label0064"
start,30,set_floor_handler,"... 0x5 /* 5 */, label00C8"
start,33,set_floor_handler,"... 0x9 /* 9 */, label03E8"
start,34,set_qt_success,label0014
label0109,68,switch_call,"r250, [label02CE, label02DD, label02E7, label02F2]"
label0014,93,switch_call,"r100, [label0212, label0299, label0194, label0022]"
label0FA0,103,switch_call,"r250, [label010B, label01C8, label0298, label002F]"
label010B,109,pl_add_meseta,"... 0x0 /* 0 */, 0xFA0 /* 4000 */"
label01C8,115,pl_add_meseta,"... 0x1 /* 1 */, 0xFA0 /* 4000 */"
label0298,121,pl_add_meseta,"... 0x2 /* 2 */, 0xFA0 /* 4000 */"
label002F,127,pl_add_meseta,"... 0x3 /* 3 */, 0xFA0 /* 4000 */"
label0FA1,137,switch_call,"r250, [label02CF, label02DE, label02E8, label02F3]"
label02CF,143,pl_add_meseta,"... 0x0 /* 0 */, 0x1F40 /* 8000 */"
label02DE,149,pl_add_meseta,"... 0x1 /* 1 */, 0x1F40 /* 8000 */"
label02E8,155,pl_add_meseta,"... 0x2 /* 2 */, 0x1F40 /* 8000 */"
label02F3,161,pl_add_meseta,"... 0x3 /* 3 */, 0x1F40 /* 8000 */"
label0FA2,171,switch_call,"r250, [label0188, label0253, label030D, label00C9]"
label0188,177,pl_add_meseta,"... 0x0 /* 0 */, 0x2EE0 /* 12000 */"
label0253,183,pl_add_meseta,"... 0x1 /* 1 */, 0x2EE0 /* 12000 */"
label030D,189,pl_add_meseta,"... 0x2 /* 2 */, 0x2EE0 /* 12000 */"
label00C9,195,pl_add_meseta,"... 0x3 /* 3 */, 0x2EE0 /* 12000 */"
label0FA3,205,switch_call,"r250, [label00BA, label00CA, label00DA, label00E7]"
label00BA,211,pl_add_meseta,"... 0x0 /* 0 */, 0x3E80 /* 16000 */"
label00CA,217,pl_add_meseta,"... 0x1 /* 1 */, 0x3E80 /* 16000 */"
label00DA,223,pl_add_meseta,"... 0x2 /* 2 */, 0x3E80 /* 16000 */"
