label,line,opcode,args
label003D,27,read_switch_flag_on_floor,r1-r3
label003D,31,set_switch_flag_sync,"... r1, r2"
label003C,37,read_switch_flag_on_floor,r1-r3
label003C,41,clear_switch_flag_sync,"... r1, r2"
label000C,246,set,r254
label0040,250,set,r255
label0017,265,read_switch_flag_on_floor,r60-r62
start,394,set_qt_exit,label0035
start,395,set_qt_cancel,label001E
start,396,set_qt_success,label007D
start,397,set_qt_failure,label0065
start,404,set_floor_handler,"... 0x0 /* 0 */, label006A"
start,407,set_floor_handler,"... 0x3 /* 3 */, label0078"
label046A,468,arg_pushr,r254
label046A,471,switch_jmp,"r0, [label0069, label006B, label0085, label0014]"
label046B,530,arg_pushr,r254
label046B,533,switch_jmp,"r0, [label0046, label0049, label0091, label0093]"
label044C,722,switch_jmp,"r190, [label0019, label0024, label0031]"
label044D,785,switch_jmp,"r189, [label0027, label004D, label0074]"
label0450,853,switch_jmp,"r191, [label0061, label0063, label0066]"
label0015,971,read_switch_flag_on_floor,r60-r62
label0025,1038,read_switch_flag_on_floor,r60-r62
label0036,1089,read_switch_flag_on_floor,r150-r152
label0036,1094,read_switch_flag_on_floor,r150-r152
label07D0,1228,read_switch_flag_on_floor,r150-r152
label007E,1505,read_switch_flag_on_floor,r60-r62
label007E,1509,read_switch_flag_on_floor,r60-r62
label0095,1543,switch_jmp,"r192, [label0096, label008D]"
label0079,1581,read_switch_flag_on_floor,r150-r152
label0079,1583,jmpi_ne,"r254, 0x00000000, label0001"
label0079,1586,read_switch_flag_on_floor,r150-r152
label0023,1594,gettime,r40
label004C,1609,read_switch_flag_on_floor,r150-r152
label004C,1611,jmpi_ne,"r254, 0x00000000, label0001"
label004C,1614,read_switch_flag_on_floor,r150-r152
label004C,1617,gettime,r40
