label,line,instructions
start,24,44
label0001,70,1
label000A,73,1
label000B,76,4
label0096,82,2
label009A,86,32
label0097,120,6
label0098,128,6
label0099,136,6
label00AA,144,6
label00C8,152,4
label0006,159,52
label00C9,213,5
label012D,220,9
label012E,232,7
label0137,241,13
label0138,257,13
label0141,272,13
label0142,288,13
label014B,303,15
label014C,321,9
label0155,332,13
label0156,348,15
label015F,365,23
label0160,391,11
label00FA,404,20
label00FB,426,7
label00FC,435,13
label00FD,450,5
label00CA,457,4
label0042,463,15
label0002,481,5
label00D8,488,5
label0019,495,7
label003D,504,4
label003E,510,4
label003F,516,4
label0040,522,4
label003C,528,6
label0077,536,3
label0079,541,3
label0081,546,3
label000C,551,23
label00DC,576,7
label00DD,585,7
label02BC,594,3
label02BD,599,21
label02BE,622,3
label02BF,627,12
label02C0,641,5
label02C1,648,3
label02C2,653,4
label02C3,659,5
label02EE,666,16
label02EF,684,5
label02F0,691,12
label01F5,705,11
label01F6,719,5
label01F7,726,2
label01F8,730,4
label01F9,736,1
label01FA,739,9
label01FB,750,1
label01FC,753,11
label01FD,766,8
label0320,776,5
label0259,784,4
label0258,790,1
label028B,793,7
label028C,802,7
label028D,811,7
label028E,820,7
label028F,829,8
label0003,839,8
label0004,849,5
label0005,856,3
