label,line,opcode,args
label0035,24,read_switch_flag_on_floor,r1-r3
label0035,28,set_switch_flag_sync,"... r1, r2"
label0034,34,read_switch_flag_on_floor,r1-r3
label0034,38,clear_switch_flag_sync,"... r1, r2"
label000F,179,read_switch_flag_on_floor,r60-r62
start,279,set_floor_handler,"... 0x0 /* 0 */, label008C"
start,282,set_floor_handler,"... 0x8 /* 8 */, label0096"
start,285,set_floor_handler,"... 0x9 /* 9 */, label00A0"
start,288,set_floor_handler,"... 0xA /* 10 */, label00AA"
start,289,set_qt_success,label0064
start,290,set_qt_failure,label0052
label008C,307,switch_jmp,"r0, [label008D, label008E]"
label008D,313,switch_call,"r250, [label0015, label0016, label001A, label001D]"
label0064,410,pl_add_meseta2,... 0x1F40 /* 8000 */
label0052,424,pl_add_meseta2,... 0x1F4 /* 500 */
label0096,428,jmpi_eq,"r254, 0x00000001, label0001"
label0096,429,jmpi_eq,"r253, 0x00000001, label0001"
label00A0,446,jmpi_eq,"r254, 0x00000001, label0001"
label00A0,447,jmpi_eq,"r253, 0x00000001, label0001"
label00AA,463,jmpi_eq,"r254, 0x00000001, label0001"
label00AA,464,jmpi_eq,"r253, 0x00000001, label0001"
label0136,484,jmpi_eq,"r253, 0x00000001, label013E"
label0136,485,jmpi_eq,"r254, 0x00000001, label0138"
label013E,546,pl_add_meseta2,... 0x1F4 /* 500 */
label013C,614,pl_add_meseta2,... 0x3E8 /* 1000 */
label013B,658,pl_add_meseta2,... 0x7D0 /* 2000 */
label0139,683,set,r254
label0139,684,set,r255
label015F,799,set_quest_board_handler,"... 0x0 /* 0 */, label0160, ""<color 4>Military Capsule 1<color 0>"""
label0169,844,read_switch_flag_on_floor,r125-r127
label0169,871,sync_register2,"... r86, 0x1 /* 1 */"
label016A,879,sync_register2,"... r43, 0x1 /* 1 */"
label016A,897,set_quest_board_handler,"... 0x1 /* 1 */, label016B, ""<color 4>Military Capsule 2<color 0>"""
label0036,941,sync_register2,"... r140, r57"
label0036,947,sync_register2,"... r141, r57"
label0036,953,sync_register2,"... r142, r57"
label0053,996,switch_jmp,"r141, [label005F, label0066, label006E]"
label003F,1053,jmpi_eq,"r254, 0x00000001, label0001"
label003F,1054,jmpi_eq,"r253, 0x00000001, label0001"
label003F,1057,gettime,r87
label0008,1067,sync_register2,"... r91, 0x1 /* 1 */"
label0027,1073,switch_call,"r251, [label0055, label0076, label001B, label0041, label0057]"
label0027,1074,switch_jmp,"r252, [label0037, label006C, label0045, label0028]"
label0065,1116,jmpi_eq,"r253, 0x00000001, label0001"
label0065,1117,jmpi_eq,"r254, 0x00000001, label0001"
label0065,1124,show_timer,
label0004,1128,gettime,r89
label0004,1131,winset_time,r90
label001E,1150,sync_register2,"... r44, 0x1 /* 1 */"
label004D,1223,jmpi_eq,"r253, 0x00000001, label0001"
label004D,1241,set,r253
label0FE2,1449,set,r253
label0FE3,1463,sync_register2,"... r84, 0x1 /* 1 */"
label0FE3,1466,switch_call,"r250, [label000D, label0013, label001F, label0029]"
label0174,1531,set_quest_board_handler,"... 0x2 /* 2 */, label0175, ""<color 4>Military Capsule 3<color 0>"""
label007A,1597,switch_call,"r250, [label0025, label002A, label002D, label0031]"
label0003,1623,switch_call,"r250, [label0071, label0074, label0077, label007B]"
