label,line,instructions
start,18,44
label0001,65,1
label000A,68,1
label0014,71,4
label0006,77,9
label0003,88,9
label0026,99,9
label0010,110,9
label001E,121,1
label0064,124,3
label0024,129,50
label0065,181,9
label0066,192,9
label0096,203,3
label000B,208,3
label012C,213,3
label0190,218,5
label0011,225,1
label0005,228,5
label0038,235,2
label003C,239,11
label0033,252,11
label0021,265,4
label0008,271,8
label0016,281,4
label000C,287,9
label0031,298,11
label0035,311,9
label0029,322,8
label0019,332,1
label002A,335,13
label0578,350,4
label0579,356,7
label057A,365,9
label057B,376,29
label057C,407,13
label05DC,422,4
label0034,428,3
label05DD,433,7
label05DE,442,9
label05DF,453,5
label05E0,460,11
label05E1,473,7
label0640,482,1
label0641,486,11
label0642,499,9
label06A4,510,4
label001C,517,7
label06A5,526,36
label06A6,564,7
label06A7,573,31
label06A8,606,21
label06A9,629,9
label06AA,640,7
label06AB,649,13
label06AC,664,9
label0708,675,1
label0709,678,7
label070A,687,9
label07D0,698,6
label002B,706,12
label002E,720,3
label000E,725,2
label0036,729,4
label0009,735,13
label0004,750,7
label070B,759,7
label003F,768,1
label0012,771,6
label000F,779,11
label001F,792,3
label0013,797,3
label001A,802,4
label002C,808,5
label0023,815,3
label002F,820,3
label0028,825,8
label0039,835,8
label000D,845,7
label002D,854,7
label0022,863,3
label0025,868,10
label0020,880,6
label0007,888,13
label0027,903,6
label0030,911,7
label0032,920,7
label003D,929,4
label0015,935,3
label0017,940,3
label0018,945,3
label001B,950,3
label0002,955,3
label0037,960,4
label003A,966,4
label003B,972,4
label003E,978,4
label001D,984,2
