label,line,opcode,args
label003B,29,read_switch_flag_on_floor,r1-r3
label003B,33,set_switch_flag_sync,"... r1, r2"
label003A,39,read_switch_flag_on_floor,r1-r3
label003A,43,clear_switch_flag_sync,"... r1, r2"
label0013,183,read_switch_flag_on_floor,r60-r62
start,281,set_qt_exit,label0032
start,282,set_qt_cancel,label0017
start,283,set_qt_success,label0060
start,284,set_qt_failure,label0051
start,291,set_floor_handler,"... 0x0 /* 0 */, label008C"
start,294,set_floor_handler,"... 0x5 /* 5 */, label0096"
label0060,306,switch_jmp,"r252, [label000C, label0003, label004B, label001F]"
label000C,315,pl_add_meseta2,... 0x1194 /* 4500 */
label0003,325,pl_add_meseta2,... 0x2328 /* 9000 */
label004B,335,pl_add_meseta2,... 0x34BC /* 13500 */
label001F,345,pl_add_meseta2,... 0x4650 /* 18000 */
label008C,361,switch_jmp,"r109, [label008D, label008E]"
label008D,366,switch_call,"r250, [label001A, label001B, label0020, label0023]"
label008E,412,jmpi_eq,"r253, 0x00000001, label008F"
label0093,451,jmpi_eq,"r253, 0x00000000, label0001"
label0096,468,sync_register2,"... r86, 0x1 /* 1 */"
label0136,476,jmpi_eq,"r255, 0x00000001, label0065"
label0136,477,jmpi_eq,"r254, 0x00000001, label0138"
label000F,566,item_create2,"r60-r71, r72"
label000F,583,set,r255
label0033,605,item_create2,"r60-r71, r72"
label0033,622,set,r255
label0028,644,item_create2,"r60-r71, r72"
label0028,661,set,r255
label000D,691,item_create2,"r60-r71, r72"
label0007,719,item_create2,"r60-r71, r72"
label005F,739,set,r255
label0041,882,jmpi_eq,"r254, 0x00000001, label0001"
label0041,883,jmpi_eq,"r253, 0x00000001, label0001"
label0041,886,gettime,r87
label0008,896,sync_register2,"... r91, 0x1 /* 1 */"
label002E,901,switch_call,"r251, [label0053, label0072, label0021, label0043, label0056]"
label002E,902,switch_jmp,"r252, [label003C, label0068, label0046, label002F]"
label0061,944,jmpi_eq,"r253, 0x00000001, label0001"
label0061,945,jmpi_eq,"r254, 0x00000001, label0001"
label0061,952,show_timer,
label0004,956,gettime,r89
label0004,959,winset_time,r90
label0024,975,sync_register2,"... r44, 0x1 /* 1 */"
label004D,1048,jmpi_eq,"r253, 0x00000001, label0001"
label004D,1057,set,r253
label0054,1066,hide_timer,
label0074,1075,jmpi_eq,"r254, 0x00000001, label0001"
label0074,1076,jmpi_eq,"r253, 0x00000001, label0001"
label0009,1094,jmpi_eq,"r254, 0x00000001, label0001"
label0009,1095,jmpi_eq,"r253, 0x00000001, label0001"
label0011,1113,jmpi_eq,"r254, 0x00000001, label0001"
label0011,1114,jmpi_eq,"r253, 0x00000001, label0001"
label0018,1132,jmpi_eq,"r254, 0x00000001, label0001"
label0018,1133,jmpi_eq,"r253, 0x00000001, label0001"
label0025,1151,jmpi_eq,"r254, 0x00000001, label0001"
label0025,1152,jmpi_eq,"r253, 0x00000001, label0001"
label006B,1169,jmpi_eq,"r254, 0x00000001, label0001"
label006B,1170,jmpi_eq,"r253, 0x00000001, label0001"
label006B,1179,sync_register2,"... r43, 0x1 /* 1 */"
label006B,1184,set,r254
label0075,1209,switch_call,"r250, [label002C, label0030, label0034, label0037]"
label0002,1234,switch_call,"r250, [label006E, label0070, label0073, label0076]"
