label,line,instructions
start,16,42
label0001,60,3
label0096,65,1
label00C8,68,34
label00C9,104,7
label00FA,113,1
label00FB,116,8
label00FC,126,8
label00FD,136,8
label00FE,146,10
label0097,158,11
label0098,171,8
label00A1,181,5
label01A0,188,10
label01A1,200,2
label01A2,204,8
label01A3,214,2
label01A4,218,16
label03E8,236,8
label00E6,246,3
label0122,251,4
label01A5,257,1
label01A6,260,19
label01A7,281,9
label01A8,292,4
label0136,298,31
label0064,332,5
label0137,339,7
label0138,348,27
label0139,377,5
label0140,384,10
label0141,396,5
label014A,403,6
label014B,411,5
label0154,418,8
label0155,428,7
label00DC,437,7
label00DD,446,7
label00CF,455,1
label00D0,458,10
label037F,470,14
label0382,486,3
label0380,491,12
label0383,505,3
label0381,510,24
label0384,536,4
label0385,542,4
label0388,548,1
label0389,551,5
label0386,558,1
label0387,561,5
