label,line,instructions
label0020,21,5
label002C,28,5
label004F,35,1
label002A,38,5
label0006,45,1
label003E,48,1
label0023,51,4
label001C,57,1
label0031,60,9
label0059,71,1
label0053,74,5
label0050,81,1
label003D,84,1
label001D,87,5
label003A,94,20
label0032,116,9
label005D,127,2
label0017,131,3
label0029,136,3
label001F,141,6
label002E,149,2
label004A,153,4
label005E,159,4
label0040,165,6
label000F,173,2
label0010,177,8
label0027,187,1
label0012,190,9
label0011,201,1
label0051,204,4
label0066,210,9
label0028,221,5
label0013,228,1
label0063,231,6
label0052,239,12
label0035,253,13
label0003,268,3
label003C,273,4
start,279,19
label0014,300,0
label0024,301,1
label0055,304,6
label0062,312,6
label0038,320,6
label005A,328,6
label0044,336,6
label0046,344,1
label0001,347,1
label004D,350,36
label005F,388,3
label0041,393,14
label002B,409,9
label03E9,420,14
label03EA,436,13
label03F3,451,4
label03F4,457,3
label0385,462,1
label0386,465,4
label0136,471,36
label000C,510,7
label0019,519,10
label0065,531,6
label000D,539,38
label0025,579,38
label001E,619,38
label003F,659,12
label0008,673,26
label0004,701,18
label0054,721,15
label005B,738,10
label000A,750,8
label001A,760,7
label0056,769,9
label0021,780,3
label0033,785,2
label0015,789,2
label005C,793,11
label004E,806,14
label004B,822,9
label0064,833,2
label004C,837,7
label003B,846,7
label000E,855,2
label0036,859,7
label001B,868,7
label0060,877,2
label002F,881,7
label0018,890,7
label0058,899,2
label0047,903,7
label0039,912,7
label000B,921,2
label0061,925,7
label0048,934,7
label0026,943,2
label0043,947,7
label0034,956,7
label0007,965,2
label002D,969,7
label0016,978,7
label0057,987,2
label0042,991,7
label0030,1000,7
label0005,1009,2
label0045,1013,7
label0037,1022,7
label0009,1031,2
label0049,1035,7
label0022,1044,10
label046E,1056,11
label046F,1070,9
label0470,1082,11
label0471,1096,11
label0472,1110,11
label0473,1124,11
label0474,1138,13
label0475,1154,11
label0476,1168,13
label0067,1184,5
label03E8,1191,7
label0002,1200,8
