source,opcode,target,line
start,set_qt_exit,label006F,31
start,set_qt_cancel,label006F,32
start,set_floor_handler,label0096,35
start,set_floor_handler,label0099,38
start,set_floor_handler,label009A,41
start,set_qt_success,label00FA,42
label006F,jmpi_eq,label0001,52
label0096,thread_stg,label00D1,57
label0096,jmpi_eq,label00FB,58
label0096,jmpi_eq,label0001,59
label0096,call,label0136,67
label0099,thread_stg,label00D1,100
label0099,jmpi_eq,label0001,121
label011D,jmpi_eq,label0122,147
label009A,thread_stg,label00D1,158
label009A,jmp,label00D6,177
label00D6,jmpi_eq,label00D7,181
label00D6,jmp,label00D7,200
label00D7,jmpi_eq,label00D8,204
label00D7,jmp,label00D8,223
label00D8,jmpi_eq,label0001,227
label011E,jmpi_eq,label0001,257
label011F,jmpi_eq,label0001,269
label0136,jmpi_eq,label0139,278
label0136,jmpi_eq,label0138,279
label0136,jmpi_eq,label0137,280
label0136,call,label00E8,281
label0136,thread_stg,label00D1,304
label0136,call,label00E9,311
label0136,set_quest_board_handler,label0128,315
label0140,jmpi_eq,label0141,356
label014A,jmpi_eq,label014B,376
label0154,call,label00E2,395
label0154,jmpi_eq,label015A,396
label0154,jmpi_eq,label0159,397
label0154,call,label00E3,409
label0159,call,label00E3,421
label015A,call,label00E3,431
label015E,call,label00E4,435
label015E,jmp,label0160,440
label0160,switch_jmp,label0161,446
label0160,switch_jmp,label0162,446
label0160,switch_jmp,label0163,446
label0161,call,label00E5,453
label0162,call,label00E5,462
label0162,thread_stg,label0104,472
label0162,thread_stg,label00C8,473
label0163,call,label00E5,483
label017C,call,label00E4,487
label017C,jmp,label017E,492
label017E,switch_jmp,label017F,498
label017E,switch_jmp,label0180,498
label017E,switch_jmp,label0181,498
label017F,call,label00E5,505
label0180,call,label00E5,514
label0180,thread_stg,label0105,526
label0180,thread_stg,label00C9,527
label0181,call,label00E5,537
label0186,call,label00E6,541
label0186,jmp,label0188,546
label0188,switch_jmp,label0189,552
label0188,switch_jmp,label018A,552
label0188,switch_jmp,label018B,552
label0189,call,label00E7,559
label018A,call,label00E7,568
label018A,thread_stg,label0106,580
label018A,thread_stg,label00CA,581
label018B,call,label00E7,591
label0168,jmpi_eq,label0001,595
label0168,call,label00CF,602
label0168,jmp,label016A,606
label016A,switch_jmp,label016B,612
label016A,switch_jmp,label016C,612
label016A,switch_jmp,label016D,612
label016B,call,label00EB,625
label016C,call,label00EB,637
label016D,call,label0118,662
label016D,jmp,label0172,663
label0172,jmpi_eq,label0173,667
label0172,call,label0119,679
label0172,call,label00EB,680
label0173,call,label0119,707
label0173,call,label00EB,708
label0190,jmpi_eq,label019D,715
label0190,jmp_on,label019C,716
label0190,jmpi_eq,label0199,717
label0190,jmpi_eq,label0199,718
label0190,jmp,label0191,729
label0191,switch_jmp,label0192,735
label0191,switch_jmp,label0193,735
label0192,jmp,label0194,743
label0194,jmp,label0195,762
label0195,switch_jmp,label0196,768
label0195,switch_jmp,label019A,768
label0196,jmp,label0197,793
label0197,jmp,label0198,802
label01A4,jmpi_eq,label01A7,850
label01A4,jmp_on,label01A5,851
label01A5,jmp,label01A6,885
label01A6,jmpi_eq,label01A8,901
label00E2,call,label00CF,940
label00E4,call,label00CF,967
label00E6,call,label00CF,994
label00F1,call,label00CF,1015
label00EA,call,label00CF,1028
label00E8,call,label00CF,1050
label00D0,jmpi_le,label00D0,1069
label0118,call,label00CF,1083
label0118,call,label00CF,1097
label0118,call,label00CF,1098
label0119,call,label00CF,1107
label00C8,jmpi_eq,label00C8,1116
label00C8,call,label00F1,1119
label00C8,call,label00E7,1125
label00C9,jmpi_eq,label00C9,1133
label00C9,call,label00F1,1136
label00C9,call,label00E7,1142
label00CA,jmpi_eq,label00CA,1150
label00CA,call,label00F1,1153
label00CA,call,label00E7,1159
label0104,jmpi_eq,label0001,1167
label0104,jmpi_eq,label0104,1168
label0105,jmpi_eq,label0001,1183
label0105,jmpi_eq,label0105,1184
label0106,jmpi_eq,label0001,1201
label0106,jmpi_eq,label0106,1202
label00D1,jmpi_eq,label0001,1221
label00D1,jmpi_eq,label0001,1222
label00D1,jmpi_eq,label0001,1223
label00D1,jmpi_gt,label00D2,1224
label00D2,jmpi_eq,label00D4,1234
label00D2,jmpi_gt,label00D2,1235
label00D2,thread_stg,label00D3,1239
label00D3,call,label00CF,1246
