label,line,instructions
start,16,42
label0001,60,1
label0004,63,22
label0009,87,5
label0096,94,6
label012C,102,3
label012D,107,2
label0131,111,4
label0132,117,1
label0133,120,6
label00B5,128,6
label00B6,136,9
label00B7,147,9
label00B8,158,9
label00B9,169,9
label00B4,180,9
label0066,191,10
label0003,203,4
label0006,209,4
label0008,215,4
label0067,221,10
label0002,233,4
label0005,239,4
label0007,245,4
label0068,251,16
label0069,269,1
label006A,272,4
label006B,278,4
label006C,284,4
label00C8,290,3
label0105,295,3
label0106,300,3
label00FB,305,4
label012E,311,5
label012F,318,11
label0130,331,6
label0136,339,5
label0097,346,15
label0098,363,12
label00D2,377,8
label00D3,387,6
label00DC,395,6
label00E6,403,22
label0063,427,8
label0137,437,3
label0190,442,4
label0191,448,7
