quest_key,episode,floor,index,type,kind,room,wave,position,angles,params,handler_label,handler_status
challenge-ep2/d88201-bb-e,Episode2,0,5,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
challenge-ep2/d88201-bb-j,Episode2,0,5,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
challenge-ep2/d88202-bb-e,Episode2,0,5,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
challenge-ep2/d88202-bb-j,Episode2,0,5,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
challenge-ep2/d88203-bb-e,Episode2,0,5,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
challenge-ep2/d88203-bb-j,Episode2,0,5,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
challenge-ep2/d88204-bb-e,Episode2,0,5,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
challenge-ep2/d88204-bb-j,Episode2,0,5,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
challenge-ep2/d88205-bb-e,Episode2,0,5,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
challenge-ep2/d88205-bb-j,Episode2,0,5,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q83-bb-e,Episode2,0,4,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 108.0, 348.0, 0, 0]",label015C,static candidate resolved; inspect caller and type-specific rules
events-ep2/q83-bb-j,Episode2,0,4,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 108.0, 348.0, 0, 0]",label015C,static candidate resolved; inspect caller and type-specific rules
events-ep2/q92-bb-e,Episode2,0,10,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q92-bb-j,Episode2,0,10,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q216-bb-e,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 113.0, 113.0, 0, 0]",label0071,static candidate resolved; inspect caller and type-specific rules
events-ep2/q239-bb-e,Episode2,0,14,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q239-bb-j,Episode2,0,14,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q243-bb-e,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
events-ep2/q272-bb-e,Episode2,0,7,240,npc,30,0,"[-35.0, -1.1920928955078125e-07, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q96-bb-e,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 121.0, 1142.0, 0, 0]",label0476,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q96-bb-j,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 121.0, 1142.0, 0, 0]",label0476,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q97-bb-e,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 121.0, 1142.0, 0, 0]",label0476,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q97-bb-j,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 121.0, 1142.0, 0, 0]",label0476,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q98-bb-e,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 121.0, 1142.0, 0, 0]",label0476,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q98-bb-j,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 121.0, 1142.0, 0, 0]",label0476,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q99-bb-e,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 121.0, 1142.0, 0, 0]",label0476,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q99-bb-j,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 121.0, 1142.0, 0, 0]",label0476,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q100-bb-e,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 121.0, 1142.0, 0, 0]",label0476,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q100-bb-j,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 121.0, 1142.0, 0, 0]",label0476,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q131-bb-e,Episode2,0,9,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q131-bb-j,Episode2,0,9,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q132-bb-e,Episode2,0,9,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q132-bb-j,Episode2,0,9,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q165-bb-e,Episode2,0,17,240,npc,20,5,"[184.70626831054688, -30.66232681274414, -139.6160888671875]","[0, 10289, 0]","[0.0, 0.0, 0.0, 153.0, 83.0, 0, 0]",label0053,static candidate resolved; inspect caller and type-specific rules
extermination-ep2/q233-bb-e,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q233-bb-j,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q234-bb-e,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
extermination-ep2/q234-bb-j,Episode2,0,11,240,npc,30,0,"[-35.0, 0.0, 85.0]","[0, 49152, 0]","[0.0, 0.0, 0.0, 1060.0, 700.0, 0, 0]",,free-play script target; quest linkage not inferred
