quest_key,episode,floor,index,type,kind,room,wave,position,angles,params,handler_label,handler_status
events-ep1/q28-bb-e,Episode1,0,3,10,npc,20,0,"[145.0028839111328, 0.0, -49.99967956542969]","[0, 57344, 0]","[25.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q28-bb-j,Episode1,0,3,10,npc,20,0,"[145.0028839111328, 0.0, -49.99967956542969]","[0, 57344, 0]","[25.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q71-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q71-bb-j,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q073-bb-e,Episode1,0,3,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q073-bb-j,Episode1,0,3,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q80-bb-e,Episode1,0,5,10,npc,20,0,"[-66.94001007080078, 0.0, -12.060500144958496]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q80-bb-j,Episode1,0,5,10,npc,20,0,"[-66.94001007080078, 0.0, -12.060500144958496]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q93-bb-e,Episode1,0,6,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q93-bb-j,Episode1,0,6,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q112-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q112-bb-j,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q113-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q113-bb-j,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q220-bb-e,Episode1,0,2,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q220-bb-j,Episode1,0,2,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q399-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q1001-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q1001-bb-j,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
events-ep1/q1003-bb-e,Episode1,0,3,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q53-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q53-bb-j,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q62-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q62-bb-j,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q63-bb-e,Episode1,0,3,10,npc,10,0,"[47.770538330078125, 0.0, 3.397491455078125]","[0, 45056, 0]","[17.000009536743164, 0.0, 0.0, 103.00004577636719, 330.0001220703125, 1, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q63-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q63-bb-j,Episode1,0,3,10,npc,10,0,"[47.770538330078125, 0.0, 3.397491455078125]","[0, 45056, 0]","[17.000009536743164, 0.0, 0.0, 103.00004577636719, 330.0001220703125, 1, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q63-bb-j,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q101-bb-e,Episode1,0,3,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q101-bb-j,Episode1,0,3,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q102-bb-e,Episode1,0,3,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q102-bb-j,Episode1,0,3,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q103-bb-e,Episode1,0,3,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q103-bb-j,Episode1,0,3,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q104-bb-e,Episode1,0,3,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q104-bb-j,Episode1,0,3,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q108-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q108-bb-j,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q109-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q109-bb-j,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q110-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q110-bb-j,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q111-bb-e,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
extermination-ep1/q111-bb-j,Episode1,0,5,10,npc,20,0,"[156.0028839111328, 0.0, -49.99967575073242]","[0, 57344, 0]","[30.000009536743164, 0.0, 0.0, 1015.0010986328125, 90.00004577636719, 1, 0]",,free-play script target; quest linkage not inferred
