quest_key,episode,floor,index,type,kind,room,wave,position,angles,params,handler_label,handler_status
events-ep1/q71-bb-e,Episode1,0,1,49,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 30720, 0]","[0.0, 0.0, 0.0, 100.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
events-ep1/q71-bb-j,Episode1,0,1,49,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 30720, 0]","[0.0, 0.0, 0.0, 100.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
events-ep1/q93-bb-e,Episode1,0,2,49,npc,10,0,"[51.995330810546875, 0.0, 5.00103759765625]","[0, 36864, 0]","[20.000009536743164, 0.0, 0.0, 101.0, 320.0001525878906, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
events-ep1/q93-bb-j,Episode1,0,2,49,npc,10,0,"[51.995330810546875, 0.0, 5.00103759765625]","[0, 36864, 0]","[20.000009536743164, 0.0, 0.0, 101.0, 320.0001525878906, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
events-ep1/q112-bb-e,Episode1,0,1,49,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 30720, 0]","[0.0, 0.0, 0.0, 100.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
events-ep1/q112-bb-j,Episode1,0,1,49,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 30720, 0]","[0.0, 0.0, 0.0, 100.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
events-ep1/q113-bb-e,Episode1,0,12,49,npc,20,0,"[94.06627655029297, 0.0, -1.5039730072021484]","[0, 16384, 0]","[20.000009536743164, 0.0, 0.0, 103.00004577636719, 340.0001220703125, 1, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
events-ep1/q113-bb-j,Episode1,0,12,49,npc,20,0,"[94.06627655029297, 0.0, -1.5039730072021484]","[0, 16384, 0]","[20.000009536743164, 0.0, 0.0, 103.00004577636719, 340.0001220703125, 1, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
events-ep1/q1001-bb-e,Episode1,0,12,49,npc,20,0,"[94.06627655029297, 0.0, -1.5039730072021484]","[0, 16384, 0]","[20.000009536743164, 0.0, 0.0, 103.00004577636719, 340.0001220703125, 1, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
events-ep1/q1001-bb-j,Episode1,0,12,49,npc,20,0,"[94.06627655029297, 0.0, -1.5039730072021484]","[0, 16384, 0]","[20.000009536743164, 0.0, 0.0, 103.00004577636719, 340.0001220703125, 1, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
events-ep2/q83-bb-e,Episode2,0,16,49,npc,10,0,"[-10.0, -30.0, -410.0]","[0, 16384, 0]","[0.0, 0.0, 0.0, 110.0, 340.0, 0, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
events-ep2/q83-bb-j,Episode2,0,16,49,npc,10,0,"[-10.0, -30.0, -410.0]","[0, 16384, 0]","[0.0, 0.0, 0.0, 110.0, 340.0, 0, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
events-ep2/q272-bb-e,Episode2,0,18,49,npc,70,0,"[10.0, 0.0, 10.0]","[0, 16384, 0]","[0.0, 0.0, 0.0, 160.0, 160.0, 0, 0]",label00A0,static candidate resolved; inspect caller and type-specific rules
events-ep2/q272-bb-e,Episode2,0,20,49,npc,70,0,"[-10.0, 0.0, -10.0]","[0, 16384, 0]","[0.0, 0.0, 0.0, 161.0, 161.0, 0, 0]",label00A1,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q53-bb-e,Episode1,0,12,49,npc,20,0,"[94.06627655029297, 0.0, -1.5039730072021484]","[0, 16384, 0]","[20.000009536743164, 0.0, 0.0, 103.00004577636719, 340.0001220703125, 1, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q53-bb-j,Episode1,0,12,49,npc,20,0,"[94.06627655029297, 0.0, -1.5039730072021484]","[0, 16384, 0]","[20.000009536743164, 0.0, 0.0, 103.00004577636719, 340.0001220703125, 1, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q62-bb-e,Episode1,0,1,49,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 30720, 0]","[0.0, 0.0, 0.0, 100.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q62-bb-j,Episode1,0,1,49,npc,10,0,"[-2.9971923828125, 0.0, 63.999267578125]","[0, 30720, 0]","[0.0, 0.0, 0.0, 100.00004577636719, 310.0001220703125, 0, 0]",label0136,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q101-bb-e,Episode1,0,11,49,npc,20,0,"[112.33999633789062, 0.0, 70.30999755859375]","[0, 24576, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q101-bb-j,Episode1,0,11,49,npc,20,0,"[112.33999633789062, 0.0, 70.30999755859375]","[0, 24576, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q104-bb-e,Episode1,0,11,49,npc,20,0,"[112.34475708007812, 0.0, 70.30603790283203]","[0, 24576, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q104-bb-j,Episode1,0,11,49,npc,20,0,"[112.34475708007812, 0.0, 70.30603790283203]","[0, 24576, 0]","[0.0, 0.0, 0.0, 102.00004577636719, 330.0001220703125, 0, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q108-bb-e,Episode1,0,12,49,npc,20,0,"[94.06627655029297, 0.0, -1.5039730072021484]","[0, 16384, 0]","[20.000009536743164, 0.0, 0.0, 103.00004577636719, 340.0001220703125, 1, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q108-bb-j,Episode1,0,12,49,npc,20,0,"[94.06627655029297, 0.0, -1.5039730072021484]","[0, 16384, 0]","[20.000009536743164, 0.0, 0.0, 103.00004577636719, 340.0001220703125, 1, 0]",label0154,static candidate resolved; inspect caller and type-specific rules
