quest_key,episode,floor,index,type,kind,room,wave,position,angles,params,handler_label,handler_status
events-ep1/q66-bb-e,Episode1,0,6,43,npc,0,0,"[-225.0, 0.0, -125.0]","[0, 0, 0]","[30.000011444091797, 0.0, 0.0, 252.0, 252.0, 0, 0]",label00FC,static candidate resolved; inspect caller and type-specific rules
events-ep1/q66-bb-j,Episode1,0,6,43,npc,0,0,"[-225.0, 0.0, -125.0]","[0, 0, 0]","[30.000011444091797, 0.0, 0.0, 252.0, 252.0, 0, 0]",label00FC,static candidate resolved; inspect caller and type-specific rules
events-ep1/q71-bb-e,Episode1,0,2,43,npc,10,0,"[-51.44975280761719, 0.0, -43.090179443359375]","[0, 8192, 0]","[20.000009536743164, 0.0, 0.0, 104.00004577636719, 320.0001220703125, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
events-ep1/q71-bb-j,Episode1,0,2,43,npc,10,0,"[-51.44975280761719, 0.0, -43.090179443359375]","[0, 8192, 0]","[20.000009536743164, 0.0, 0.0, 104.00004577636719, 320.0001220703125, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
events-ep1/q112-bb-e,Episode1,0,2,43,npc,10,0,"[-51.44975280761719, 0.0, -43.090179443359375]","[0, 8192, 0]","[20.000009536743164, 0.0, 0.0, 104.00004577636719, 320.0001220703125, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
events-ep1/q112-bb-j,Episode1,0,2,43,npc,10,0,"[-51.44975280761719, 0.0, -43.090179443359375]","[0, 8192, 0]","[20.000009536743164, 0.0, 0.0, 104.00004577636719, 320.0001220703125, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
events-ep1/q113-bb-e,Episode1,0,4,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 4096, 0]","[24.000009536743164, 0.0, 0.0, 109.0, 345.0001220703125, 1, 0]",label0159,static candidate resolved; inspect caller and type-specific rules
events-ep1/q113-bb-j,Episode1,0,4,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 4096, 0]","[24.000009536743164, 0.0, 0.0, 109.0, 345.0001220703125, 1, 0]",label0159,static candidate resolved; inspect caller and type-specific rules
events-ep1/q1001-bb-e,Episode1,0,4,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 4096, 0]","[24.000009536743164, 0.0, 0.0, 109.0, 345.0001220703125, 1, 0]",label0159,static candidate resolved; inspect caller and type-specific rules
events-ep1/q1001-bb-j,Episode1,0,4,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 4096, 0]","[24.000009536743164, 0.0, 0.0, 109.0, 345.0001220703125, 1, 0]",label0159,static candidate resolved; inspect caller and type-specific rules
events-ep1/q1003-bb-e,Episode1,0,2,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 8192, 0]","[24.000009536743164, 0.0, 0.0, 102.0, 330.0001220703125, 1, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q53-bb-e,Episode1,0,4,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 4096, 0]","[24.000009536743164, 0.0, 0.0, 109.0, 345.0001220703125, 1, 0]",label0159,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q53-bb-j,Episode1,0,4,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 4096, 0]","[24.000009536743164, 0.0, 0.0, 109.0, 345.0001220703125, 1, 0]",label0159,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q62-bb-e,Episode1,0,2,43,npc,10,0,"[-51.44975280761719, 0.0, -43.090179443359375]","[0, 8192, 0]","[20.000009536743164, 0.0, 0.0, 104.00004577636719, 320.0001220703125, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q62-bb-j,Episode1,0,2,43,npc,10,0,"[-51.44975280761719, 0.0, -43.090179443359375]","[0, 8192, 0]","[20.000009536743164, 0.0, 0.0, 104.00004577636719, 320.0001220703125, 1, 0]",label0140,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q102-bb-e,Episode1,0,2,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 8192, 0]","[24.000009536743164, 0.0, 0.0, 102.0, 330.0001220703125, 1, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q102-bb-j,Episode1,0,2,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 8192, 0]","[24.000009536743164, 0.0, 0.0, 102.0, 330.0001220703125, 1, 0]",label014A,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q108-bb-e,Episode1,0,4,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 4096, 0]","[24.000009536743164, 0.0, 0.0, 109.0, 345.0001220703125, 1, 0]",label0159,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q108-bb-j,Episode1,0,4,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 4096, 0]","[24.000009536743164, 0.0, 0.0, 109.0, 345.0001220703125, 1, 0]",label0159,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q109-bb-e,Episode1,0,4,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 4096, 0]","[24.000009536743164, 0.0, 0.0, 109.0, 345.0001220703125, 1, 0]",label0159,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q109-bb-j,Episode1,0,4,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 4096, 0]","[24.000009536743164, 0.0, 0.0, 109.0, 345.0001220703125, 1, 0]",label0159,static candidate resolved; inspect caller and type-specific rules
extermination-ep1/q110-bb-e,Episode1,0,4,43,npc,20,0,"[167.99769592285156, 0.0, 83.99686431884766]","[0, 4096, 0]","[24.000009536743164, 0.0, 0.0, 109.0, 345.0001220703125, 1, 0]",label0159,static candidate resolved; inspect caller and type-specific rules
