label,line,opcode,args
start,31,set_qt_success,label015E
start,35,switch_jmp,"r252, [label0005, label0005, label0005, label0005]"
label0005,41,set_floor_handler,"... 0x0 /* 0 */, label0096"
label0005,44,set_floor_handler,"... 0x2 /* 2 */, label0098"
label0005,47,set_floor_handler,"... 0x5 /* 5 */, label009B"
label0005,50,set_floor_handler,"... 0x6 /* 6 */, label009C"
label0005,53,set_floor_handler,"... 0x7 /* 7 */, label009D"
label000A,64,set_floor_handler,"... 0x0 /* 0 */, label0096"
label000A,67,set_floor_handler,"... 0x2 /* 2 */, label0098"
label000A,70,set_floor_handler,"... 0x5 /* 5 */, label009E"
label000A,73,set_floor_handler,"... 0x6 /* 6 */, label009C"
label000A,76,set_floor_handler,"... 0x7 /* 7 */, label009F"
label0096,92,switch_jmp,"r0, [label00C8, label00C9]"
label00C9,131,clear_quest_board_handler,... 0x1 /* 1 */
label00C9,143,jmpi_eq,"r255, 0x00000001, label0001"
label00C9,144,jmpi_eq,"r254, 0x00000001, label00CA"
label00C9,145,jmpi_eq,"r253, 0x00000001, label00C7"
label00CA,149,switch_call,"r250, [label00CB, label00CC, label00CD, label00CE]"
label012C,233,switch_jmp,"r100, [label012E, label012D]"
label012D,281,sync_register2,"... r0, 0x1 /* 1 */"
label012E,302,sync_register2,"... r0, 0x1 /* 1 */"
label0131,320,jmpi_eq,"r255, 0x00000001, label0132"
label0131,335,set,r255
label0133,365,set,r255
label0134,403,set,r253
label014A,475,switch_jmp,"r100, [label014C, label014B]"
label014C,552,switch_jmp,"r100, [label03B6, label03C0]"
label03B6,559,item_delete_by_type,"r60-r62, r63-r74"
label03B8,576,item_delete_by_type,"r60-r62, r63-r74"
label03B9,586,item_create,"r60-r62, r63"
label03BA,600,item_delete_by_type,"r60-r62, r63-r74"
label03BB,610,item_create,"r60-r62, r63"
label03BB,615,item_create,"r60-r62, r63"
label03BC,638,item_create2,"r160-r171, r172"
label03C0,666,item_delete_by_type,"r60-r62, r63-r74"
label03C2,683,item_delete_by_type,"r60-r62, r63-r74"
label03C3,693,item_create,"r60-r62, r63"
label03C4,707,item_delete_by_type,"r60-r62, r63-r74"
label03C5,717,item_create,"r60-r62, r63"
label03C5,722,item_create,"r60-r62, r63"
label03C6,745,item_create2,"r160-r171, r172"
label03CA,775,item_delete_by_type,"r60-r62, r63-r74"
label03CC,792,item_delete_by_type,"r60-r62, r63-r74"
label03CD,802,item_create,"r60-r62, r63"
label03CE,816,item_delete_by_type,"r60-r62, r63-r74"
label03CF,826,item_create,"r60-r62, r63"
label03CF,831,item_create,"r60-r62, r63"
label03D0,864,item_create2,"r160-r171, r172"
label03D6,890,item_create2,"r160-r171, r172"
label03D7,916,item_create2,"r160-r171, r172"
label03D8,942,item_create2,"r160-r171, r172"
label015F,971,pl_add_meseta2,... 0x0 /* 0 */
label0160,978,pl_add_meseta2,... 0x0 /* 0 */
label0161,985,pl_add_meseta2,... 0x0 /* 0 */
label0162,992,pl_add_meseta2,... 0x0 /* 0 */
label0164,1010,switch_jmp,"r100, [label0166, label0168]"
label0166,1027,switch_jmp,"r100, [label0165, label0167]"
label0168,1043,switch_jmp,"r100, [label0165, label0169]"
label0098,1126,jmpi_eq,"r253, 0x00000001, label0329"
label0098,1127,switch_jmp,"r252, [label000F, label000F, label000F, label000F]"
label009B,1279,jmpi_eq,"r253, 0x00000001, label0329"
label009E,1455,jmpi_eq,"r253, 0x00000001, label0329"
label02BC,1469,switch_jmp,"r252, [label02BD, label02BE, label02BF, label02C0]"
label07D4,1594,sync_register2,"... r119, 0x1 /* 1 */"
label0192,1616,switch_on,... 0x64 /* 100 */
label009D,1630,jmpi_eq,"r253, 0x00000001, label0329"
label009F,1704,jmpi_eq,"r253, 0x00000001, label0329"
label02DC,1835,sync_register2,"... r95, 0x1 /* 1 */"
label02DC,1839,sync_register2,"... r125, 0x1 /* 1 */"
label02DC,1847,switch_jmp,"r100, [label02DF, label02E0]"
label02DF,1860,sync_register2,"... r96, 0x1 /* 1 */"
label02DF,1863,sync_register2,"... r95, 0x0 /* 0 */"
label02E0,1870,sync_register2,"... r95, 0x0 /* 0 */"
label02E0,1873,sync_register2,"... r125, 0x0 /* 0 */"
label0003,1881,sync_register2,"... r125, 0x0 /* 0 */"
label02DD,1891,sync_register2,"... r95, 0x0 /* 0 */"
label02E1,1914,switch_jmp,"r100, [label02E2, label02E3]"
label02E2,1920,sync_register2,"... r96, 0x0 /* 0 */"
label02E2,1923,sync_register2,"... r95, 0x0 /* 0 */"
label02E2,1926,sync_register2,"... r125, 0x0 /* 0 */"
label02E3,1933,sync_register2,"... r95, 0x0 /* 0 */"
label032B,1964,switch_jmp,"r253, [label0320, label0001]"
label0320,1969,jmpi_eq,"r253, 0x00000001, label0329"
label0323,1984,switch_jmp,"r250, [label0324, label0325, label0326, label0327]"
label0329,2041,sync_register2,"... r253, 0x1 /* 1 */"
label032A,2052,hide_timer,
label0334,2058,switch_jmp,"r250, [label0335, label0336, label0337, label0338]"
label0340,2096,sync_register2,"... r132, 0x1 /* 1 */"
label0340,2098,switch_on,... 0xAA /* 170 */
label0352,2107,set_quest_board_handler,"... 0x0 /* 0 */, label0353, ""No. of defeated enemies"""
label0355,2128,set_quest_board_handler,"... 0x1 /* 1 */, label0356, ""Cancel switch"""
label0356,2146,switch_jmp,"r100, [label0001, label0357]"
label0357,2152,sync_register2,"... r253, 0x1 /* 1 */"
label00D1,2346,jmpi_eq,"r254, 0x00000001, label0001"
label00D1,2347,jmpi_eq,"r253, 0x00000001, label0001"
label00D1,2350,gettime,r200
label00D7,2366,show_timer,
label00D7,2368,gettime,r200
label00D7,2371,winset_time,r199
label02E4,2388,gettime,r120
label02E5,2394,gettime,r121
label02E8,2422,sync_register2,"... r124, 0x1 /* 1 */"
label02E8,2425,sync_register2,"... r96, 0x0 /* 0 */"
label02E8,2428,sync_register2,"... r95, 0x0 /* 0 */"
label02E8,2431,sync_register2,"... r125, 0x0 /* 0 */"
label00D5,2473,sync_register2,"... r245, 0x1 /* 1 */"
label00D3,2491,hide_timer,
label00D3,2493,set,r254
label010A,2505,sync_register2,"... r244, 0x1 /* 1 */"
label010B,2523,hide_timer,
label010B,2525,set,r253
label0280,2584,gettime,r241
label0385,2621,set_eventflag2,"... 0x9F /* 159 */, regs[r210]"
label0385,2624,set_eventflag2,"... 0xEF /* 239 */, regs[r211]"
label0385,2627,set_eventflag2,"... 0xEA /* 234 */, regs[r212]"
label0385,2630,set_eventflag2,"... 0x1F /* 31 */, regs[r213]"
label0385,2633,set_eventflag2,"... 0x87 /* 135 */, regs[r214]"
label0385,2636,set_eventflag2,"... 0x3F /* 63 */, regs[r215]"
label0385,2639,set_eventflag2,"... 0x42 /* 66 */, regs[r216]"
label0385,2642,set_eventflag2,"... 0xB9 /* 185 */, regs[r217]"
label0385,2645,set_eventflag2,"... 0xD5 /* 213 */, regs[r222]"
label0385,2648,set_eventflag2,"... 0xDE /* 222 */, regs[r223]"
label0385,2651,set_eventflag2,"... 0xFC /* 252 */, regs[r224]"
label0385,2654,set_eventflag2,"... 0xF5 /* 245 */, regs[r225]"
label0385,2657,set_eventflag2,"... 0x6A /* 106 */, regs[r226]"
label0385,2660,set_eventflag2,"... 0x60 /* 96 */, regs[r227]"
label0385,2663,set_eventflag2,"... 0xCA /* 202 */, regs[r228]"
label0385,2666,set_eventflag2,"... 0xD8 /* 216 */, regs[r229]"
label0385,2669,set_eventflag2,"... 0xD1 /* 209 */, regs[r205]"
label0385,2672,set_eventflag2,"... 0xC4 /* 196 */, regs[r206]"
label0385,2675,set_eventflag2,"... 0x6D /* 109 */, regs[r207]"
label0385,2678,set_eventflag2,"... 0x7B /* 123 */, regs[r208]"
label0104,2682,gettime,r201
label0041,2833,set,r255
label0045,2852,set,r255
label0042,2873,set,r255
label0027,2891,let,"r111, r254"
label0004,3099,switch_jmp,"r100, [label001D, label0036, label0007, label0053]"
label003F,3173,item_create2,"r160-r171, r172"
label002E,3229,item_create2,"r160-r171, r172"
label0049,3285,item_create2,"r160-r171, r172"
label001F,3341,item_create2,"r160-r171, r172"
label0012,3397,item_create2,"r160-r171, r172"
label0033,3453,item_create2,"r160-r171, r172"
label0022,3509,item_create2,"r160-r171, r172"
label004A,3565,item_create2,"r160-r171, r172"
label0050,3621,item_create2,"r160-r171, r172"
label0023,3644,item_create2,"r160-r171, r172"
label0013,3700,item_create2,"r160-r171, r172"
label0057,3756,item_create2,"r160-r171, r172"
