label,line,instructions
start,16,61
label0001,82,1
label0004,86,22
label0009,110,5
label0096,117,6
label012C,125,3
label012D,130,2
label0131,134,4
label0132,140,1
label0133,143,7
label00B5,152,6
label00B6,160,9
label00B7,171,9
label00B8,182,9
label00B9,193,9
label00B4,204,9
label0066,215,11
label0067,228,11
label0068,241,12
label0069,255,1
label006A,258,4
label006B,264,4
label006C,270,4
label00C8,276,7
label0105,286,3
label0106,291,3
label0107,296,3
label0108,301,3
label0109,306,3
label010A,311,3
label00FB,316,4
label012F,322,8
label0130,332,6
label0136,340,5
label009B,347,16
label009C,365,13
label009D,380,13
label009E,395,13
label009F,410,14
label00A2,426,11
label00D2,439,8
label00D3,450,6
label00DC,458,6
label00E6,467,22
label0063,492,8
label0137,502,6
