label,line,instructions
label0023,16,5
label0031,23,6
label002F,31,5
label0008,38,1
label003F,41,1
label0026,44,4
label001C,50,1
label0036,53,9
label005D,64,1
label0057,67,5
label0052,74,1
label003E,77,1
label001E,80,5
label003C,87,20
label0037,109,9
label0061,120,2
label0018,124,3
label002E,129,3
label0021,134,6
label0034,142,2
label004C,146,4
label0062,152,4
label0042,158,6
label000E,166,2
label0010,170,8
label002B,180,1
label0013,183,9
label0011,194,1
label0054,197,4
label0071,203,9
label002C,214,5
label0014,221,1
label006B,224,6
label0055,232,12
label003A,246,13
label0005,261,3
label003D,266,4
label0040,272,3
label0053,277,7
label0004,286,7
label001F,295,9
label0027,306,2
label001D,310,37
start,349,30
label0015,381,0
label0028,382,1
label0059,385,6
label0068,393,6
label003B,401,6
label005E,409,6
label0048,417,6
label004A,425,1
label0001,428,1
label004F,431,34
label0063,467,4
label0043,473,17
label000A,492,2
label0030,496,9
label03E9,507,14
label03EA,523,13
label03F3,538,4
label03F4,544,3
label0385,549,1
label0386,552,4
label0478,558,0
label005F,563,15
label000B,580,7
label001A,589,7
label0064,598,4
label0069,604,8
label006A,614,5
label005A,621,5
label0044,628,6
label005B,636,0
label0024,641,4
label0038,647,2
label0016,651,4
label0060,657,25
label004D,684,6
label047D,692,7
label047E,701,29
label006C,732,1
label0002,735,16
label0066,753,12
label0067,767,14
label0051,783,3
label0033,788,11
label0017,801,14
label0050,817,3
label0046,822,11
label0039,835,14
label0074,851,3
label0032,856,11
label0012,869,14
label004E,885,3
label0045,890,11
label0035,903,14
label0072,919,3
label0065,924,11
label0049,937,14
label001B,953,3
label0077,958,11
label0078,971,14
label0079,987,3
label007A,992,11
label007B,1005,14
label007C,1021,3
label007D,1026,11
label007E,1039,14
label007F,1055,3
label0080,1060,11
label0081,1073,14
label0082,1089,3
label0083,1094,11
label0084,1107,14
label0085,1123,3
label000F,1128,8
label0056,1138,14
label005C,1154,1
label046E,1157,8
label046F,1167,7
label0470,1176,9
label0471,1188,8
label0472,1199,7
label0473,1208,8
label0474,1218,7
label0475,1227,19
label0476,1248,11
label0477,1262,9
label0479,1274,7
label047A,1284,11
label047B,1298,11
label047C,1312,7
label0047,1322,1
label0075,1325,4
label0022,1331,3
label0025,1336,3
label002A,1341,3
label002D,1346,3
label0003,1351,3
label006E,1356,4
label0070,1362,4
label0073,1368,4
label0076,1374,4
