label,line,instructions
label0032,17,5
label003F,24,5
label0066,31,1
label003E,34,5
label000A,41,1
label004F,44,1
label0033,47,4
label0029,53,1
label0043,56,9
label0072,67,1
label006B,70,5
label0067,77,1
label004D,80,1
label002B,83,5
label0048,90,20
label0044,112,9
label0074,123,2
label001E,127,3
label003C,132,3
label002F,137,6
label001F,145,6
label0022,153,6
label0025,161,6
label0040,169,2
label005D,173,4
label0052,179,5
label0057,186,5
label005E,193,5
label0075,200,4
label0053,206,6
label0015,214,2
label0018,218,8
label0036,228,1
label001C,231,9
label0019,242,1
label0068,245,4
label0084,251,9
label0037,262,5
label001D,269,1
label007B,272,6
label0069,280,12
label0046,294,13
label0007,309,3
label004B,314,4
label0087,320,5
label0002,327,5
label0012,334,11
label006C,347,3
start,352,16
label0001,370,1
label006F,373,1
label0058,376,1
label004C,379,2
label005B,383,4
label005F,389,10
label0060,401,7
label005C,410,2
label0061,414,10
label03E9,426,8
label03EA,436,7
label03F3,445,4
label03F4,451,3
label0385,456,1
label0386,459,4
label006A,465,33
label044D,500,1
label0457,503,9
label0458,514,9
label0459,525,9
label0041,536,3
label007C,541,10
label002D,553,15
label0013,570,2
label0016,574,8
label0085,584,24
label001A,610,8
label0088,620,24
label002C,646,8
label000E,656,24
label046C,682,11
label046D,696,9
label046E,708,9
label046F,720,7
label0470,730,7
label0471,740,9
label0472,752,9
label0473,763,9
label0474,775,11
label0475,789,11
label0476,803,9
label04B0,815,12
label0076,830,7
label0077,839,6
label0477,847,22
label0010,872,16
label0026,890,9
label0050,901,7
label0054,910,9
label0030,921,11
label0059,934,9
label0023,945,9
label0086,956,13
label0020,971,8
label0003,981,10
label0008,993,6
label002A,1001,5
label0024,1008,9
label0004,1019,7
label0089,1028,6
label0051,1036,8
label0049,1046,6
label0027,1054,6
label0038,1062,12
label0039,1076,6
label0478,1084,5
label006D,1092,6
label003A,1100,4
label000F,1106,5
label0028,1113,8
label004A,1123,12
label0062,1137,8
label008A,1147,16
label000B,1165,6
label0011,1173,6
label0078,1181,6
label0479,1189,7
label0079,1199,7
label0014,1208,11
label0034,1221,17
label0005,1240,5
label007A,1247,2
label047A,1251,7
label007D,1261,7
label0017,1270,11
label003B,1283,17
label0009,1302,5
label007E,1309,2
label047B,1313,7
label0081,1323,7
label001B,1332,11
label003D,1345,17
label000C,1364,5
label0082,1371,2
label047F,1375,6
label008B,1384,16
label0031,1402,5
label0045,1409,12
label005A,1423,12
label007F,1437,12
label0021,1451,16
label0047,1469,18
label002E,1489,0
label004E,1490,4
label0006,1496,5
label0035,1503,12
label0063,1517,11
label000D,1530,9
label006E,1541,12
label0073,1555,6
label0064,1563,10
label0083,1575,5
label0071,1582,7
label0065,1591,11
label0055,1604,6
label0070,1612,12
label0080,1626,8
label0056,1636,18
label0042,1656,2
