label,line,opcode,args
start,62,set_floor_handler,"... 0x0 /* 0 */, label0096"
start,65,set_floor_handler,"... 0x5 /* 5 */, label0097"
start,68,set_floor_handler,"... 0x6 /* 6 */, label0098"
start,71,set_floor_handler,"... 0x7 /* 7 */, label0099"
start,74,set_floor_handler,"... 0x8 /* 8 */, label009A"
start,77,set_floor_handler,"... 0x9 /* 9 */, label009B"
start,80,set_floor_handler,"... 0xC /* 12 */, label00A1"
start,81,set_qt_success,label00FA
label0032,105,sync_register2,"... r160, r99"
label0032,108,sync_register2,"... r210, 0x0 /* 0 */"
label0258,132,sync_register2,"... r160, r60"
label0096,159,switch_jmp,"r0, [label00C8, label00C9]"
label00C8,165,sync_register2,"... r210, 0x1 /* 1 */"
label00FA,210,switch_jmp,"r252, [label00FB, label00FC, label00FD, label00FE]"
label00FB,219,pl_add_meseta2,... 0x7D0 /* 2000 */
label00FC,229,pl_add_meseta2,... 0xFA0 /* 4000 */
label00FD,239,pl_add_meseta2,... 0x1770 /* 6000 */
label00FE,249,pl_add_meseta2,... 0x1F40 /* 8000 */
label0098,268,sync_register2,"... r82, 0x1 /* 1 */"
label01A0,327,sync_register2,"... r15, 0x1 /* 1 */"
label01A4,357,set_quest_board_handler,"... 0x0 /* 0 */, label0122, ""FILL CANNON"""
label01A4,359,set,r254
label01A4,360,gettime,r104
label01A6,404,clear_quest_board_handler,... 0x0 /* 0 */
label01A7,416,read_switch_flag_on_floor,r60-r62
label0136,449,jmpi_eq,"r255, 0x00000001, label0139"
label0136,450,jmpi_eq,"r254, 0x00000001, label0138"
label0138,534,sync_register2,"... r16, 0x1 /* 1 */"
label0138,537,sync_register2,"... r255, 0x1 /* 1 */"
label0138,539,clear_quest_board_handler,... 0x0 /* 0 */
label037F,591,clear_quest_board_handler,... 0x1 /* 1 */
label037F,595,set_quest_board_handler,"... 0x1 /* 1 */, label0383, ""Enable Timer"""
label0380,607,clear_quest_board_handler,... 0x1 /* 1 */
label0380,611,set_quest_board_handler,"... 0x1 /* 1 */, label0383, ""Enable Timer"""
label0381,626,clear_quest_board_handler,... 0x1 /* 1 */
label0381,630,set_quest_board_handler,"... 0x1 /* 1 */, label0382, ""Disable Timer"""
label0384,654,gettime,r101
label0385,657,gettime,r102
label0385,658,jmpi_eq,"r254, 0x00000001, label0388"
label0389,667,winset_time,r103
label0389,669,show_timer,
label0386,673,hide_timer,
label044E,686,set_switch_flag_sync,"... 0x6 /* 6 */, 0xC8 /* 200 */"
label044F,780,set_switch_flag_sync,"... 0x7 /* 7 */, 0xC8 /* 200 */"
label0450,826,set_switch_flag_sync,"... 0x8 /* 8 */, 0xC8 /* 200 */"
label0451,903,set_switch_flag_sync,"... 0x9 /* 9 */, 0xC8 /* 200 */"
label0452,948,set_switch_flag_sync,"... 0x5 /* 5 */, 0xC8 /* 200 */"
label0579,1118,read_switch_flag_on_floor,r60-r62
label057A,1125,read_switch_flag_on_floor,r60-r62
label057B,1148,read_switch_flag_on_floor,r60-r62
label057C,1155,read_switch_flag_on_floor,r60-r62
