label,line,opcode,args
start,18,set_qt_exit,label000A
start,19,set_qt_cancel,label000A
start,20,set_qt_success,label0014
start,21,set_qt_failure,label001E
start,24,set_floor_handler,"... 0x0 /* 0 */, label0064"
start,27,set_floor_handler,"... 0x1 /* 1 */, label00C8"
start,30,set_floor_handler,"... 0x2 /* 2 */, label00FA"
start,33,set_floor_handler,"... 0xE /* 14 */, label012C"
label0035,213,read_switch_flag,r140-r141
label0035,218,set_switch_flag_sync,"... 0x0 /* 0 */, r140"
label0035,221,set_switch_flag_sync,"... 0xE /* 14 */, r140"
label0038,226,read_switch_flag,r140-r141
label0038,231,set_switch_flag_sync,"... 0x0 /* 0 */, r140"
label0038,234,set_switch_flag_sync,"... 0xE /* 14 */, r140"
label001D,239,read_switch_flag,r140-r141
label0578,272,jmpi_eq,"r255, 0x00000001, label057C"
label0578,274,read_switch_flag,r140-r141
label057B,306,set,r255
label05DC,321,read_switch_flag,r140-r141
label0039,326,jmpi_eq,"r255, 0x00000001, label05E1"
label0039,328,read_switch_flag,r140-r141
label05DD,351,read_switch_flag,r140-r141
label05DD,356,set_switch_flag_sync,"... 0x0 /* 0 */, r115"
label0640,425,read_switch_flag,r140-r141
label0583,464,set,r255
label05E6,476,read_switch_flag,r140-r141
label05E7,491,read_switch_flag,r140-r141
label05E7,496,set_switch_flag_sync,"... 0x0 /* 0 */, r115"
label064A,510,read_switch_flag,r140-r141
label0031,544,item_create2,"r200-r211, r212"
label000D,567,item_create2,"r200-r211, r212"
label0036,590,item_create2,"r200-r211, r212"
label0020,613,item_create2,"r200-r211, r212"
label003B,636,item_create2,"r200-r211, r212"
label0018,659,item_create2,"r200-r211, r212"
label003D,682,item_create2,"r200-r211, r212"
label0029,705,item_create2,"r200-r211, r212"
label002C,728,item_create2,"r200-r211, r212"
label0007,751,item_create2,"r200-r211, r212"
label0032,774,item_create2,"r200-r211, r212"
label001C,797,item_create2,"r200-r211, r212"
label0005,827,switch_jmp,"r220, [label0003, label0026]"
label0003,834,set_switch_flag_sync,"... 0x0 /* 0 */, r115"
label0043,1022,switch_call,"r250, [label0011, label0012, label0013, label0017]"
label0002,1048,switch_call,"r250, [label003E, label0041, label0042, label0044]"
label0025,1079,switch_jmp,"r123, [label002F, label003A, label002B, label0030]"
label002F,1083,switch_jmp,"r252, [label0031, label000D, label0036, label0020]"
label003A,1087,switch_jmp,"r252, [label003B, label0018, label003D, label0029]"
label002B,1091,switch_jmp,"r252, [label002C, label0007, label0032, label001C]"
