label,line,opcode,args
label0031,230,gettime,r47
label00B0,250,show_timer,
label002E,254,gettime,r47
label002E,257,winset_time,r48
label0049,272,gettime,r47
label0049,273,gettime,r49
label000C,292,show_timer,
label003E,296,gettime,r48
label003E,298,winset_time,r48
label0024,315,sync_register2,"... r241, 0x1 /* 1 */"
label0029,321,sync_register2,"... r242, 0x1 /* 1 */"
label002F,327,sync_register2,"... r243, 0x1 /* 1 */"
label0033,333,sync_register2,"... r244, 0x1 /* 1 */"
label001F,339,sync_register2,"... r241, 0x0 /* 0 */"
label0025,345,sync_register2,"... r242, 0x0 /* 0 */"
label002A,351,sync_register2,"... r243, 0x0 /* 0 */"
label0030,357,sync_register2,"... r244, 0x0 /* 0 */"
label0041,363,sync_register2,"... r236, 0x1 /* 1 */"
label004F,369,sync_register2,"... r237, 0x1 /* 1 */"
label0059,375,sync_register2,"... r238, 0x1 /* 1 */"
label0067,381,sync_register2,"... r239, 0x1 /* 1 */"
label0004,387,sync_register2,"... r185, 0x0 /* 0 */"
label0037,393,sync_register2,"... r186, 0x0 /* 0 */"
label0068,399,sync_register2,"... r187, 0x0 /* 0 */"
label0091,405,sync_register2,"... r188, 0x0 /* 0 */"
label00A0,440,sync_register2,"... r230, 0x1 /* 1 */"
label00A1,447,sync_register2,"... r231, 0x1 /* 1 */"
label00A3,453,sync_register2,"... r232, 0x1 /* 1 */"
label00A6,459,sync_register2,"... r233, 0x1 /* 1 */"
label0087,465,sync_register2,"... r230, 0x0 /* 0 */"
label0089,471,sync_register2,"... r231, 0x0 /* 0 */"
label008D,477,sync_register2,"... r232, 0x0 /* 0 */"
label0090,483,sync_register2,"... r233, 0x0 /* 0 */"
label001D,489,sync_register2,"... r85, 0x1 /* 1 */"
label0020,495,sync_register2,"... r86, 0x1 /* 1 */"
label0026,501,sync_register2,"... r87, 0x1 /* 1 */"
label002B,507,sync_register2,"... r88, 0x1 /* 1 */"
label003F,547,set,r253
label0097,679,switch_call,"r1, [label0044, label0045, label004C, label0052]"
label0038,708,switch_jmp,"r250, [label0073, label0074, label0077, label007A]"
label0085,849,item_create2,"r11-r22, r1"
label0085,852,item_delete_by_type,"r11-r13, r1-r12"
label0006,875,item_delete_by_type,"r11-r13, r24-r35"
label0006,877,item_create2,"r11-r22, r24"
label009B,888,get_stackable_item_count,"r1-r4, r0"
label0007,906,item_create2,"r11-r22, r11"
start,991,set_qt_exit,label000A
start,992,set_qt_cancel,label000A
start,993,set_qt_failure,label0064
start,996,set_floor_handler,"... 0x0 /* 0 */, label0064"
start,997,set_qt_success,label0014
label0064,1014,switch_call,"r250, [label000E, label0014, label0017, label001A]"
label0064,1017,set_switch_flag_sync,"... 0x0 /* 0 */, 0x64 /* 100 */"
label009F,1147,switch_call,"r250, [label00AE, label00B1, label00B6, label00B8]"
label0078,1204,jmpi_eq,"r255, 0x00000001, label0001"
label0078,1214,switch_jmp,"r50, [label000F, label0070]"
label0070,1222,set,r255
label0076,1431,switch_jmp,"r50, [label00A4, label00A9]"
label00AA,1481,switch_jmp,"r50, [label0095, label00A9]"
