label,line,instructions
label004E,54,15
label0086,71,25
label00AB,98,15
label0027,115,25
label00AC,142,6
label0047,150,1
label0008,153,4
label00B7,159,8
label00B2,169,8
label008B,179,7
label0066,188,7
label008E,197,7
label00B3,206,5
label0002,213,5
label00A5,220,5
label0031,228,9
label0028,239,1
label00B0,242,8
label002E,252,8
label0032,262,2
label0048,266,2
label0049,270,9
label0043,281,1
label000C,284,8
label003E,294,8
label004A,304,2
label0062,308,2
label0024,312,4
label0029,318,4
label002F,324,4
label0033,330,4
label001F,336,4
label0025,342,4
label002A,348,4
label0030,354,4
label0041,360,4
label004F,366,4
label0059,372,4
label0067,378,4
label0004,384,4
label0037,390,4
label0068,396,4
label0091,402,4
label000D,408,5
label0060,415,3
label008F,420,3
label0003,425,3
label00A2,430,5
label00A0,437,4
label00A1,443,4
label00A3,450,4
label00A6,456,4
label0087,462,4
label0089,468,4
label008D,474,4
label0090,480,4
label001D,486,4
label0020,492,4
label0026,498,4
label002B,504,4
label0021,510,6
label0010,518,3
label0015,523,3
label0018,528,3
label00B4,533,7
label003F,542,7
label006C,551,2
label005A,555,2
label005D,559,16
label0011,577,3
label0092,582,2
label001C,586,3
label009E,591,2
label002C,595,3
label00A7,600,2
label003C,604,3
label00B5,609,2
label005E,613,6
label004B,621,5
label0050,628,5
label0053,635,5
label0034,642,1
label0051,645,4
label0054,651,4
label0055,657,4
label0058,663,4
label0097,669,12
label0044,683,4
label0045,689,4
label004C,695,4
label0052,701,4
label0038,707,2
label0073,711,3
label0074,716,3
label0077,721,3
label007A,726,3
label0071,731,3
label0039,736,3
label003D,741,5
label0005,748,3
label003A,753,3
label0069,758,3
label0012,763,1
label003B,766,5
label0022,773,3
label0013,778,4
label0093,784,2
label0072,788,5
label0063,795,3
label006A,800,3
label006D,805,3
label0046,810,2
label0016,814,11
label0094,827,3
label0085,832,22
label002D,856,2
label0006,860,20
label0056,882,3
label009B,887,2
label0007,891,17
label0019,910,4
label0035,916,6
label0023,924,11
label005B,937,16
label0036,955,3
label0040,960,4
label007B,966,5
label0065,973,7
label0088,982,5
start,989,13
label0001,1004,1
label000A,1007,1
label001E,1010,1
label0064,1013,14
label00A8,1029,12
label001B,1043,12
label0075,1057,19
label008C,1078,20
label000E,1100,8
label0014,1110,8
label0017,1120,8
label001A,1130,8
label009F,1140,20
label006F,1162,11
label004D,1175,3
label00AE,1180,2
label00B1,1184,2
label00B6,1188,2
label00B8,1192,2
label006E,1196,3
label0078,1202,12
label0070,1217,7
label000F,1226,5
label007C,1233,14
label0084,1250,10
label007D,1262,12
label00AD,1277,8
label007E,1287,10
label0057,1300,6
label007F,1308,8
label0098,1319,14
label0080,1335,19
label0009,1357,18
label0081,1377,10
label0042,1390,26
label0083,1418,5
label0076,1426,5
label009C,1433,14
label00A4,1449,13
label00A9,1464,2
label0082,1468,0
label00AA,1469,11
label0095,1483,7
label008A,1492,13
label0061,1507,19
label006B,1528,19
label005F,1549,8
label000B,1559,8
label0099,1569,7
label0096,1578,6
label0079,1586,6
label00AF,1594,16
label005C,1612,7
label009A,1621,0
label009D,1625,0
