label,line,opcode,args
start,20,set_floor_handler,"... 0x0 /* 0 */, label0096"
start,23,set_floor_handler,"... 0x6 /* 6 */, label0097"
start,26,set_floor_handler,"... 0x7 /* 7 */, label0098"
start,30,set_qt_success,label00C8
label0096,55,switch_jmp,"r60, [label012C, label012D]"
label015E,99,jmpi_eq,"r255, 0x00000001, label0161"
label0160,147,leti,"r255, 0x00000001"
label0226,167,set,r255
label00C9,250,pl_add_meseta2,... 0x7D0 /* 2000 */
label00CA,260,pl_add_meseta2,... 0x1770 /* 6000 */
label00CB,270,pl_add_meseta2,... 0x2710 /* 10000 */
label00CC,280,pl_add_meseta2,... 0x3A98 /* 15000 */
label003A,301,set_switch_flag_sync,"... 0x6 /* 6 */, 0x96 /* 150 */"
label003A,304,set_switch_flag_sync,"... 0x6 /* 6 */, 0x97 /* 151 */"
label003A,307,set_switch_flag_sync,"... 0x6 /* 6 */, 0x98 /* 152 */"
label003A,310,set_switch_flag_sync,"... 0x6 /* 6 */, 0x99 /* 153 */"
label003A,313,set_switch_flag_sync,"... 0x6 /* 6 */, 0x9A /* 154 */"
label003C,373,set_switch_flag_sync,"... 0x7 /* 7 */, 0x23 /* 35 */"
label003C,376,set_switch_flag_sync,"... 0x7 /* 7 */, 0x24 /* 36 */"
label003C,379,set_switch_flag_sync,"... 0x7 /* 7 */, 0x25 /* 37 */"
label003C,382,set_switch_flag_sync,"... 0x7 /* 7 */, 0x26 /* 38 */"
label003C,385,set_switch_flag_sync,"... 0x7 /* 7 */, 0x27 /* 39 */"
label00FA,439,set_switch_flag_sync,"... 0x6 /* 6 */, 0x96 /* 150 */"
label00FA,442,sync_register2,"... r5, 0x1 /* 1 */"
label00FB,455,set_switch_flag_sync,"... 0x6 /* 6 */, 0x97 /* 151 */"
label00FB,458,sync_register2,"... r6, 0x1 /* 1 */"
label00FC,471,set_switch_flag_sync,"... 0x6 /* 6 */, 0x98 /* 152 */"
label00FC,474,sync_register2,"... r7, 0x1 /* 1 */"
label00FD,487,set_switch_flag_sync,"... 0x6 /* 6 */, 0x99 /* 153 */"
label00FD,490,sync_register2,"... r8, 0x1 /* 1 */"
label00FE,503,set_switch_flag_sync,"... 0x6 /* 6 */, 0x9A /* 154 */"
label00FE,506,sync_register2,"... r9, 0x1 /* 1 */"
label01C2,519,set_switch_flag_sync,"... 0x7 /* 7 */, 0x23 /* 35 */"
label01C2,522,sync_register2,"... r40, 0x1 /* 1 */"
label01C3,535,set_switch_flag_sync,"... 0x7 /* 7 */, 0x24 /* 36 */"
label01C3,538,sync_register2,"... r41, 0x1 /* 1 */"
label01C4,551,set_switch_flag_sync,"... 0x7 /* 7 */, 0x25 /* 37 */"
label01C4,554,sync_register2,"... r42, 0x1 /* 1 */"
label01C5,567,set_switch_flag_sync,"... 0x7 /* 7 */, 0x26 /* 38 */"
label01C5,570,sync_register2,"... r43, 0x1 /* 1 */"
label01C6,583,set_switch_flag_sync,"... 0x7 /* 7 */, 0x27 /* 39 */"
label01C6,586,sync_register2,"... r44, 0x1 /* 1 */"
label018A,628,sync_register2,"... r14, 0x1 /* 1 */"
label0100,677,sync_register2,"... r13, 0x1 /* 1 */"
label0186,690,sync_register2,"... r20, 0x1 /* 1 */"
label0187,701,sync_register2,"... r20, 0x2 /* 2 */"
label018D,727,sync_register2,"... r30, 0x1 /* 1 */"
label018E,734,sync_register2,"... r14, 0x2 /* 2 */"
label0105,759,sync_register2,"... r132, 0x1 /* 1 */"
label018F,766,sync_register2,"... r19, 0x1 /* 1 */"
label018F,769,sync_register2,"... r131, 0x1 /* 1 */"
label0190,781,switch_jmp,"r102, [label0191, label0191, label0191, label0191, label0191, label0191, label0191, label0192, label0192]"
label0191,796,sync_register2,"... r150, 0x1 /* 1 */"
