floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
6,100,50,1,5,1,trigger_event(102); stop,1,"{""0x0081"": 1}"
6,101,50,2,30,1,stop,2,"{""0x0082"": 2}"
6,102,50,3,50,1,set_switch(2); set_switch(3); trigger_event(105); stop,8,"{""0x0080"": 6, ""0x0081"": 2}"
6,104,50,4,60,1,stop,2,"{""0x0082"": 2}"
6,105,60,1,50,1,stop,2,"{""0x0084"": 2}"
6,106,60,2,40,1,set_switch(5); set_switch(6); set_switch(8); stop,5,"{""0x0082"": 1, ""0x0080"": 4}"
6,107,60,3,50,1,stop,3,"{""0x0081"": 1, ""0x0082"": 2}"
6,108,51,1,1,1,set_switch(11); stop,6,"{""0x0080"": 6}"
6,109,51,2,1,1,trigger_event(110); stop,3,"{""0x0084"": 2, ""0x0082"": 1}"
6,110,51,3,1,1,"construct_objects(room=51,group_or_wave=1); stop",3,"{""0x0081"": 2, ""0x0082"": 1}"
6,111,75,1,50,1,set_switch(12); stop,6,"{""0x0083"": 6}"
6,112,75,2,1,1,stop,3,"{""0x0081"": 3}"
6,113,75,3,50,1,stop,3,"{""0x0081"": 3}"
6,114,75,4,300,1,set_switch(13); stop,6,"{""0x0082"": 2, ""0x0080"": 4}"
6,115,75,5,30,1,stop,1,"{""0x0082"": 1}"
6,116,30,1,20,1,trigger_event(118); stop,3,"{""0x0082"": 3}"
6,117,60,4,1,1,stop,2,"{""0x0081"": 2}"
6,118,30,2,50,1,"construct_objects(room=30,group_or_wave=1); stop",4,"{""0x0080"": 4}"
6,119,52,1,1,1,set_switch(14); stop,5,"{""0x0081"": 1, ""0x0080"": 4}"
6,120,75,6,30,1,stop,2,"{""0x0081"": 2}"
6,121,40,1,100,1,stop,4,"{""0x0081"": 1, ""0x0082"": 1, ""0x0080"": 2}"
6,122,220,1,60,1,set_switch(16); stop,3,"{""0x0081"": 1, ""0x0082"": 2}"
7,100,50,1,200,1,trigger_event(101); stop,4,"{""0x0081"": 3, ""0x0084"": 1}"
7,101,50,2,1,1,trigger_event(102); stop,5,"{""0x0080"": 4, ""0x0081"": 1}"
7,102,50,3,1,1,"construct_objects(room=50,group_or_wave=1); stop",4,"{""0x0082"": 4}"
7,103,40,1,1,1,trigger_event(104); stop,6,"{""0x0082"": 2, ""0x0080"": 4}"
7,104,40,2,1,1,"construct_objects(room=40,group_or_wave=1); stop",4,"{""0x0082"": 3, ""0x0081"": 1}"
7,105,52,1,50,1,stop,8,"{""0x0081"": 6, ""0x0082"": 2}"
7,106,220,1,50,1,trigger_event(107); stop,5,"{""0x0080"": 4, ""0x0082"": 1}"
7,107,220,2,60,1,"construct_objects(room=220,group_or_wave=1); stop",4,"{""0x0081"": 3, ""0x0084"": 1}"
7,108,80,1,20,1,set_switch(62); stop,7,"{""0x0081"": 5, ""0x0082"": 2}"
7,109,30,1,1,1,trigger_event(110); stop,3,"{""0x0082"": 2, ""0x0081"": 1}"
7,110,30,2,1,1,"construct_objects(room=30,group_or_wave=1); stop",6,"{""0x0080"": 4, ""0x0081"": 2}"
7,111,61,1,1,1,trigger_event(112); stop,6,"{""0x0080"": 4, ""0x0081"": 2}"
7,112,61,2,1,1,trigger_event(113); stop,6,"{""0x0082"": 6}"
7,113,61,3,1,1,trigger_event(114); stop,6,"{""0x0080"": 6}"
7,114,61,4,1,1,trigger_event(115); stop,2,"{""0x0081"": 2}"
7,115,61,5,1,1,set_switch(120); stop,9,"{""0x0081"": 3, ""0x0082"": 6}"
