floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
5,601,60,1,3,1,trigger_event(602); stop,6,"{""0x0041"": 6}"
5,602,60,2,3,1,trigger_event(603); stop,6,"{""0x0041"": 6}"
5,603,60,3,3,1,trigger_event(604); stop,8,"{""0x0115"": 8}"
5,604,60,4,3,1,trigger_event(605); stop,8,"{""0x0115"": 8}"
5,605,60,5,3,1,trigger_event(606); stop,8,"{""0x0111"": 8}"
5,606,60,6,3,1,trigger_event(607); stop,8,"{""0x0111"": 8}"
5,607,60,7,3,1,set_switch(61); trigger_event(608); stop,8,"{""0x0111"": 8}"
5,608,60,8,3,1,trigger_event(609); stop,8,"{""0x0115"": 8}"
5,609,60,9,3,1,trigger_event(610); stop,8,"{""0x0115"": 4, ""0x0111"": 4}"
5,610,60,10,3,1,trigger_event(611); stop,3,"{""0x0110"": 3}"
5,611,60,11,3,1,trigger_event(612); stop,3,"{""0x0110"": 3}"
5,612,60,12,3,1,trigger_event(613); stop,5,"{""0x0041"": 5}"
5,613,60,13,3,1,trigger_event(614); stop,8,"{""0x0111"": 8}"
5,614,60,14,3,1,trigger_event(615); stop,2,"{""0x0114"": 2}"
5,615,60,15,3,1,trigger_event(616); stop,8,"{""0x0111"": 8}"
5,616,60,16,3,1,stop,3,"{""0x0114"": 3}"
5,401,40,1,3,1,trigger_event(402); stop,8,"{""0x0115"": 8}"
5,402,40,2,3,1,trigger_event(403); stop,8,"{""0x0115"": 8}"
5,403,40,3,3,1,trigger_event(404); stop,5,"{""0x0111"": 4, ""0x0110"": 1}"
5,404,40,4,3,1,trigger_event(405); stop,7,"{""0x0111"": 2, ""0x0115"": 3, ""0x0110"": 2}"
5,405,40,5,3,1,trigger_event(406); stop,7,"{""0x0110"": 3, ""0x0115"": 4}"
5,406,40,6,3,1,trigger_event(407); stop,8,"{""0x0041"": 8}"
5,407,40,7,3,1,trigger_event(408); stop,8,"{""0x0115"": 4, ""0x0111"": 4}"
5,408,40,8,3,1,trigger_event(409); stop,5,"{""0x0041"": 4, ""0x0114"": 1}"
5,409,40,9,3,1,trigger_event(410); stop,7,"{""0x0115"": 3, ""0x0111"": 2, ""0x0114"": 2}"
5,410,40,10,3,1,trigger_event(411); stop,7,"{""0x0111"": 4, ""0x0114"": 3}"
5,411,40,11,3,1,trigger_event(412); stop,8,"{""0x0111"": 7, ""0x0110"": 1}"
5,412,40,12,3,1,trigger_event(413); stop,8,"{""0x0111"": 7, ""0x0114"": 1}"
5,413,40,13,3,1,trigger_event(414); stop,5,"{""0x0041"": 4, ""0x0116"": 1}"
5,414,40,14,3,1,trigger_event(415); stop,7,"{""0x0111"": 5, ""0x0116"": 2}"
5,415,40,15,3,1,trigger_event(416); stop,7,"{""0x0116"": 3, ""0x0111"": 4}"
5,416,40,16,3,1,trigger_event(417); stop,5,"{""0x0110"": 3, ""0x0114"": 2}"
5,417,40,17,3,1,trigger_event(418); stop,5,"{""0x0114"": 3, ""0x0116"": 2}"
5,418,40,18,3,1,stop,5,"{""0x0116"": 5}"
8,901,90,1,3,1,trigger_event(902); stop,6,"{""0x0117"": 6}"
8,902,90,2,3,1,trigger_event(903); stop,8,"{""0x0117"": 8}"
8,903,90,3,3,1,trigger_event(904); stop,7,"{""0x0111"": 7}"
8,904,90,4,3,1,trigger_event(905); stop,8,"{""0x0111"": 8}"
8,905,90,5,3,1,set_switch(90); stop,7,"{""0x0041"": 7}"
8,701,70,1,3,1,trigger_event(702); stop,8,"{""0x0041"": 4, ""0x0117"": 4}"
8,702,70,2,3,1,trigger_event(703); stop,8,"{""0x0112"": 3, ""0x0117"": 5}"
8,703,70,3,3,1,"construct_objects(room=70,group_or_wave=1); stop",8,"{""0x0041"": 3, ""0x0111"": 3, ""0x0112"": 2}"
8,704,70,4,3,1,trigger_event(705); stop,8,"{""0x0041"": 8}"
8,705,70,5,3,1,trigger_event(706); stop,5,"{""0x0117"": 5}"
8,706,70,6,3,1,trigger_event(707); stop,6,"{""0x0111"": 2, ""0x0112"": 2, ""0x0114"": 2}"
8,707,70,7,3,1,set_switch(122); stop,1,"{""0x0113"": 1}"
8,511,51,1,3,1,trigger_event(512); stop,5,"{""0x0111"": 4, ""0x0114"": 1}"
8,512,51,2,3,1,trigger_event(513); stop,7,"{""0x0117"": 2, ""0x0112"": 1, ""0x0041"": 4}"
8,513,51,3,3,1,trigger_event(514); stop,3,"{""0x0117"": 1, ""0x0112"": 1, ""0x0114"": 1}"
8,514,51,4,3,1,trigger_event(515); stop,8,"{""0x0117"": 4, ""0x0111"": 4}"
8,515,51,5,3,1,trigger_event(516); stop,5,"{""0x0117"": 2, ""0x0114"": 1, ""0x0111"": 2}"
8,516,51,6,3,1,set_switch(51); stop,7,"{""0x0041"": 2, ""0x0112"": 4, ""0x0114"": 1}"
8,1011,101,1,3,1,trigger_event(1012); stop,8,"{""0x0111"": 5, ""0x0117"": 3}"
8,1012,101,2,3,1,trigger_event(1013); stop,8,"{""0x0111"": 5, ""0x0117"": 3}"
8,1013,101,3,3,1,trigger_event(1014); stop,6,"{""0x0112"": 6}"
8,1014,101,4,3,1,set_switch(101); stop,3,"{""0x0113"": 1, ""0x0117"": 2}"
8,421,42,1,3,1,trigger_event(422); stop,3,"{""0x0114"": 3}"
8,422,42,2,3,1,trigger_event(423); stop,6,"{""0x0112"": 6}"
8,423,42,3,3,1,trigger_event(424); stop,3,"{""0x0117"": 3}"
8,424,42,4,3,1,trigger_event(425); stop,6,"{""0x0111"": 6}"
8,425,42,5,3,1,set_switch(42); stop,2,"{""0x0041"": 2}"
8,1101,110,1,3,1,trigger_event(1102); stop,6,"{""0x0117"": 6}"
8,1102,110,2,3,1,trigger_event(1103); stop,6,"{""0x0117"": 6}"
8,1103,110,3,3,1,trigger_event(1104); stop,3,"{""0x0117"": 2, ""0x0113"": 1}"
8,1104,110,4,3,1,trigger_event(1105); stop,3,"{""0x0114"": 3}"
8,1105,110,5,3,1,trigger_event(1106); stop,8,"{""0x0041"": 8}"
8,1106,110,6,3,1,trigger_event(1107); stop,7,"{""0x0111"": 3, ""0x0112"": 3, ""0x0114"": 1}"
8,1107,110,7,3,1,trigger_event(1108); stop,7,"{""0x0111"": 3, ""0x0112"": 3, ""0x0114"": 1}"
8,1108,110,8,3,1,trigger_event(1109); stop,5,"{""0x0112"": 4, ""0x0113"": 1}"
8,1109,110,9,3,1,trigger_event(1110); stop,8,"{""0x0117"": 8}"
8,1110,110,10,3,1,trigger_event(1111); stop,4,"{""0x0117"": 4}"
8,1111,110,11,3,1,trigger_event(1112); stop,7,"{""0x0041"": 2, ""0x0111"": 3, ""0x0114"": 2}"
8,1112,110,12,3,1,trigger_event(1113); stop,7,"{""0x0117"": 5, ""0x0112"": 2}"
8,1113,110,13,3,1,trigger_event(1114); stop,6,"{""0x0113"": 1, ""0x0111"": 5}"
8,1114,110,14,3,1,set_switch(192); stop,3,"{""0x0113"": 1, ""0x0117"": 2}"
