label,line,instructions
start,20,13
label0001,35,1
label006F,38,3
label0096,43,10
label00FA,55,10
label0136,67,24
label0137,94,5
label0138,101,10
label0139,113,10
label013A,125,10
label013B,137,8
label013C,147,6
label013D,155,14
label013E,171,9
label0140,182,17
label0141,202,9
label0142,213,5
label0143,220,4
label0144,226,8
label0145,236,13
label014A,251,5
label014B,258,5
label014C,265,4
label014D,271,7
label0154,280,15
label0155,297,5
label015E,304,14
label015F,320,5
label0160,327,16
label0161,345,5
label0168,352,8
label0169,363,15
label016A,380,6
label016B,388,7
label016C,397,7
label016D,406,7
label016E,415,9
label00CF,426,1
label00D0,429,4
label00DE,435,9
label00DF,446,10
