label,line,opcode,args
start,23,set_floor_handler,"... 0x0 /* 0 */, label000A"
start,26,set_floor_handler,"... 0x1 /* 1 */, label000B"
start,29,set_floor_handler,"... 0x2 /* 2 */, label000C"
start,32,set_floor_handler,"... 0x3 /* 3 */, label000F"
start,35,set_floor_handler,"... 0x4 /* 4 */, label0010"
start,38,set_floor_handler,"... 0x5 /* 5 */, label0011"
start,41,set_floor_handler,"... 0x6 /* 6 */, label0012"
start,44,set_floor_handler,"... 0x7 /* 7 */, label0019"
start,45,set_qt_success,label00FC
start,46,set_qt_failure,label00FB
label000A,103,switch_jmp,"r0, [label0032, label0033]"
label03E9,283,leti,"r253, 0x00000001"
label03EA,297,leti,"r255, 0x00000001"
label01F4,373,read_switch_flag_on_floor,r60-r62
label001B,394,switch_call,"r250, [label0039, label003D, label0041, label0043]"
label0039,401,sync_register2,"... r164, 0x1 /* 1 */"
label003D,407,sync_register2,"... r165, 0x1 /* 1 */"
label0041,413,sync_register2,"... r166, 0x1 /* 1 */"
label0043,419,sync_register2,"... r167, 0x1 /* 1 */"
label000D,457,set_switch_flag_sync,"... 0x1 /* 1 */, 0x63 /* 99 */"
label0352,552,sync_register2,"... r44, 0x1 /* 1 */"
label035C,606,sync_register2,"... r70, 0x1 /* 1 */"
label02BC,813,switch_call,"r57, [label02BD, label02BE, label02BE, label02BE, label02BE, label02BE, label02BE, label02BE, label02BE]"
label0258,829,switch_call,"r57, [label02C1, label02C2, label02C2, label02C2, label02C2, label02C2, label02C2]"
label0BB8,845,switch_call,"r57, [label0BB9, label0BBA, label0BBA, label0BBA, label0BBA, label0BBA]"
label1BBC,872,item_create2,"r185-r196, r189"
label1BBC,873,item_create2,"r185-r196, r189"
label1BBC,874,item_create2,"r185-r196, r189"
label1BBC,875,item_create2,"r185-r196, r189"
label1BBC,876,item_create2,"r185-r196, r189"
label1770,892,switch_call,"r57, [label1771, label1772]"
label1388,914,switch_call,"r57, [label1389, label138A, label138A]"
label0FA0,953,switch_call,"r57, [label0FA1, label0FA2, label0FA2]"
label02BF,1079,switch_call,"r8, [label02C0, label02C0, label02C0, label02C0, label02C0, label02C0, label02C0, label02C0, label02C0]"
label1773,1087,switch_call,"r8, [label1774, label1775]"
label0FA3,1095,switch_call,"r8, [label0FA4, label0FA4, label0FA4, label0FA4, label0FA4, label0FA5, label0FA5, label0FA5, label0FA5]"
label138B,1103,switch_call,"r8, [label138C, label138C, label138C, label138D, label138D, label138D, label138D, label138D, label138D]"
label138C,1116,item_create2,"r185-r196, r189"
label138C,1117,item_create2,"r185-r196, r189"
label1774,1130,item_create2,"r185-r196, r189"
label1774,1131,item_create2,"r185-r196, r189"
label1774,1132,item_create2,"r185-r196, r189"
label1775,1145,item_create2,"r185-r196, r189"
label1775,1146,item_create2,"r185-r196, r189"
label1775,1147,item_create2,"r185-r196, r189"
label138D,1160,item_create2,"r185-r196, r189"
label0FA4,1173,item_create2,"r185-r196, r189"
label0FA5,1186,item_create2,"r185-r196, r189"
label0BBB,1194,switch_call,"r8, [label0BBC, label0BBC, label0BBC, label0BBC, label0BBC, label0BBD, label0BBD, label0BBD, label0BBD]"
label0BBC,1207,item_create2,"r185-r196, r189"
label0BBD,1220,item_create2,"r185-r196, r189"
label02C3,1228,switch_call,"r8, [label02C4, label02C4, label02C4, label02C4, label02C4, label02C4, label02C4, label02C4, label02C4]"
label02C4,1241,item_create2,"r85-r96, r89"
label02C0,1254,item_create2,"r85-r96, r89"
