floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
5,1,8,1,1,1,trigger_event(2); stop,2,"{""0x00D7"": 2}"
5,2,8,2,30,1,set_switch(2); set_switch(50); stop,1,"{""0x00D4"": 1}"
5,4,9,1,20,1,trigger_event(5); stop,4,"{""0x00D5"": 2, ""0x00D7"": 2}"
5,5,9,2,40,1,trigger_event(6); stop,6,"{""0x00D9"": 4, ""0x00D7"": 2}"
5,6,9,3,35,1,set_switch(3); set_switch(51); stop,3,"{""0x00D5"": 2, ""0x00D7"": 1}"
5,7,10,1,15,1,trigger_event(8); stop,1,"{""0x00D4"": 1}"
5,8,10,2,30,1,set_switch(4); stop,3,"{""0x00D5"": 2, ""0x00D7"": 1}"
5,9,6,1,30,1,set_switch(5); set_switch(52); stop,3,"{""0x00D9"": 2, ""0x00D7"": 1}"
5,10,5,1,30,1,trigger_event(11); stop,4,"{""0x00D9"": 4}"
5,11,5,2,40,1,trigger_event(12); stop,5,"{""0x00D5"": 2, ""0x00D9"": 3}"
5,12,5,3,35,1,trigger_event(13); stop,3,"{""0x00D7"": 3}"
5,13,5,4,30,1,set_switch(6); set_switch(53); stop,6,"{""0x00D5"": 6}"
5,14,4,1,40,1,trigger_event(15); stop,1,"{""0x00DA"": 1}"
5,15,4,2,35,1,trigger_event(16); stop,5,"{""0x00D7"": 4, ""0x00D6"": 1}"
5,16,4,3,30,1,trigger_event(17); stop,5,"{""0x00D9"": 2, ""0x00D7"": 2, ""0x00D8"": 1}"
5,17,4,4,35,1,set_switch(7); set_switch(54); stop,4,"{""0x00D9"": 3, ""0x00DA"": 1}"
5,18,3,1,30,1,trigger_event(19); stop,5,"{""0x00D4"": 3, ""0x00D9"": 2}"
5,19,3,2,40,1,set_switch(8); set_switch(55); stop,5,"{""0x00D4"": 2, ""0x00D5"": 3}"
5,20,2,1,75,1,trigger_event(21); stop,6,"{""0x00D5"": 6}"
5,21,2,2,35,1,trigger_event(22); stop,4,"{""0x00D5"": 4}"
5,22,2,3,30,1,trigger_event(23); set_switch(9); set_switch(56); stop,3,"{""0x00D7"": 3}"
5,23,1,1,1,1,set_switch(10); stop,3,"{""0x00D6"": 1, ""0x00D9"": 2}"
5,24,13,1,30,1,trigger_event(26); stop,2,"{""0x00D7"": 2}"
5,25,13,2,30,1,trigger_event(27); stop,1,"{""0x00D4"": 1}"
5,26,13,3,30,1,trigger_event(28); stop,3,"{""0x00D9"": 3}"
5,27,13,4,30,1,trigger_event(29); stop,2,"{""0x00D5"": 2}"
5,28,13,5,30,1,trigger_event(30); stop,2,"{""0x00D7"": 2}"
5,29,13,6,30,1,trigger_event(31); stop,3,"{""0x00D9"": 2, ""0x00D4"": 1}"
5,30,13,7,30,1,trigger_event(32); stop,4,"{""0x00D7"": 4}"
5,31,13,8,30,1,trigger_event(33); stop,2,"{""0x00D5"": 2}"
5,32,13,9,30,1,set_switch(100); stop,1,"{""0x00D7"": 1}"
5,33,13,10,10,1,set_switch(101); stop,1,"{""0x00DA"": 1}"
5,34,13,11,1,1,"trigger_event(500); construct_objects(room=1,group_or_wave=1); construct_objects(room=2,group_or_wave=1); construct_objects(room=3,group_or_wave=1); construct_objects(room=4,group_or_wave=1); construct_objects(room=5,group_or_wave=1); construct_objects(room=6,group_or_wave=1); construct_objects(room=7,group_or_wave=1); construct_objects(room=8,group_or_wave=1); construct_objects(room=9,group_or_wave=1); construct_objects(room=10,group_or_wave=1); construct_objects(room=11,group_or_wave=1); construct_objects(room=12,group_or_wave=1); clear_switch(10); clear_switch(50); clear_switch(51); clear_switch(52); clear_switch(53); clear_switch(54); clear_switch(55); clear_switch(56); stop",0,{}
5,35,8,4,20,1,trigger_event(36); stop,2,"{""0x00D5"": 2}"
5,36,8,5,45,1,"set_switch(1); construct_objects(room=8,group_or_wave=3); stop",1,"{""0x00D6"": 1}"
5,37,8,6,35,1,trigger_event(38); stop,4,"{""0x00D5"": 3, ""0x00D4"": 1}"
5,38,8,7,45,1,"set_switch(13); set_switch(50); construct_objects(room=9,group_or_wave=3); stop",4,"{""0x00D7"": 4}"
5,39,9,4,40,1,trigger_event(40); stop,2,"{""0x00D7"": 1, ""0x00D9"": 1}"
5,40,9,5,30,1,"set_switch(14); set_switch(51); construct_objects(room=10,group_or_wave=3); stop",5,"{""0x00D5"": 3, ""0x00D7"": 2}"
5,41,10,3,30,1,trigger_event(42); stop,4,"{""0x00D5"": 3, ""0x00D6"": 1}"
5,42,10,4,35,1,"set_switch(15); construct_objects(room=7,group_or_wave=3); stop",3,"{""0x00D7"": 3}"
5,44,7,2,30,1,trigger_event(45); stop,1,"{""0x00D4"": 1}"
5,45,7,3,35,1,"set_switch(16); construct_objects(room=6,group_or_wave=3); stop",2,"{""0x00D4"": 2}"
5,46,6,2,30,1,trigger_event(47); stop,1,"{""0x00D7"": 1}"
5,47,6,3,30,1,set_switch(12); trigger_event(48); stop,2,"{""0x00D7"": 2}"
5,48,6,4,45,1,trigger_event(49); stop,4,"{""0x00D9"": 3, ""0x00DA"": 1}"
5,49,6,5,45,1,"set_switch(17); set_switch(52); construct_objects(room=5,group_or_wave=3); stop",2,"{""0x00D4"": 2}"
