floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
2,201,20,1,30,1,trigger_event(2011); stop,3,"{""0x0041"": 3}"
2,2011,20,2,60,1,trigger_event(2012); stop,3,"{""0x0041"": 3}"
2,2012,20,3,60,1,trigger_event(2013); stop,4,"{""0x00A6"": 4}"
2,2013,20,4,60,1,set_switch(3); set_switch(4); stop,4,"{""0x00A6"": 4}"
2,301,30,1,30,1,set_switch(7); set_switch(8); stop,1,"{""0x0042"": 1}"
2,501,50,1,30,1,set_switch(101); trigger_event(5011); stop,2,"{""0x0060"": 2}"
2,5011,50,2,180,1,set_switch(151); set_switch(9); set_switch(11); set_switch(2); stop,1,"{""0x0040"": 1}"
2,502,50,3,90,1,set_switch(101); stop,1,"{""0x0060"": 1}"
2,701,70,1,30,1,stop,2,"{""0x00A5"": 2}"
2,702,70,2,30,1,stop,2,"{""0x00A5"": 2}"
2,901,90,1,30,1,stop,2,"{""0x00A5"": 2}"
2,911,91,1,30,1,stop,2,"{""0x00A5"": 2}"
2,1611,161,1,30,1,stop,1,"{""0x00A5"": 1}"
2,1011,101,1,30,1,stop,2,"{""0x00A5"": 2}"
2,1021,102,1,30,1,stop,2,"{""0x00A5"": 2}"
2,1101,110,1,30,1,stop,1,"{""0x00A5"": 1}"
2,1401,140,1,30,1,stop,1,"{""0x00A5"": 1}"
2,1501,150,1,30,1,stop,1,"{""0x00A5"": 1}"
3,101,10,1,10,1,trigger_event(1011); stop,4,"{""0x0041"": 4}"
3,1011,10,2,10,1,set_switch(11); stop,4,"{""0x00A6"": 4}"
3,111,11,1,180,1,trigger_event(1111); stop,2,"{""0x0040"": 2}"
3,1111,11,2,120,1,set_switch(32); stop,4,"{""0x0040"": 2, ""0x0061"": 2}"
3,201,20,1,10,1,trigger_event(2011); stop,4,"{""0x00A6"": 4}"
3,2011,20,2,60,1,set_switch(9); stop,4,"{""0x00A6"": 3, ""0x0060"": 1}"
3,401,40,1,0,1,trigger_event(4011); stop,4,"{""0x0041"": 4}"
3,4011,40,2,10,1,trigger_event(4012); stop,4,"{""0x00A6"": 4}"
3,4012,40,3,10,1,trigger_event(4013); stop,4,"{""0x00A6"": 4}"
3,4013,40,4,10,1,trigger_event(4014); stop,3,"{""0x0060"": 1, ""0x00A6"": 2}"
3,4014,40,5,10,1,trigger_event(4015); stop,3,"{""0x0040"": 1, ""0x00A6"": 2}"
3,4015,40,6,10,1,trigger_event(4016); stop,5,"{""0x0041"": 4, ""0x0040"": 1}"
3,4016,40,7,10,1,trigger_event(4017); stop,4,"{""0x00A6"": 3, ""0x0060"": 1}"
3,4017,40,8,10,1,trigger_event(4018); stop,4,"{""0x00A6"": 4}"
3,4018,40,9,30,1,trigger_event(4019); stop,2,"{""0x0040"": 2}"
3,4019,40,10,120,1,stop,4,"{""0x0040"": 2, ""0x00A6"": 2}"
3,402,40,11,0,1,trigger_event(4021); stop,1,"{""0x0042"": 1}"
3,4021,40,12,0,1,trigger_event(4022); stop,2,"{""0x00A6"": 2}"
3,4022,40,13,30,1,trigger_event(4023); stop,2,"{""0x00A6"": 2}"
3,4023,40,14,30,1,trigger_event(4024); stop,2,"{""0x00A6"": 2}"
3,4024,40,15,60,1,stop,1,"{""0x0040"": 1}"
3,601,60,1,0,1,trigger_event(6011); stop,4,"{""0x0042"": 1, ""0x0041"": 3}"
3,6011,60,2,0,1,trigger_event(6012); stop,4,"{""0x0042"": 1, ""0x00A6"": 3}"
3,6012,60,3,0,1,set_switch(17); stop,6,"{""0x0060"": 2, ""0x00A6"": 4}"
4,901,90,1,0,1,set_switch(15); set_switch(18); set_switch(19); set_switch(20); set_switch(21); set_switch(22); stop,3,"{""0x0060"": 3}"
4,911,91,1,0,1,trigger_event(9111); stop,4,"{""0x0041"": 4}"
4,9111,91,2,30,1,set_switch(14); set_switch(21); set_switch(22); set_switch(23); set_switch(31); stop,3,"{""0x00A6"": 3}"
4,912,91,3,30,1,stop,2,"{""0x00A6"": 2}"
4,921,92,1,0,1,trigger_event(9211); stop,3,"{""0x00A6"": 3}"
4,9211,92,2,30,1,trigger_event(9212); stop,2,"{""0x00A6"": 2}"
4,9212,92,3,30,1,set_switch(8); set_switch(9); set_switch(15); set_switch(20); stop,2,"{""0x00A6"": 2}"
4,931,93,1,0,1,trigger_event(9311); stop,1,"{""0x0042"": 1}"
4,9311,93,2,30,1,set_switch(18); set_switch(19); stop,3,"{""0x00A6"": 3}"
4,941,94,1,0,1,trigger_event(9411); stop,2,"{""0x00A6"": 2}"
4,9411,94,2,30,1,set_switch(27); set_switch(28); stop,4,"{""0x00A6"": 4}"
4,951,95,1,0,1,trigger_event(9511); stop,4,"{""0x0041"": 4}"
4,9511,95,2,30,1,set_switch(30); stop,3,"{""0x00A6"": 3}"
4,952,95,3,30,1,stop,2,"{""0x00A6"": 2}"
4,961,96,1,0,1,trigger_event(9611); stop,3,"{""0x00A6"": 3}"
4,9611,96,2,30,1,set_switch(7); set_switch(16); set_switch(17); stop,3,"{""0x00A6"": 3}"
4,971,97,1,0,1,trigger_event(9711); stop,1,"{""0x0042"": 1}"
