label,line,instructions
start,16,16
label0001,40,1
label0096,43,2
label00C8,47,33
label00C9,82,2
label00FA,86,5
label00FB,93,8
label00FC,103,8
label00FD,113,8
label00FE,123,8
label009E,133,3
label009F,138,25
label0136,165,24
label0137,192,5
label0138,199,8
label0139,209,5
label0140,216,5
label014A,224,5
label0159,232,8
label015A,243,7
label0154,252,7
label015E,262,8
label015F,273,5
label0172,280,21
label0173,303,6
label01A0,311,2
label0195,315,18
label01A1,335,2
label01A2,339,3
label0226,344,13
label01A5,359,3
label01A6,364,15
label0227,381,14
label0228,397,11
label0320,410,4
label0326,417,11
label00DC,430,13
label00DD,445,13
label00CF,460,1
label00D0,463,7
