label,line,opcode,args
label005E,24,read_switch_flag_on_floor,r1-r3
label005E,28,set_switch_flag_sync,"... r1, r2"
label005C,34,read_switch_flag_on_floor,r1-r3
label005C,38,clear_switch_flag_sync,"... r1, r2"
label0027,224,read_switch_flag_on_floor,r60-r62
start,354,set_qt_success,label00B6
start,355,set_qt_failure,label009B
start,363,set_floor_handler,"... 0x0 /* 0 */, label00A5"
start,366,set_floor_handler,"... 0x5 /* 5 */, label00C0"
start,369,set_floor_handler,"... 0x8 /* 8 */, label00A6"
label00CE,392,pl_add_meseta2,... 0x7D0 /* 2000 */
label006E,403,pl_add_meseta2,... 0x1388 /* 5000 */
label00BF,413,pl_add_meseta2,... 0x2710 /* 10000 */
label0097,423,pl_add_meseta2,... 0x4E20 /* 20000 */
label0098,434,switch_call,"r250, [label0032, label0035, label0039, label003E]"
label006F,482,jmpi_eq,"r254, 0x00000001, label00CF"
label006F,483,jmpi_eq,"r253, 0x00000001, label0014"
label0475,509,jmpi_eq,"r255, 0x00000001, label003A"
label0475,510,jmpi_eq,"r254, 0x00000001, label0064"
label0475,511,jmpi_eq,"r253, 0x00000001, label0061"
label007F,534,set_quest_board_handler,"... 0x0 /* 0 */, label0093, ""現在の倒したエネミー数"""
label0064,610,set,r255
label0473,667,jmpi_eq,"r255, 0x00000001, label00C5"
label0473,668,jmpi_eq,"r254, 0x00000001, label004D"
label0473,669,jmpi_eq,"r253, 0x00000001, label0053"
label00C9,681,switch_jmp,"r58, [label0006, label004C, label009E]"
label0080,692,switch_jmp,"r58, [label00C9, label009E]"
label00C5,810,switch_call,"r58, [label009F, label0022, label00B9, label0015, label0088, label0099, label00AE, label0001]"
label0472,880,jmpi_eq,"r254, 0x00000001, label005D"
label0472,881,jmpi_eq,"r253, 0x00000001, label0062"
label0474,974,jmpi_eq,"r254, 0x00000001, label0025"
label0474,975,jmpi_eq,"r253, 0x00000001, label002C"
label001F,1102,sync_register2,"... r254, 0x1 /* 1 */"
label0021,1108,sync_register2,"... r254, 0x1 /* 1 */"
label000A,1114,sync_register2,"... r254, 0x1 /* 1 */"
label0042,1122,read_switch_flag_on_floor,r60-r62
label0019,1140,switch_call,"r250, [label003B, label003F, label0044, label0046]"
label003B,1147,sync_register2,"... r164, 0x1 /* 1 */"
label003F,1153,sync_register2,"... r165, 0x1 /* 1 */"
label0044,1159,sync_register2,"... r166, 0x1 /* 1 */"
label0046,1166,sync_register2,"... r167, 0x1 /* 1 */"
label000C,1202,gettime,r102
label000C,1211,set_switch_flag_sync,"... 0x5 /* 5 */, 0x42 /* 66 */"
label0075,1227,read_switch_flag_on_floor,r60-r62
label0082,1245,switch_call,"r250, [label00B3, label00B8, label00BB, label00C1]"
label00B3,1251,sync_register2,"... r213, 0x1 /* 1 */"
label00B8,1257,sync_register2,"... r214, 0x1 /* 1 */"
label00BB,1263,sync_register2,"... r215, 0x1 /* 1 */"
label00C1,1269,sync_register2,"... r216, 0x1 /* 1 */"
label00B0,1290,read_switch_flag_on_floor,r60-r62
label00B0,1294,switch_jmp,"r0, [label0078, label006A]"
label0078,1300,clear_switch_flag_sync,"... 0x5 /* 5 */, 0x42 /* 66 */"
label006A,1306,set_switch_flag_sync,"... 0x5 /* 5 */, 0x42 /* 66 */"
label00C6,1313,gettime,r102
label0094,1437,jmpi_eq,"r253, 0x00000001, label0001"
label00AA,1449,switch_jmp,"r250, [label0083, label0084, label0086, label0089]"
label0083,1459,sync_register2,"... r135, 0x1 /* 1 */"
label0084,1469,sync_register2,"... r136, 0x1 /* 1 */"
label0086,1479,sync_register2,"... r137, 0x1 /* 1 */"
label0089,1489,sync_register2,"... r138, 0x1 /* 1 */"
label00B4,1493,switch_jmp,"r250, [label0011, label0017, label001A, label001C]"
label007A,1529,jmpi_eq,"r253, 0x00000001, label0001"
label007A,1530,jmpi_eq,"r254, 0x00000001, label0001"
label0050,1538,jmpi_eq,"r254, 0x00000001, label0001"
label0050,1542,show_timer,
label0050,1544,gettime,r104
label0050,1548,winset_time,r106
label00D1,1565,jmpi_eq,"r253, 0x00000001, label0001"
label002E,1582,jmpi_eq,"r253, 0x00000001, label0033"
label0040,1599,sync_register2,"... r108, 0x1 /* 1 */"
label0005,1605,sync_register2,"... r108, 0x1 /* 1 */"
label008C,1612,jmpi_eq,"r253, 0x00000001, label0001"
label008C,1621,set,r253
label00A2,1631,hide_timer,
label00C2,1641,jmpi_eq,"r254, 0x00000001, label0001"
label00C2,1642,jmpi_eq,"r253, 0x00000001, label0001"
label00C8,1657,jmpi_eq,"r254, 0x00000001, label0001"
label00C8,1658,jmpi_eq,"r253, 0x00000001, label0001"
label00CB,1672,jmpi_eq,"r253, 0x00000001, label0001"
label00CB,1674,jmpi_ne,"r254, 0x00000001, label00CB"
label00D2,1694,clear,r254
label00D2,1695,set,r253
label0070,1759,let,"r60, r254"
label0049,1855,jmpi_eq,"r253, 0x00000001, label0001"
label0049,1856,jmpi_eq,"r254, 0x00000001, label0001"
label00BD,1861,jmpi_eq,"r254, 0x00000001, label000D"
label00BD,1862,jmpi_eq,"r253, 0x00000001, label000D"
label0029,1873,gettime,r143
label0029,1882,sync_register2,"... r147, 0x1 /* 1 */"
label00D3,1895,switch_jmp,"r60, [label0012, label00CC, label005B, label0041, label0058, label0091, label007C, label00CD, label0071, label00D5, label007D, label0059, label0095]"
label0012,1900,let,"r60, r254"
label00CC,1920,let,"r60, r254"
label0071,2046,hide_timer,
label0071,2048,gettime,r104
label004A,2060,clear,r253
label004A,2061,set,r254
label00D5,2079,hide_timer,
label00D5,2082,clear,r254
label00D5,2083,set,r253
label007D,2098,let,"r60, r254"
