floor,index,file_offset,type,room,group,x,y,z,p1,p2,p3,p4,p5,p6
2,0,0x10,0x8d,4,0,-1.150787353515625,18.791725158691406,976.2293090820312,1.0,1.0,1.0,30,0,209
2,1,0x54,0x92,4,0,-87.83026123046875,53.89057159423828,147.83316040039062,0.0,1.0,0.0,0,0,0
2,2,0x98,0x92,4,0,-107.83026123046875,53.89057159423828,147.83316040039062,0.0,1.0,0.0,0,0,0
2,3,0xdc,0x92,4,0,-97.83026123046875,53.89057159423828,167.83316040039062,0.0,1.0,0.0,0,0,0
2,4,0x120,0x92,4,0,-77.83026123046875,53.89057159423828,167.83316040039062,0.0,1.0,0.0,0,0,0
2,5,0x164,0x19,4,0,-324.5910339355469,60.567867279052734,-20.828216552734375,1.0,1.0,1.0,11,90,0
2,6,0x1a8,0x0,4,0,-284.51922607421875,58.95861053466797,-10.4669189453125,0.0,1.0,1.0,1,0,0
2,7,0x1ec,0x0,4,0,-284.51922607421875,58.71126174926758,-30.4669189453125,1.000000238418579,1.0,1.0,1,0,0
2,8,0x230,0x0,4,0,-284.51922607421875,59.205963134765625,9.5330810546875,2.000000476837158,1.0,1.0,1,0,0
2,9,0x274,0x0,4,0,-284.51922607421875,59.205963134765625,-50.4669189453125,3.0000007152557373,1.0,1.0,1,0,0
2,10,0x2b8,0xe,4,0,-291.93072509765625,59.98615264892578,-19.771148681640625,5.000000953674316,4.100000381469727,4.100001335144043,0,49152,0
2,11,0x2fc,0x8,12,0,-90.17535400390625,57.17896270751953,19.813308715820312,101.00005340576172,1.0,1.0,121,0,0
2,12,0x340,0x8,12,0,-90.17535400390625,57.17896270751953,19.813308715820312,101.00005340576172,1.0,1.0,122,0,0
2,13,0x384,0x8,12,0,94.34515380859375,57.17896270751953,-370.3745422363281,41.00002670288086,1.0,1.0,41,0,0
2,14,0x3c8,0x8,12,0,11.6259765625,57.17896270751953,-501.92974853515625,41.00002670288086,1.0,1.0,42,0,0
2,15,0x40c,0x2,12,0,-160.00457763671875,58.40423583984375,-10.004135131835938,1.0,1.0,1.0,0,0,0
2,16,0x450,0x80,12,0,53.62725830078125,50.993186950683594,-277.7227783203125,1.0,1.0000015497207642,1.0000005960464478,2314,2816,0
2,17,0x494,0x0,12,0,-129.24267578125,56.509605407714844,-57.76179504394531,1.000000238418579,1.0,1.0,0,0,0
2,18,0x4d8,0xe,12,0,53.371337890625,50.99711990356445,-277.44390869140625,3.9999520778656006,4.100001335144043,12.09996509552002,0,61440,0
2,19,0x51c,0xe,12,0,-128.01458740234375,56.715938568115234,-36.6241455078125,7.99995231628418,12.100006103515625,12.09996509552002,0,57344,0
2,20,0x560,0x88,12,0,85.0989990234375,54.70106887817383,15.863250732421875,0.9999399185180664,1.000000238418579,0.9999595880508423,2309,0,0
2,21,0x5a4,0x88,12,0,96.56402587890625,54.70106887817383,-1.055511474609375,0.9999399185180664,1.000000238418579,0.9999595880508423,2309,0,0
2,22,0x5e8,0x88,12,0,81.31671142578125,54.70106887817383,-10.986068725585938,0.9999399185180664,1.000000238418579,0.9999595880508423,2309,0,0
2,23,0x62c,0x88,12,0,69.96844482421875,54.70106887817383,5.10064697265625,0.9999399185180664,1.000000238418579,0.9999595880508423,2309,0,0
2,24,0x670,0x88,12,0,58.92413330078125,54.70106887817383,21.398544311523438,0.9999399185180664,1.000000238418579,0.9999595880508423,2309,0,0
2,25,0x6b4,0x0,12,0,-107.24267578125,56.509605407714844,-47.76179504394531,2.000000476837158,1.0,1.0,0,0,0
2,26,0x6f8,0x0,12,0,-118.24267578125,56.509605407714844,-58.76179504394531,0.0,1.0,1.0,0,0,0
2,27,0x73c,0x0,12,0,-118.24267578125,56.509605407714844,-47.76179504394531,3.0000007152557373,1.0,1.0,0,0,0
2,28,0x780,0x8b,12,0,100.004150390625,52.7955436706543,-58.997283935546875,1.0,1.0,1.0,0,0,0
5,0,0x7d4,0xc2,1,0,-1.9073486328125e-06,0.0,-85.0000228881836,1.000000238418579,1.000000238418579,1.0000097751617432,8,0,0
5,1,0x818,0x19,1,0,3.814697265625e-06,0.0,32.999977111816406,1.0,1.0,1.0,0,90,0
5,2,0x85c,0x0,1,0,10.000001907348633,0.0,-10.000007629394531,1.000000238418579,1.0,1.0,0,0,0
5,3,0x8a0,0x0,1,0,-9.999998092651367,0.0,-10.000045776367188,0.0,1.0,1.0,0,0,0
5,4,0x8e4,0x0,1,0,-30.000003814697266,0.0,9.999984741210938,2.000000476837158,1.0,1.0,0,0,0
5,5,0x928,0x0,1,0,29.999996185302734,0.0,9.999908447265625,3.0000007152557373,1.0,1.0,0,0,0
5,6,0x96c,0x2,10,0,-45.0,0.0,12.0,1.0,1.0,1.0,2,0,0
5,7,0x9b0,0x0,10,0,-5.0,0.0,0.0,0.0,1.0,1.0,1,0,0
5,8,0x9f4,0x0,10,0,5.0,0.0,0.0,1.000000238418579,1.0,1.0,1,0,0
5,9,0xa38,0x0,10,0,-14.0,0.0,10.0,2.000000476837158,1.0,1.0,1,0,0
5,10,0xa7c,0x0,10,0,14.0,0.0,10.0,3.0000007152557373,1.0,1.0,1,0,0
5,11,0xac0,0x8,50,0,0.0,0.0,0.0,131.0000762939453,1.0,1.0,501,0,0
5,12,0xb04,0x8,50,0,-73.76837158203125,0.0,-417.0152587890625,71.00003051757812,1.0,1.0,502,0,0
5,13,0xb48,0x8,50,0,336.0971374511719,0.0,-75.06080627441406,21.000011444091797,1.0,1.0,601,0,0
5,14,0xb8c,0x8,50,0,336.0971374511719,0.0,-75.06080627441406,21.000011444091797,1.0,1.0,602,0,0
5,15,0xbd0,0x8,50,0,726.0970458984375,0.0,-72.8697280883789,21.000011444091797,1.0,1.0,611,0,0
5,16,0xc14,0x8,50,0,726.0970458984375,0.0,-72.8697280883789,21.000011444091797,1.0,1.0,612,0,0
5,17,0xc58,0x8,50,0,1106.7293701171875,0.0,-75.5865478515625,21.000011444091797,1.0,1.0,511,0,0
5,18,0xc9c,0x8,50,0,1106.7293701171875,0.0,-75.5865478515625,21.000011444091797,1.0,1.0,512,0,0
5,19,0xce0,0xc2,50,0,-75.0,0.0,185.0,1.000000238418579,1.000000238418579,1.0000097751617432,-1,0,0
5,20,0xd24,0xc2,50,0,185.0,0.0,-75.0,1.0,1.0,1.0,2,0,0
5,21,0xd68,0xc2,50,0,-75.0,0.0,185.0,1.000000238418579,1.000000238418579,1.0000097751617432,-1,0,0
5,22,0xdac,0xc2,50,0,185.0,0.0,-75.0,1.0,1.0,1.0,2,0,0
5,23,0xdf0,0x22,50,0,-75.0,0.0,-185.00006103515625,11.000004768371582,1.0,1.0,21,-1,0
5,24,0xe34,0x24,50,0,-75.0,0.0,-175.00006103515625,0.0,0.0,1.0,21,20,-1
5,25,0xe78,0x24,50,0,-75.0,0.0,-195.00006103515625,0.0,0.0,1.0,21,20,-1
5,26,0xebc,0xc2,51,0,-75.0,0.0,-185.00003051757812,1.000000238418579,1.000000238418579,1.0000057220458984,6,0,0
5,27,0xf00,0xc2,51,0,75.00003814697266,0.0,185.0,1.000000238418579,1.000000238418579,1.0000057220458984,8,0,0
5,28,0xf44,0xc2,60,0,-124.99993896484375,0.0,0.011993408203125,1.0,1.0,1.0,2,0,0
5,29,0xf88,0xc2,60,0,125.00006103515625,1.0,-0.011962890625,1.0,1.0,1.0,4,0,0
5,30,0xfcc,0xc2,61,0,-124.99993896484375,0.0,0.011993408203125,1.0,1.0,1.0,4,0,0
5,31,0x1010,0xc2,61,0,125.00006103515625,1.0,-0.011962890625,1.0,1.0,1.0,6,0,0
5,32,0x1054,0xc3,62,0,0.0,0.0,0.0,1.0,1.0,90.00004577636719,41,0,2
5,33,0x1098,0xc3,62,0,3.814697265625e-06,0.0,40.0,1.0,1.0,90.00004577636719,40,0,2
5,34,0x10dc,0xc3,62,0,3.814697265625e-06,0.0,80.0,1.0,1.0,90.00004577636719,40,0,2
5,35,0x1120,0xc3,62,0,3.814697265625e-06,0.0,-40.0,1.0,1.0,90.00004577636719,40,0,2
5,36,0x1164,0xc3,62,0,3.814697265625e-06,0.0,-80.0,1.0,1.0,90.00004577636719,40,0,2
5,37,0x11a8,0x96,62,0,3.814697265625e-06,0.0,60.0,0.0,20.000011444091797,45.00001907348633,40,0,-1
5,38,0x11ec,0x96,62,0,3.814697265625e-06,0.0,-60.0,0.0,20.000011444091797,45.00001907348633,40,0,-1
5,39,0x1230,0xc2,62,0,125.00006103515625,1.0,-0.011962890625,1.0,1.0,1.0,12,0,0
5,40,0x1274,0xde,62,0,60.00004577636719,0.0,0.0,1.0,1.0,1.0,41,0,1
5,41,0x12b8,0x22,62,0,60.00004577636719,1.000000238418579,0.0,-1.5000001192092896,1.0,1.0,41,-1,0
7,0,0x130c,0x0,1,0,-10.00048828125,0.0,-15.0,0.0,1.0,1.0,0,0,0
7,1,0x1350,0x0,1,0,9.99951171875,0.0,-15.0,1.000000238418579,1.0,1.0,0,0,0
7,2,0x1394,0x0,1,0,-30.0,0.0,0.0,2.000000476837158,1.0,1.0,0,0,0
7,3,0x13d8,0x0,1,0,30.0,0.0,0.0,3.0000007152557373,1.0,1.0,0,0,0
7,4,0x141c,0x19,1,0,0.0,0.0,25.0,1.0,1.0,1.0,0,90,0
7,5,0x1460,0x8,2,0,7.62939453125e-06,0.0,-1.52587890625e-05,51.000022888183594,1.0,1.0,511,0,0
