label,line,instructions
start,16,62
label0001,81,1
label0004,84,22
label0009,108,5
label0096,115,6
label012C,123,3
label012D,128,2
label0131,132,4
label0132,138,1
label0133,141,6
label00B5,149,6
label00B6,157,9
label00B7,168,9
label00B8,179,9
label00B9,190,9
label00B4,201,9
label0066,212,10
label0003,224,4
label0006,230,4
label0008,236,4
label0067,242,10
label0002,254,4
label0005,260,4
label0007,266,4
label0068,272,16
label0069,290,1
label006A,293,4
label006B,299,4
label006C,305,4
label00C8,311,8
label0105,321,3
label0106,326,3
label0107,331,3
label0108,336,3
label0109,341,3
label010A,346,3
label010B,351,3
label00FB,356,4
label012F,362,6
label0130,370,6
label0136,378,5
label0097,385,0
label0098,390,0
label0099,395,0
label009A,400,0
label009B,405,0
label009C,410,0
label00A1,415,12
label00D2,429,8
label00D3,439,6
label00DC,447,6
label00E6,455,22
label0063,479,8
label0137,489,3
label0190,494,4
label0191,500,4
