source,opcode,target,line
label0033,jmpi_ne,label0067,25
label0032,jmpi_eq,label0008,35
label002B,jmpi_le,label001F,47
label002B,jmp,label002B,50
label003D,call,label0070,56
label003D,va_call,label0051,61
label0023,jmpi_eq,label0038,139
label0023,jmpi_eq,label0038,140
label0023,jmpi_eq,label0038,141
label0017,jmpi_eq,label0038,147
label0017,jmpi_eq,label0038,148
label0017,jmpi_eq,label0038,149
label0019,jmpi_eq,label0038,155
label0019,jmpi_eq,label0038,156
label0019,jmpi_eq,label0038,157
label001D,jmpi_eq,label0038,163
label001D,jmpi_eq,label0038,164
label001D,jmpi_eq,label0038,165
label0060,call,label0023,175
label0060,jmpi_eq,label0060,176
label0054,call,label0017,182
label0054,jmpi_eq,label0054,183
label005B,call,label0019,189
label005B,jmpi_eq,label005B,190
label0063,call,label001D,196
label0063,jmpi_eq,label0063,197
label0056,va_call,label0033,210
label000F,thread_stg,label0010,215
label0010,call,label0016,220
label0010,jmpi_ne,label002D,221
label0010,jmpi_eq,label0010,225
label0010,call,label0031,226
label0014,va_call,label006B,234
label0014,jmpi_ne,label006A,237
label0014,jmpi_eq,label0011,239
label006A,jmpi_eq,label0011,247
label0085,jmpi_eq,label002E,252
label0085,va_call,label0014,256
label0085,jmpi_le,label0015,258
label002E,va_call,label0014,266
label007E,va_call,label004B,275
label006B,va_call,label007E,283
label006B,va_call,label004B,288
label0041,va_call,label007E,297
label0041,va_call,label004B,302
label000E,jmpi_eq,label0053,324
label000E,jmpi_eq,label0057,325
label000E,jmpi_eq,label0061,326
label000E,jmpi_eq,label0071,327
label0053,jmpi_eq,label0071,333
label0057,jmpi_eq,label0071,339
label0061,jmpi_eq,label0071,345
start,set_floor_handler,label0096,359
start,set_floor_handler,label0097,362
start,set_floor_handler,label0098,365
start,set_qt_success,label00FA,366
start,switch_call,label0034,368
start,switch_call,label0076,368
start,switch_call,label0002,368
start,switch_call,label0028,368
label0136,jmpi_eq,label0012,406
label0136,jmpi_eq,label000A,407
label0136,call,label0069,408
label0136,call,label006D,450
label0086,jmp,label0009,463
label0012,jmpi_eq,label004A,476
label0012,jmpi_eq,label0082,477
label0012,jmpi_eq,label0086,478
label0012,jmp,label0009,491
label004A,jmpi_eq,label005C,511
label0013,jmpi_eq,label0043,550
label0172,call,label0069,579
label0172,jmpi_gt,label0064,585
label0172,call,label006D,596
label0064,switch_jmp,label003F,612
label0064,switch_jmp,label0058,612
label003F,call,label006D,624
label0058,switch_jmp,label0042,641
label0058,switch_jmp,label006E,641
label0058,switch_jmp,label008C,641
label0042,switch_jmp,label003F,656
label0042,switch_jmp,label004C,656
label006E,switch_jmp,label003F,672
label006E,switch_jmp,label0065,672
label008C,switch_jmp,label003F,688
label008C,switch_jmp,label0044,688
label004C,jmpi_lt,label0050,699
label004C,jmpi_gt,label000D,700
label004C,call,label0018,707
label004C,call,label005E,708
label004C,call,label006D,709
label000D,jmpi_eq,label0073,714
label000D,call,label0018,721
label000D,call,label005E,722
label000D,call,label006D,723
label0065,jmpi_lt,label0077,734
label0065,jmpi_gt,label0039,735
label0065,call,label0018,742
label0065,call,label005E,743
label0065,call,label006D,744
label0039,jmpi_eq,label0073,749
label0039,call,label0018,756
label0039,call,label005E,757
label0039,call,label006D,758
label0044,jmpi_lt,label004F,769
label0044,jmpi_gt,label000C,770
label0044,call,label0018,777
label0044,call,label005E,778
label0044,call,label006D,779
label000C,jmpi_eq,label0073,784
label000C,call,label0018,791
label000C,call,label005E,792
label000C,call,label006D,793
label0073,call,label006D,805
label0050,call,label006D,818
label0077,call,label006D,830
label004F,call,label006D,842
label0006,switch_call,label0001,907
label0006,switch_call,label004F,907
label0006,switch_call,label0073,907
label0006,switch_call,label0024,907
label0006,switch_call,label0024,907
label0006,switch_call,label0024,907
label003A,jmpi_ge,label0024,918
label003A,jmpi_eq,label003A,919
label005E,jmpi_eq,label005E,931
label014A,jmpi_eq,label0007,936
label0096,jmpi_eq,label00FB,956
label0096,jmpi_eq,label0078,957
label0096,call,label0136,976
label0097,jmpi_eq,label0001,985
label0097,call,label0107,986
label0097,thread_stg,label00C8,987
label0098,jmpi_eq,label0001,991
label0098,thread_stg,label0037,992
label0098,call,label0107,993
label0098,thread_stg,label00C8,994
label00C8,jmpi_eq,label00CA,1008
label00C8,jmpi_eq,label00C8,1012
label00C9,call,label0049,1017
label006C,jmpi_eq,label0001,1045
label006C,thread_stg,label001A,1046
label001A,jmpi_gt,label008D,1050
label001A,call,label0004,1052
label001A,jmp,label008D,1054
label0047,jmpi_gt,label0047,1063
label0047,jmpi_eq,label007C,1064
label0047,jmpi_eq,label0036,1065
label0047,jmpi_eq,label0048,1072
label0047,jmpi_eq,label008E,1073
label0047,jmpi_eq,label0083,1074
label0047,jmpi_gt,label008D,1075
label0047,jmp,label0036,1078
label0025,jmpi_eq,label0025,1096
label0025,jmp,label008D,1098
label006F,jmpi_eq,label006F,1116
label006F,jmp,label008D,1119
label0066,jmpi_eq,label0066,1145
label0066,jmp,label008D,1147
label0036,call,label002F,1164
label0049,call,label0021,1196
label0049,call,label001B,1197
label0022,call,label001B,1201
label0022,call,label001B,1202
label002F,call,label0049,1206
label002F,call,label0049,1207
label005D,call,label002F,1211
label005D,call,label0049,1212
label004D,call,label002F,1216
label004D,call,label002F,1217
label0062,call,label005D,1221
label0062,call,label005D,1222
label0069,call,label0003,1248
label006D,call,label008A,1258
label008A,switch_call,label0026,1265
label008A,switch_call,label0029,1265
label008A,switch_call,label002C,1265
label008A,switch_call,label0030,1265
label0003,switch_call,label007F,1291
label0003,switch_call,label0084,1291
label0003,switch_call,label0088,1291
label0003,switch_call,label008B,1291
label0168,jmpi_eq,label0001,1319
label0168,jmpi_eq,label0001,1320
label0168,jmpi_eq,label0001,1321
label0168,call,label0069,1322
label0168,call,label00DE,1323
label0168,call,label0080,1327
label0080,call,label0069,1331
label0080,call,label00DE,1332
label0080,switch_call,label0045,1352
label0080,switch_call,label000B,1352
label0080,call,label00DD,1357
label0080,call,label006D,1358
label000B,set_quest_board_handler,label0123,1386
label0009,jmpi_eq,label001C,1411
label007D,jmpi_eq,label007A,1429
label007D,jmpi_eq,label001C,1431
label007D,call,label0049,1433
label007D,jmp,label007D,1434
label007A,jmp,label001E,1442
label001C,call,label0049,1446
label0055,jmpi_eq,label0001,1457
label0055,jmpi_eq,label0001,1458
label0055,jmpi_eq,label0055,1464
label0037,jmpi_eq,label0001,1472
label0037,jmpi_eq,label0001,1473
label0037,jmpi_eq,label0037,1479
label003B,jmpi_eq,label0001,1487
label003B,jmpi_eq,label0001,1488
label003B,jmpi_eq,label003B,1494
label003B,thread_stg,label0037,1499
label0081,switch_jmp,label0059,1558
label0081,switch_jmp,label0040,1558
label0081,switch_jmp,label005F,1558
label0081,switch_jmp,label003C,1558
label0035,jmpi_eq,label002A,1604
label0035,jmp,label0035,1607
label005A,jmpi_eq,label0052,1640
label005A,jmp,label005A,1643
