label,line,instructions
start,20,15
label0001,37,1
label0096,40,6
label00AA,48,26
label00AB,76,7
label006F,85,3
label00FA,90,10
label00FB,102,8
label00AC,112,7
label009C,121,47
label009D,170,17
label012F,189,36
label014A,227,25
label0178,254,23
label0136,279,9
label0138,291,9
label0139,302,5
label013A,309,7
label0140,318,10
label0141,331,7
label014B,340,23
label014C,365,23
label0154,390,39
label0155,431,21
label015E,454,15
label015F,471,25
label0168,498,109
label0171,609,6
label0177,618,17
label0172,637,37
label00DC,676,15
label00DD,693,8
label00DE,703,9
label00DF,714,8
label00E0,724,1
label00E1,727,1
label00E2,730,14
label00E3,746,7
label00E4,755,14
label00E5,771,8
label00E8,781,8
label00E9,791,7
label00CF,800,1
label00D0,803,4
label00CD,809,1
label00CE,812,4
label00CC,818,9
label0118,829,9
label00C8,840,11
label00C9,853,8
label00CA,863,1
label0107,866,11
