label,line,opcode,args
start,49,set_qt_success,label01F4
start,55,set_floor_handler,"... 0x0 /* 0 */, label0068"
start,58,set_floor_handler,"... 0x6 /* 6 */, label0064"
start,61,set_floor_handler,"... 0x8 /* 8 */, label0066"
start,64,set_floor_handler,"... 0x9 /* 9 */, label0067"
label000B,101,switch_call,"r250, [label000C, label000D, label000E, label000F]"
label000C,108,sync_register2,"... r1, 0x1 /* 1 */"
label000D,114,sync_register2,"... r2, 0x1 /* 1 */"
label000E,120,sync_register2,"... r3, 0x1 /* 1 */"
label000F,126,sync_register2,"... r4, 0x1 /* 1 */"
label0014,162,set_switch_flag_sync,"... 0x9 /* 9 */, 0x64 /* 100 */"
label0014,165,set_switch_flag_sync,"... 0x9 /* 9 */, 0xB3 /* 179 */"
label0015,172,gettime,r90
label0016,178,jmpi_eq,"r254, 0x00000001, label0017"
label0016,179,gettime,r91
label0017,183,winset_time,r91
label0017,184,show_timer,
label012D,254,set,r255
label0031,268,switch_on,... 0xF0 /* 240 */
label0032,274,switch_on,... 0xF1 /* 241 */
label0033,280,switch_on,... 0xF2 /* 242 */
label0067,288,switch_call,"r250, [label006E, label006F, label0070, label0071]"
label0054,538,set_quest_board_handler,"... 0x0 /* 0 */, label0055, ""Seaside Filter"""
label0055,544,switch_call,"r250, [label0096, label0097, label0098, label0099]"
label0056,561,switch_call,"r250, [label009A, label009B, label009C, label009D]"
label005A,569,clear_quest_board_handler,... 0x0 /* 0 */
label0046,575,switch_call,"r250, [label0047, label0048, label0049, label004A]"
label0029,648,read_switch_flag_on_floor,r60-r62
label0029,658,switch_off,... 0x5A /* 90 */
label002A,675,read_switch_flag_on_floor,r60-r62
label002B,686,read_switch_flag_on_floor,r60-r62
label002C,697,read_switch_flag_on_floor,r60-r62
label002C,701,read_switch_flag_on_floor,r60-r62
label002C,705,set_switch_flag_sync,"... 0x9 /* 9 */, 0x32 /* 50 */"
label002D,713,read_switch_flag_on_floor,r60-r62
label002F,723,read_switch_flag_on_floor,r60-r62
label002F,727,read_switch_flag_on_floor,r60-r62
label0034,738,read_switch_flag_on_floor,r60-r62
label0034,741,set,r254
label002E,760,read_switch_flag_on_floor,r60-r62
label002E,764,sync_register2,"... r99, 0x2 /* 2 */"
label001E,783,read_switch_flag_on_floor,r60-r62
label001E,813,switch_off,... 0xC9 /* 201 */
label01F5,831,pl_add_meseta2,... 0x7D0 /* 2000 */
label01F6,841,pl_add_meseta2,... 0xFA0 /* 4000 */
label01F7,851,pl_add_meseta2,... 0x1770 /* 6000 */
label01F8,861,pl_add_meseta2,... 0x59D8 /* 23000 */
