label,line,instructions
start,16,50
label0001,68,4
label0002,74,4
label0003,80,1
label000A,83,11
label000B,97,6
label000C,105,4
label000D,111,4
label000E,117,4
label000F,123,4
label0010,129,6
label0011,137,3
label0012,142,3
label0013,147,3
label0014,152,17
label0015,171,3
label0016,176,4
label0017,182,3
label0068,187,44
label012C,233,7
label012D,242,14
label012E,258,5
label0031,265,4
label0032,271,4
label0033,277,4
label0067,283,8
label0096,293,5
label0097,300,5
label0098,307,5
label0099,314,5
label009A,321,5
label009B,328,5
label009C,335,6
label009D,343,5
label006E,350,2
label006F,354,2
label0070,358,2
label0071,362,2
label0072,366,19
label0474,387,19
label0475,408,19
label0476,429,19
label0076,450,19
label0077,471,19
label0078,492,19
label0079,513,19
label0054,534,6
label0055,542,6
label005F,550,7
label0056,560,5
label005A,567,4
label0046,573,4
label0047,579,2
label0048,583,2
label0049,587,2
label004A,591,2
label004B,595,4
label0050,601,7
label0051,611,6
label0066,619,7
label0064,628,6
label0065,636,2
label0028,640,2
label0029,644,16
label0037,662,7
label002A,671,9
label002B,682,9
label002C,693,13
label002D,708,9
label002F,719,12
label0034,733,21
label002E,756,9
label0030,767,6
label0019,775,2
label001E,779,36
label01F4,817,5
label01F5,824,8
label01F6,834,8
label01F7,844,8
label01F8,854,8
label0258,864,30
