label,line,instructions
start,16,57
label0001,77,1
label0004,81,22
label0009,105,5
label0096,112,6
label012C,120,3
label012D,125,2
label0131,129,4
label0132,135,1
label0133,138,6
label00B5,146,6
label00B6,154,9
label00B7,165,9
label00B8,176,9
label00B9,187,9
label00B4,198,9
label0066,209,11
label0067,222,11
label0068,235,12
label0069,249,1
label006A,252,4
label006B,258,4
label006C,264,4
label00C8,270,6
label0105,279,3
label0106,284,3
label0107,289,3
label0108,294,3
label0109,299,3
label00FB,304,4
label012E,310,5
label012F,317,11
label0130,330,6
label0136,338,5
label009A,345,17
label009B,364,14
label009C,380,14
label009D,396,15
label009E,413,12
label00D2,427,8
label00D3,438,6
label00DC,446,6
label00E6,455,22
label0063,480,8
label0137,490,4
