label,line,opcode,args
label003F,25,read_switch_flag_on_floor,r1-r3
label003F,29,set_switch_flag_sync,"... r1, r2"
label003E,35,read_switch_flag_on_floor,r1-r3
label003E,39,clear_switch_flag_sync,"... r1, r2"
label0018,224,read_switch_flag_on_floor,r60-r62
start,355,set_qt_success,label006F
start,356,set_qt_failure,label0058
start,363,set_floor_handler,"... 0x0 /* 0 */, label0060"
start,366,set_floor_handler,"... 0x3 /* 3 */, label006A"
label0457,506,gettime,r201
label0458,517,gettime,r201
label0459,528,gettime,r201
label007C,545,show_timer,
label007C,547,gettime,r201
label007C,550,winset_time,r203
label002D,555,hide_timer,
label002D,556,set,r253
label0013,571,hide_timer,
label0016,580,read_switch_flag_on_floor,r60-r62
label001A,616,read_switch_flag_on_floor,r60-r62
label002C,652,read_switch_flag_on_floor,r60-r62
label04B0,833,switch_jmp,"r150, [label0076, label0077]"
label0477,878,switch_jmp,"r131, [label0010, label0054]"
label0010,898,switch_jmp,"r131, [label0026, label0050]"
label0059,952,switch_jmp,"r131, [label0010, label0054]"
label0023,963,switch_jmp,"r131, [label0086, label0050]"
label002A,1017,switch_jmp,"r131, [label0024, label0004]"
label0027,1071,get_stackable_item_count,"r111-r114, r115"
label0039,1089,set,r253
label000F,1122,switch_jmp,"r150, [label0028, label004A, label0062, label008A, label000B]"
label0014,1237,switch_jmp,"r150, [label0034, label007A]"
label0017,1299,switch_jmp,"r150, [label003B, label007E]"
label001B,1361,switch_jmp,"r150, [label003D, label0082]"
label0031,1424,switch_jmp,"r150, [label0045, label005A, label007F, label0021, label0047, label002E]"
label0006,1520,switch_jmp,"r150, [label0035, label000D, label006E]"
label0083,1601,switch_jmp,"r150, [label0065, label0071]"
label0080,1657,switch_jmp,"r150, [label0056, label0042]"
label0056,1674,item_create2,"r100-r111, r112"
