label,line,instructions
start,16,11
label0001,29,1
label0096,32,3
label00AD,37,26
label00AE,65,15
label00FA,82,10
label00FB,94,7
label0097,103,10
label0002,115,60
label0136,177,27
label0137,207,7
label0138,216,26
label0139,244,5
label0140,251,33
label0141,286,9
label0142,297,9
label014A,308,12
label014B,323,7
label0154,332,3
label0158,337,15
label0155,354,4
label0156,360,8
label0157,370,33
label015E,405,33
label015F,440,26
label0160,468,33
label0161,503,25
label0162,530,27
label0163,559,14
label0168,575,46
label0169,623,10
label00C8,635,11
label00C9,648,8
label00CA,658,1
label00D7,661,5
label00DC,668,12
label00DD,682,8
label00DE,692,9
label00DF,703,8
label00E0,713,1
label00E1,716,1
label00E2,719,14
label00E3,735,7
label00E4,744,15
label00E5,761,8
label00E6,771,8
label00E7,781,8
label00CF,791,1
label00D0,794,4
label0118,800,14
label0122,816,4
label0107,822,13
