floor,event_id,room,wave,delay_frames,event_type,actions,enemy_records,enemy_types
2,110,11,0,0,1,set_switch(77); stop,0,{}
2,111,11,1,30,1,trigger_event(112); stop,2,"{""0x0041"": 2}"
2,112,11,2,45,1,stop,2,"{""0x0041"": 2}"
2,113,11,3,30,1,trigger_event(114); stop,3,"{""0x0043"": 3}"
2,114,11,4,10,1,trigger_event(115); stop,4,"{""0x0044"": 4}"
2,115,11,5,20,1,trigger_event(116); stop,1,"{""0x0040"": 1}"
2,116,11,6,30,1,stop,4,"{""0x0040"": 1, ""0x0044"": 3}"
2,31,3,1,10,1,trigger_event(32); stop,2,"{""0x0044"": 2}"
2,32,3,2,10,1,trigger_event(33); stop,5,"{""0x0043"": 2, ""0x0044"": 3}"
2,33,3,3,10,1,set_switch(51); stop,3,"{""0x0044"": 3}"
2,21,2,1,10,1,trigger_event(22); stop,5,"{""0x0041"": 3, ""0x0044"": 2}"
2,22,2,2,20,1,trigger_event(23); stop,5,"{""0x0040"": 1, ""0x0044"": 4}"
2,23,2,3,25,1,set_switch(63); stop,5,"{""0x0040"": 1, ""0x0043"": 4}"
2,10,1,0,0,1,set_switch(62); stop,0,{}
2,11,1,1,10,1,trigger_event(12); stop,1,"{""0x0042"": 1}"
2,12,1,2,10,1,stop,4,"{""0x0041"": 4}"
2,13,1,3,10,1,trigger_event(14); stop,3,"{""0x0044"": 3}"
2,14,1,4,10,1,trigger_event(15); stop,4,"{""0x0044"": 4}"
2,15,1,5,10,1,stop,3,"{""0x0044"": 3}"
2,61,6,1,30,1,trigger_event(62); stop,4,"{""0x0040"": 1, ""0x0044"": 3}"
2,62,6,2,10,1,trigger_event(63); stop,3,"{""0x0041"": 3}"
2,63,6,3,10,1,set_switch(9); stop,3,"{""0x0043"": 3}"
2,131,13,1,20,1,trigger_event(132); stop,6,"{""0x0043"": 2, ""0x0044"": 3, ""0x0040"": 1}"
2,132,13,2,10,1,trigger_event(133); stop,6,"{""0x0044"": 6}"
2,133,13,3,10,1,trigger_event(134); stop,8,"{""0x0044"": 2, ""0x0043"": 6}"
2,134,13,4,10,1,"construct_objects(room=13,group_or_wave=1); set_switch(120); stop",6,"{""0x0041"": 3, ""0x0044"": 3}"
2,151,15,1,5,1,trigger_event(152); stop,1,"{""0x0042"": 1}"
2,152,15,2,10,1,trigger_event(153); stop,4,"{""0x0041"": 4}"
2,153,15,3,10,1,trigger_event(154); stop,5,"{""0x0043"": 4, ""0x0040"": 1}"
2,154,15,4,10,1,"set_switch(90); construct_objects(room=15,group_or_wave=1); stop",7,"{""0x0044"": 7}"
2,120,12,0,0,1,set_switch(10); stop,0,{}
2,121,12,1,10,1,set_switch(100); stop,2,"{""0x0042"": 2}"
2,122,12,2,60,1,trigger_event(123); stop,3,"{""0x0041"": 3}"
2,123,12,3,20,1,trigger_event(124); stop,3,"{""0x0044"": 3}"
2,127,12,7,10,1,trigger_event(126); stop,5,"{""0x0040"": 1, ""0x0044"": 4}"
2,124,12,4,150,1,set_switch(101); stop,4,"{""0x0044"": 3, ""0x0040"": 1}"
2,125,12,5,30,1,trigger_event(127); stop,5,"{""0x0043"": 5}"
2,126,12,6,20,1,stop,6,"{""0x0040"": 3, ""0x0044"": 3}"
