label,line,opcode,args
label00F1,17,switch_call,"r250, [label0133, label014E, label0161, label018B]"
label0106,61,switch_call,"r250, [label0174, label019B, label0015, label0022]"
start,406,set_floor_handler,"... 0x0 /* 0 */, label012C"
start,409,set_floor_handler,"... 0x1 /* 1 */, label0136"
start,412,set_floor_handler,"... 0xE /* 14 */, label0140"
start,415,set_floor_handler,"... 0x3 /* 3 */, label014A"
start,418,set_floor_handler,"... 0xF /* 15 */, label0154"
start,421,set_floor_handler,"... 0x9 /* 9 */, label015E"
start,424,set_floor_handler,"... 0xC /* 12 */, label0168"
start,427,set_floor_handler,"... 0xB /* 11 */, label0172"
start,430,set_floor_handler,"... 0xD /* 13 */, label017C"
start,433,set_floor_handler,"... 0x11 /* 17 */, label0186"
start,434,set_qt_success,label009D
start,435,set_qt_failure,label015C
label006F,522,switch_jmp,"r252, [label0142, label0119, label0177, label016A]"
label0142,525,switch_jmp,"r47, [label00B0, label001C, label0024, label004F, label003C]"
label0119,528,switch_jmp,"r47, [label001C, label0024, label0032, label0049, label0033]"
label0177,531,switch_jmp,"r47, [label0043, label002A, label0044, label00D4, label0056]"
label016A,534,switch_jmp,"r47, [label0024, label0032, label0050, label0051, label003D]"
label00B0,539,pl_add_meseta,"... 0xFA /* 250 */, 0x1F4 /* 500 */"
label001C,548,pl_add_meseta,"... 0xFA /* 250 */, 0x3E8 /* 1000 */"
label0043,557,pl_add_meseta,"... 0xFA /* 250 */, 0x5DC /* 1500 */"
label0024,566,pl_add_meseta,"... 0xFA /* 250 */, 0x7D0 /* 2000 */"
label002A,575,pl_add_meseta,"... 0xFA /* 250 */, 0xBB8 /* 3000 */"
label004F,584,pl_add_meseta,"... 0xFA /* 250 */, 0xDAC /* 3500 */"
label0032,593,pl_add_meseta,"... 0xFA /* 250 */, 0xFA0 /* 4000 */"
label003C,602,pl_add_meseta,"... 0xFA /* 250 */, 0x1388 /* 5000 */"
label0044,611,pl_add_meseta,"... 0xFA /* 250 */, 0x1770 /* 6000 */"
label0049,620,pl_add_meseta,"... 0xFA /* 250 */, 0x1B58 /* 7000 */"
label0050,629,pl_add_meseta,"... 0xFA /* 250 */, 0x1F40 /* 8000 */"
label0033,638,pl_add_meseta,"... 0xFA /* 250 */, 0x2710 /* 10000 */"
label00D4,647,pl_add_meseta,"... 0xFA /* 250 */, 0x2904 /* 10500 */"
label0051,656,pl_add_meseta,"... 0xFA /* 250 */, 0x36B0 /* 14000 */"
label0056,665,pl_add_meseta,"... 0xFA /* 250 */, 0x3A98 /* 15000 */"
label003D,674,pl_add_meseta,"... 0xFA /* 250 */, 0x4E20 /* 20000 */"
label0011,804,sync_register2,"... r92, 0x0 /* 0 */"
label03E8,821,jmpi_eq,"r255, 0x00000001, label03EC"
label03E8,823,jmpi_eq,"r254, 0x00000001, label03EA"
label03F2,868,jmpi_eq,"r255, 0x00000001, label03F7"
label03F2,870,jmpi_eq,"r254, 0x00000001, label03F5"
label0025,946,switch_jmp,"r47, [label004A, label002B, label0019, label0052, label0077]"
label004A,962,switch_call,"r252, [label0135, label011A, label0192, label0137]"
label004A,964,set,r255
label002B,977,switch_call,"r252, [label011A, label0137, label014F, label0164]"
label002B,979,set,r255
label0019,990,switch_call,"r252, [label0137, label0164, label000C, label0034]"
label0019,992,set,r255
label0052,1003,switch_call,"r252, [label001D, label001B, label00ED, label00D9]"
label0052,1005,set,r255
label0077,1018,switch_call,"r252, [label018C, label00D5, label0126, label00E8]"
label0077,1020,set,r255
label00E4,1328,switch_jmp,"r49, [label0088, label00EA, label0081, label009F, label00CD]"
label0088,1343,switch_jmp,"r60, [label0035, label00E9]"
label00EA,1542,switch_jmp,"r60, [label0098, label00B1]"
