label,line,opcode,args
start,32,set_floor_handler,"... 0x0 /* 0 */, label0096"
start,35,set_floor_handler,"... 0x1 /* 1 */, label0097"
start,38,set_floor_handler,"... 0x4 /* 4 */, label009A"
start,41,set_floor_handler,"... 0x6 /* 6 */, label009C"
start,44,set_floor_handler,"... 0x9 /* 9 */, label009F"
start,45,set_qt_exit,label006F
start,46,set_qt_cancel,label006F
start,48,set_qt_success,label00FA
label0096,70,switch_jmp,"r0, [label00AA, label00AB]"
label00AB,87,jmpi_eq,"r253, 0x00000001, label00FF"
label0097,97,switch_jmp,"r10, [label00AF, label00B0]"
label00AF,110,switch_on,... 0x1 /* 1 */
label00AF,112,switch_on,... 0x4 /* 4 */
label00AF,114,switch_on,... 0x5 /* 5 */
label00AF,116,switch_on,... 0x6 /* 6 */
label00AF,118,switch_on,... 0x9 /* 9 */
label00AF,120,switch_on,... 0xA /* 10 */
label00AF,122,switch_on,... 0x3C /* 60 */
label00AF,124,switch_on,... 0x50 /* 80 */
label00BE,220,switch_on,... 0xEB /* 235 */
label00C1,455,switch_call,"r29, [label0001, label03DC, label03DC]"
label00C2,695,switch_jmp,"r23, [label0001, label00C3, label00C4, label00C5, label0001]"
label009C,873,switch_jmp,"r35, [label00B3, label00B4, label00B5, label00B6, label00B7, label00B8, label00B9]"
label0140,1056,jmpi_eq,"r255, 0x00000001, label013B"
label0140,1057,jmpi_eq,"r254, 0x00000001, label013A"
label0140,1086,switch_jmp,"r100, [label0138, label0137]"
label013C,1160,set,r255
label013D,1183,set,r255
label013E,1204,set,r255
label0190,1274,switch_jmp,"r100, [label0191, label0192]"
label0193,1312,gettime,r170
label0398,1367,switch_on,... 0x3 /* 3 */
label01DB,1438,switch_jmp,"r16, [label01D8, label01D9, label01DA]"
label01A0,1663,switch_jmp,"r16, [label01A1, label01A2, label01A3]"
label01A4,1722,gettime,r241
label01A5,1781,switch_jmp,"r16, [label01A6, label01A7, label01A8]"
label01AA,1858,switch_jmp,"r16, [label01AB, label01AC, label01AD]"
label01AF,1941,switch_jmp,"r16, [label01B0, label01B1, label01B2]"
label019B,2029,switch_jmp,"r16, [label019C, label019D, label019E]"
label0195,2070,gettime,r241
label0384,2078,gettime,r241
label0196,2083,gettime,r241
label0387,2091,gettime,r241
label0197,2096,gettime,r241
label038A,2104,gettime,r241
label0198,2109,gettime,r241
label038D,2117,gettime,r241
label0199,2122,gettime,r241
label0390,2130,gettime,r241
label01C2,2213,switch_jmp,"r100, [label01C3, label01C4, label01C5]"
label01C6,2243,switch_jmp,"r15, [label0001, label01D2, label01D3, label01D4, label01D5, label01D7, label01D1]"
label01F0,2298,switch_jmp,"r15, [label0001, label01E5, label01EA, label01EA, label01EA, label01EA, label01EE]"
label01B4,2380,switch_jmp,"r13, [label01B5, label01B6, label01B7]"
label01F4,2472,switch_jmp,"r22, [label01FB, label01FC, label01FD]"
label01FB,2497,switch_jmp,"r100, [label03DB, label03DA]"
label01FD,2550,switch_on,... 0x5 /* 5 */
label01FD,2552,switch_on,... 0x1 /* 1 */
label01FD,2554,switch_on,... 0xD /* 13 */
label01FD,2556,switch_on,... 0xC /* 12 */
label01F5,2603,switch_on,... 0x7 /* 7 */
label01F7,2660,switch_on,... 0x8 /* 8 */
label01F9,2717,switch_on,... 0x6 /* 6 */
label0208,2838,switch_jmp,"r23, [label0001, label0001, label0001, label0209, label0001]"
label0209,2858,switch_on,... 0x63 /* 99 */
label020D,2864,switch_jmp,"r23, [label020E, label020E, label020E, label020E, label020E]"
label0214,3181,switch_jmp,"r23, [label0215, label0215, label0215, label0215, label0215]"
label0215,3191,switch_on,... 0x4 /* 4 */
label0216,3197,switch_on,... 0x4 /* 4 */
label03B6,3202,switch_jmp,"r180, [label03B7, label03B7, label03B7, label03B7, label0001]"
label03B9,3227,switch_jmp,"r180, [label03B7, label03B7, label03BA, label03B7, label0001]"
label03BC,3236,switch_jmp,"r180, [label03B7, label03BD, label03B7, label03B7, label0001]"
label03BF,3245,switch_jmp,"r180, [label03C0, label03B7, label03B7, label03B7, label0001]"
