label,line,opcode,args
start,19,set_floor_handler,"... 0x0 /* 0 */, label0096"
start,22,set_floor_handler,"... 0x3 /* 3 */, label0099"
start,25,set_floor_handler,"... 0x4 /* 4 */, label009A"
start,28,set_floor_handler,"... 0x5 /* 5 */, label009B"
start,31,set_floor_handler,"... 0xC /* 12 */, label00A2"
start,32,set_qt_success,label00FA
label0096,69,switch_jmp,"r0, [label00C8, label00C9]"
label00FB,145,pl_add_meseta2,... 0x258 /* 600 */
label00FC,155,pl_add_meseta2,... 0x1770 /* 6000 */
label00FD,165,pl_add_meseta2,... 0x3E80 /* 16000 */
label00FE,175,pl_add_meseta2,... 0x61A8 /* 25000 */
label01A0,331,sync_register2,"... r15, 0x1 /* 1 */"
label01A4,364,update_switch_flag,r60-r62
label01A4,366,switch_on,... 0xFE /* 254 */
label01A4,370,set_quest_board_handler,"... 0x0 /* 0 */, label0122, ""Dust life 2"""
label01A4,372,set,r254
label01A6,421,clear_quest_board_handler,... 0x0 /* 0 */
label0258,432,sync_register2,"... r29, 0x1 /* 1 */"
label0258,434,switch_on,... 0xDD /* 221 */
label0259,443,switch_on,... 0xDD /* 221 */
label0262,451,sync_register2,"... r31, 0x1 /* 1 */"
label026C,474,sync_register2,"... r33, 0x1 /* 1 */"
label0276,497,sync_register2,"... r35, 0x1 /* 1 */"
label0280,520,sync_register2,"... r41, 0x1 /* 1 */"
label028A,543,sync_register2,"... r43, 0x1 /* 1 */"
label0294,566,sync_register2,"... r45, 0x1 /* 1 */"
label0294,574,update_switch_flag,r60-r62
label029E,593,sync_register2,"... r47, 0x1 /* 1 */"
label02BC,618,sync_register2,"... r51, 0x1 /* 1 */"
label02C6,641,sync_register2,"... r53, 0x1 /* 1 */"
label030A,673,sync_register2,"... r98, 0x1 /* 1 */"
label030A,676,sync_register2,"... r99, 0x1 /* 1 */"
label030B,684,sync_register2,"... r98, 0x1 /* 1 */"
label030B,687,sync_register2,"... r99, 0x1 /* 1 */"
label030C,696,sync_register2,"... r98, 0x1 /* 1 */"
label030C,699,sync_register2,"... r99, 0x1 /* 1 */"
label032B,718,sync_register2,"... r81, 0x1 /* 1 */"
label032B,723,update_switch_flag,r60-r62
label0335,748,sync_register2,"... r82, 0x1 /* 1 */"
label0335,753,update_switch_flag,r60-r62
label033F,777,sync_register2,"... r93, 0x1 /* 1 */"
label033F,782,update_switch_flag,r60-r62
label0320,797,sync_register2,"... r70, 0x1 /* 1 */"
label038E,831,sync_register2,"... r71, 0x1 /* 1 */"
label0398,841,sync_register2,"... r72, 0x1 /* 1 */"
label03A2,851,sync_register2,"... r73, 0x1 /* 1 */"
label00B4,878,sync_register2,"... r84, 0x1 /* 1 */"
label00B4,882,update_switch_flag,r60-r62
label0136,887,jmpi_eq,"r255, 0x00000001, label0139"
label0136,888,jmpi_eq,"r254, 0x00000001, label0138"
label0136,892,switch_call,"r83, [label013A, label013A, label013A, label013B]"
label0137,899,switch_call,"r83, [label013C, label013C, label013C, label013D]"
label0138,913,clear_quest_board_handler,... 0x0 /* 0 */
label0138,918,sync_register2,"... r16, 0x1 /* 1 */"
label0138,921,sync_register2,"... r255, 0x1 /* 1 */"
label0140,980,jmpi_eq,"r254, 0x00000001, label0141"
label014A,1008,jmpi_eq,"r254, 0x00000001, label014B"
label012C,1070,gettime,r243
