label,line,opcode,args
start,49,set_floor_handler,"... 0x0 /* 0 */, label0096"
start,52,set_floor_handler,"... 0x5 /* 5 */, label009B"
start,55,set_floor_handler,"... 0x6 /* 6 */, label009C"
start,58,set_floor_handler,"... 0x7 /* 7 */, label009D"
start,61,set_floor_handler,"... 0x8 /* 8 */, label009E"
start,64,set_floor_handler,"... 0x9 /* 9 */, label009F"
start,67,set_floor_handler,"... 0xC /* 12 */, label00A2"
start,68,set_qt_success,label00B4
start,69,set_qt_failure,label00FB
label0096,121,jmpi_eq,"r253, 0x00000001, label012C"
label0131,137,switch_jmp,"r11, [label0131, label0132, label0133]"
label00B5,157,switch_jmp,"r30, [label00B6, label00B7, label00B8, label00B9]"
label00B4,211,check_rank_time,"r201, r101"
label00B4,212,switch_jmp,"r101, [label0066, label0067, label0068, label0069, label006A, label006B, label006C]"
label0066,225,item_create_cmode,"r100-r105, r106"
label0067,238,item_create_cmode,"r100-r105, r106"
label0068,245,award_item_select,
label0068,246,award_item_name,
label0068,247,award_item_ok,r50
label0068,249,award_item_give,r100
label012F,323,jmpi_eq,"r255, 0x00000001, label0001"
label0130,334,set,r255
label0130,337,chl_set_timerecord,"r201, r200"
label0136,342,chl_get_timerecord,r201
label0136,344,disp_time_cmode,r201
label009B,351,gettime,r202
label00D2,443,gettime,r201
label00D2,446,disp_time_cmode,r201
label00D2,447,jmpi_eq,"r255, 0x00000000, label00D2"
label00D3,453,chl_set_timerecord,"r201, r200"
label00DC,464,jmpi_eq,"r255, 0x00000000, label00DC"
label00E6,472,gettime,r10
label0063,493,set,r253
label0137,503,check_rank_time,"r203, r101"
label0137,504,switch_jmp,"r101, [label0066, label0067, label0068, label0069, label006A, label006B, label006C]"
