label,line,opcode,args
label00F1,17,switch_call,"r250, [label0133, label014E, label0161, label018B]"
label0106,61,switch_call,"r250, [label0174, label019B, label0015, label0022]"
start,429,set_floor_handler,"... 0x0 /* 0 */, label012C"
start,432,set_floor_handler,"... 0x1 /* 1 */, label0136"
start,435,set_floor_handler,"... 0xE /* 14 */, label0140"
start,438,set_floor_handler,"... 0x3 /* 3 */, label014A"
start,441,set_floor_handler,"... 0xF /* 15 */, label0154"
start,444,set_floor_handler,"... 0x9 /* 9 */, label015E"
start,447,set_floor_handler,"... 0xC /* 12 */, label0168"
start,450,set_floor_handler,"... 0xB /* 11 */, label0172"
start,453,set_floor_handler,"... 0xD /* 13 */, label017C"
start,456,set_floor_handler,"... 0x11 /* 17 */, label0186"
start,457,set_qt_success,label009D
start,458,set_qt_failure,label015C
label006F,545,switch_jmp,"r252, [label0142, label0119, label0177, label016A]"
label0142,548,switch_jmp,"r47, [label00B0, label001C, label0024, label004F, label003C]"
label0119,551,switch_jmp,"r47, [label001C, label0024, label0032, label0049, label0033]"
label0177,554,switch_jmp,"r47, [label0043, label002A, label0044, label00D4, label0056]"
label016A,557,switch_jmp,"r47, [label0024, label0032, label0050, label0051, label003D]"
label00B0,562,pl_add_meseta,"... r250, 0x1F4 /* 500 */"
label001C,571,pl_add_meseta,"... r250, 0x3E8 /* 1000 */"
label0043,580,pl_add_meseta,"... r250, 0x5DC /* 1500 */"
label0024,589,pl_add_meseta,"... r250, 0x7D0 /* 2000 */"
label002A,598,pl_add_meseta,"... r250, 0xBB8 /* 3000 */"
label004F,607,pl_add_meseta,"... r250, 0xDAC /* 3500 */"
label0032,616,pl_add_meseta,"... r250, 0xFA0 /* 4000 */"
label003C,625,pl_add_meseta,"... r250, 0x1388 /* 5000 */"
label0044,634,pl_add_meseta,"... r250, 0x1770 /* 6000 */"
label0049,643,pl_add_meseta,"... r250, 0x1B58 /* 7000 */"
label0050,652,pl_add_meseta,"... r250, 0x1F40 /* 8000 */"
label0033,661,pl_add_meseta,"... r250, 0x2710 /* 10000 */"
label00D4,670,pl_add_meseta,"... r250, 0x2904 /* 10500 */"
label0051,679,pl_add_meseta,"... r250, 0x36B0 /* 14000 */"
label0056,688,pl_add_meseta,"... r250, 0x3A98 /* 15000 */"
label003D,697,pl_add_meseta,"... r250, 0x4E20 /* 20000 */"
label0011,825,sync_register2,"... r92, 0x0 /* 0 */"
label03E8,842,jmpi_eq,"r255, 0x00000001, label03EC"
label03E8,844,jmpi_eq,"r254, 0x00000001, label03EA"
label03F2,891,jmpi_eq,"r255, 0x00000001, label03F7"
label03F2,893,jmpi_eq,"r254, 0x00000001, label03F5"
label0025,991,switch_jmp,"r47, [label004A, label002B, label0019, label0052, label0077]"
label004A,1007,switch_call,"r252, [label0135, label011A, label0192, label0137]"
label004A,1009,set,r255
label002B,1022,switch_call,"r252, [label011A, label0137, label014F, label0164]"
label002B,1024,set,r255
label0019,1035,switch_call,"r252, [label0137, label0164, label000C, label0034]"
label0019,1037,set,r255
label0052,1048,switch_call,"r252, [label001D, label001B, label00ED, label00D9]"
label0052,1050,set,r255
label0077,1063,switch_call,"r252, [label018C, label00D5, label0126, label00E8]"
label0077,1065,set,r255
label00E4,1393,switch_jmp,"r49, [label0088, label00EA, label0081, label009F, label00CD]"
label0088,1408,switch_jmp,"r60, [label0035, label00E9]"
label00EA,1695,switch_jmp,"r60, [label0098, label00B1]"
label00DA,2001,switch_jmp,"r60, [label0411, label0412]"
label0156,2105,switch_jmp,"r60, [label00CE, label0180]"
label00CE,2127,item_create2,"r100-r111, r112"
label0003,2153,item_create2,"r100-r111, r112"
label0102,2179,item_create2,"r100-r111, r112"
label0089,2205,item_create2,"r100-r111, r112"
